year,firm,lsales,lcapital,llabor,sk_labor,lmaterials,foreign,export,intangibles,ownership,latitude,longitude
2006,8208,11.70107,9.726273,4.394449,0.0348837,11.42326,0.0,0,0,0,0.6418535,2.080777
2004,8209,9.272657,9.759848,5.97381,0.0636132,8.669228,0.0,0,0,0,0.6181059,2.034832
2005,8209,9.335032,9.761982,5.659482,0.0636132,8.891374,0.0,0,1,0,0.6181059,2.034832
2006,8209,9.365205,9.438989,5.659482,0.0636132,8.509564,0.0,0,1,0,0.6181059,2.034832
2004,8210,8.767329,8.469473,4.317488,0.7066666,8.105308,0.0,0,0,0,0.6538669,2.119666
2005,8210,9.318747,8.626227,4.574711,0.7066666,8.255049,0.0,0,0,0,0.6538669,2.119666
2006,8210,9.730859,8.99293,4.553877,0.7066666,8.270525,0.0,0,0,0,0.6538669,2.119666
2004,8211,9.565775,8.53464,4.174387,0.1076923,9.045819,0.0,0,1,0,0.6593049,2.048757
2005,8211,9.744316,8.373322,4.174387,0.1076923,9.027979,0.0,0,0,0,0.6593049,2.048757
2006,8211,9.878887,8.673342,4.174387,0.1076923,9.498972,0.0,0,0,0,0.6593049,2.048757
2004,8212,10.32954,7.410347,4.795791,0.0991736,10.08648,0.0,0,0,0,0.642704,2.064909
2005,8212,11.24293,8.435983,4.844187,0.0991736,10.80647,0.0,0,0,0,0.642704,2.064909
2006,8212,12.07429,9.651816,5.17615,0.0991736,11.87411,0.0,0,0,0,0.642704,2.064909
2004,8213,10.69964,7.988543,3.7612,0.1162791,10.18467,0.0,0,0,0,0.6402754,2.067858
2005,8213,10.65032,7.988882,3.713572,0.1162791,10.24608,0.0,0,0,0,0.6402754,2.067858
2006,8213,10.76323,7.988882,3.688879,0.1162791,10.25101,0.0,0,0,0,0.6402754,2.067858
2004,8214,10.07239,8.849801,4.787492,0.05,9.718964,0.0,1,0,0,0.6436968,2.072418
2005,8214,10.49002,9.159047,4.867535,0.05,10.00347,0.0,1,0,0,0.6436968,2.072418
2006,8214,10.81701,9.31515,4.867535,0.05,10.0984,0.0,1,0,0,0.6436968,2.072418
2004,8215,10.46493,6.918695,4.718499,0.2678571,10.11079,0.0,0,1,0,0.6205668,2.039179
2005,8215,11.00043,7.600903,4.75359,0.2678571,10.64581,0.0,0,0,0,0.6205668,2.039179
2006,8215,11.32948,8.987197,4.718499,0.2678571,10.87673,0.0,0,1,0,0.6205668,2.039179
2004,8216,10.71157,8.009695,3.828641,0.0869565,10.03693,0.0,0,0,0,0.6205668,2.039179
2005,8216,11.09148,7.740664,4.787492,0.0869565,10.71195,0.0,0,0,0,0.6205668,2.039179
2006,8216,11.15682,6.891626,4.875197,0.0869565,10.59029,0.0,0,0,0,0.6205668,2.039179
2004,8217,8.627661,7.816417,2.995732,0.0,8.475954,0.0,0,0,0,0.6433806,2.055005
2005,8217,9.398561,7.783224,2.995732,0.0,8.987072,0.0,0,0,0,0.6433806,2.055005
2006,8217,9.608915,7.752765,2.995732,0.0,9.486456,0.0,0,0,0,0.6433806,2.055005
2004,8218,9.245708,8.095903,4.382027,0.0,8.856661,0.0,0,0,0,0.6599205,2.107639
2005,8218,11.15409,9.098739,4.219508,0.0,10.82993,0.0,0,0,0,0.6599205,2.107639
2006,8218,11.62442,9.098739,4.219508,0.0,11.04983,0.0,0,1,0,0.6599205,2.107639
2004,8219,10.73816,7.927685,4.912655,0.0367647,10.27519,0.0,0,0,0,0.607815,2.016594
2005,8219,10.77835,8.735686,5.659482,0.0367647,10.37527,0.0,0,0,0,0.607815,2.016594
2006,8219,11.09743,8.405144,4.890349,0.0367647,10.80602,0.0,0,0,0,0.607815,2.016594
2004,8220,10.19043,8.070906,4.094345,0.05,9.850087,0.2608696,0,0,0,0.6490069,2.093457
2005,8220,10.62716,8.724207,4.174387,0.05,10.09605,1.0,0,0,0,0.6490069,2.093457
2006,8220,10.60162,8.930627,4.219508,0.05,10.27643,1.0,0,0,0,0.6490069,2.093457
2004,8221,10.16754,7.698029,4.574711,0.1237113,9.868741,0.0,1,0,0,0.6436968,2.072418
2005,8221,10.36832,7.787382,4.077538,0.1237113,9.4492,0.0,0,0,0,0.6436968,2.072418
2006,8221,10.76272,8.577724,4.584968,0.1237113,10.07361,0.0,1,0,0,0.6436968,2.072418
2004,8222,9.311,9.06184,4.70048,0.1818182,8.397058,0.4,0,0,0,0.4127704,1.983858
2005,8222,9.205027,9.060679,4.70048,0.1818182,8.177516,0.4,0,0,0,0.4127704,1.983858
2006,8222,9.150697,9.490544,4.787492,0.1818182,8.188412,0.2191781,0,0,0,0.4127704,1.983858
2004,8223,8.825266,6.511745,2.833213,0.0,8.508556,1.0,0,0,0,0.4127704,1.983858
2005,8223,8.847216,6.918695,2.890372,0.0,8.636575,1.0,0,0,0,0.4127704,1.983858
2006,8223,8.865029,6.652863,2.995732,0.0,8.663888,1.0,0,0,0,0.4127704,1.983858
2004,8224,10.85942,8.602086,4.70048,0.1181818,10.54041,1.0,1,0,0,0.4030091,1.986194
2005,8224,10.74426,8.810162,4.70048,0.1181818,10.51694,1.0,1,0,0,0.4030091,1.986194
2006,8224,10.83333,8.506132,4.795791,0.1181818,10.49855,1.0,1,0,0,0.4030091,1.986194
2004,8225,8.653296,6.040255,2.995732,0.15,8.43815,0.0,0,0,0,0.3932809,1.978331
2005,8225,9.3147,6.113682,3.401197,0.15,8.993427,0.0,0,0,0,0.3932809,1.978331
2006,8225,8.866441,6.234411,2.995732,0.15,8.504107,0.0,0,0,0,0.3932809,1.978331
2004,8226,9.898073,8.361709,3.258096,0.1153846,9.634234,1.0,1,0,0,0.4136429,1.972804
2005,8226,9.902738,7.768956,3.496508,0.1153846,9.748995,1.0,1,0,0,0.4136429,1.972804
2006,8226,10.09287,8.301521,3.178054,0.1153846,9.767382,1.0,1,0,0,0.4136429,1.972804
2004,8227,9.686761,7.564239,5.010635,0.2666667,9.122273,0.0,0,0,0,0.4018414,1.974356
2005,8227,8.818926,7.224025,4.317488,0.2666667,8.581106,0.0,0,0,0,0.4018414,1.974356
2006,8227,8.841014,6.98379,4.094345,0.2666667,8.680672,0.0,0,0,0,0.4018414,1.974356
2004,8228,9.428833,10.11541,5.298317,0.035,9.105646,1.0,1,0,0,0.3932809,1.978331
2005,8228,9.748061,10.13006,5.181784,0.035,9.373989,1.0,1,0,0,0.3932809,1.978331
2006,8228,9.674704,10.1721,5.370638,0.035,9.233568,1.0,1,0,0,0.3932809,1.978331
2004,8229,9.392662,8.433811,4.477337,0.1590909,9.069583,0.0,0,1,0,0.4077178,2.036975
2005,8229,9.333619,8.433811,4.787492,0.1590909,9.112176,0.0,0,1,0,0.4077178,2.036975
2006,8229,9.574358,8.318742,4.787492,0.1590909,8.889446,0.0,0,0,0,0.4077178,2.036975
2004,8230,10.99058,9.063579,4.317488,0.1866667,10.31695,1.0,1,1,0,0.3932809,1.978331
2005,8230,11.01928,8.838407,4.248495,0.1866667,10.63893,1.0,1,1,0,0.3932809,1.978331
2006,8230,11.13282,9.151333,4.317488,0.1866667,10.68666,1.0,1,1,0,0.3932809,1.978331
2004,8231,9.414668,9.202913,3.555348,0.0571429,9.08919,0.0,0,1,0,0.5186025,2.098521
2005,8231,9.781715,9.642837,4.110874,0.0571429,9.237858,0.0,0,1,0,0.5186025,2.098521
2006,8231,10.36467,9.755568,4.663439,0.0571429,9.912645,0.0,0,1,0,0.5186025,2.098521
2004,8232,8.977399,7.824046,3.465736,0.0625,8.608313,0.0,0,1,0,0.5392083,2.095911
2005,8232,9.543951,7.828038,2.995732,0.0625,9.061492,0.0,0,1,0,0.5392083,2.095911
2006,8232,9.952278,7.832014,3.401197,0.0625,9.466532,0.0,0,0,0,0.5392083,2.095911
2004,8233,10.2191,8.977652,4.356709,0.2435897,9.873029,0.0,1,1,0,0.5238252,2.109702
2005,8233,10.98744,9.30928,4.983607,0.2435897,10.73918,0.0,1,1,0,0.5238252,2.109702
2006,8233,11.66025,10.02384,5.849325,0.2435897,11.33452,0.0,1,1,0,0.5238252,2.109702
2004,8234,9.602044,7.901007,4.343805,0.012987,9.437158,0.0,0,0,0,0.5144326,2.081849
2005,8234,9.73696,7.983781,4.406719,0.012987,9.581559,0.0,0,0,0,0.5144326,2.081849
2006,8234,9.877092,8.087333,4.330733,0.012987,9.502189,0.0,0,0,0,0.5144326,2.081849
2004,8235,10.56261,9.842197,4.369448,0.3164557,9.985344,0.0,0,1,1,0.5283722,2.097105
2005,8235,10.80408,10.08205,4.442651,0.3164557,10.25079,0.0,0,1,1,0.5283722,2.097105
2006,8235,11.17852,10.1319,4.465908,0.3164557,10.8594,0.0,0,1,1,0.5283722,2.097105
2004,8236,10.76126,9.039315,4.248495,0.1142857,10.67556,0.0,0,0,0,0.5218337,2.126591
2005,8236,10.73243,9.042276,4.317488,0.1142857,10.59701,0.0,0,0,0,0.5218337,2.126591
2006,8236,11.57718,9.108418,4.382027,0.1142857,11.50958,0.0,0,0,0,0.5218337,2.126591
2004,8237,12.11464,11.95625,4.248495,0.1285714,12.2409,0.4899964,1,1,0,0.520844,2.121651
2005,8237,12.78059,12.0059,4.204693,0.1285714,12.69104,0.4899964,1,1,0,0.520844,2.121651
2006,8237,13.16432,11.90615,4.248495,0.1285714,12.87369,0.4900025,1,1,0,0.520844,2.121651
2004,8238,9.991498,7.519692,3.555348,0.0285714,9.860005,0.0,0,0,0,0.5265598,2.116499
2005,8238,10.01068,7.532624,3.871201,0.0285714,9.707655,0.0,0,0,0,0.5265598,2.116499
2006,8238,10.0682,7.53743,4.025352,0.0285714,9.796848,0.0,0,0,0,0.5265598,2.116499
2004,8239,10.55688,8.814924,5.02388,0.0,10.33075,0.0,1,1,0,0.5265598,2.116499
2005,8239,10.70032,8.827175,4.787492,0.0,10.54176,0.0,1,1,0,0.5265598,2.116499
2006,8239,10.20385,8.842027,4.787492,0.0,9.971613,0.0,0,1,0,0.5265598,2.116499
2004,8240,9.568994,8.152774,4.174387,0.1692308,9.260367,0.0,0,1,0,0.520844,2.121651
2005,8240,9.664278,8.241177,4.276666,0.1692308,9.345745,0.0,0,1,0,0.520844,2.121651
2006,8240,9.662435,8.288283,4.043051,0.1692308,9.086929,0.0,0,1,0,0.520844,2.121651
2004,8241,11.7261,9.504054,4.912655,0.0147059,11.64908,0.0,0,1,0,0.5265598,2.116499
2005,8241,11.67525,9.664913,4.65396,0.0147059,11.42622,0.0,0,1,0,0.5265598,2.116499
2006,8241,11.82478,9.811537,4.70048,0.0147059,11.64696,0.0,0,1,0,0.5265598,2.116499
2004,8242,11.51698,9.245708,5.337538,0.0432692,11.29501,0.0,0,1,0,0.5265598,2.116499
2005,8242,11.58082,9.437476,5.257495,0.0432692,11.44551,0.0,1,1,0,0.5265598,2.116499
2006,8242,11.31886,9.471473,5.288267,0.0432692,11.07572,0.0,1,1,0,0.5265598,2.116499
2004,8243,9.558105,8.655214,3.496508,0.3333333,9.335827,0.25,1,1,0,0.5218337,2.126591
2005,8243,8.720134,8.608678,3.688879,0.3333333,8.201112,0.3333333,0,0,0,0.5218337,2.126591
2006,8243,9.030136,8.714403,3.555348,0.3333333,8.49597,0.25,1,1,0,0.5218337,2.126591
2004,8244,10.03034,8.222285,3.555348,0.4285714,9.74619,0.0,0,1,0,0.5111781,2.119347
2005,8244,10.43647,8.784927,3.78419,0.4285714,10.10213,0.0,1,0,0,0.5111781,2.119347
2006,8244,10.59288,8.892749,4.174387,0.4285714,10.32983,0.0,1,0,0,0.5111781,2.119347
2004,8245,8.762646,7.738924,3.465736,0.0625,7.509335,0.0,0,1,0,0.5175799,2.118948
2005,8245,8.978786,7.964851,3.401197,0.0625,8.100465,0.0,0,1,0,0.5175799,2.118948
2006,8245,9.151227,8.078999,3.583519,0.0625,8.57697,0.0,0,1,0,0.5175799,2.118948
2004,8246,11.99349,10.07285,6.161207,0.0379747,11.75678,1.0,1,1,0,0.5265598,2.116499
2005,8246,12.16107,10.31215,6.50129,0.0379747,11.76859,1.0,1,1,0,0.5265598,2.116499
2006,8246,12.27829,10.4985,6.272877,0.0379747,12.07984,0.4123506,1,1,0,0.5265598,2.116499
2004,8247,9.269269,10.30832,4.941642,0.2571429,7.724447,0.45,0,1,0,0.5218337,2.126591
2005,8247,9.093919,10.47743,4.836282,0.2571429,7.515889,1.0,0,1,0,0.5218337,2.126591
2006,8247,9.06184,10.49244,4.812184,0.2571429,7.766417,1.0,0,1,0,0.5218337,2.126591
2004,8248,8.940891,7.160846,3.401197,0.0333333,8.602636,0.0,0,1,0,0.5585891,2.086979
2005,8248,9.875448,7.713338,3.583519,0.0333333,9.691593,0.0,0,0,0,0.5585891,2.086979
2006,8248,9.904337,8.101375,3.78419,0.0333333,9.615672,0.0,0,1,0,0.5585891,2.086979
2004,8249,10.28977,9.257987,4.007333,0.1636364,9.947026,1.0,1,1,0,0.546147,2.100876
2005,8249,9.31109,9.323848,3.433987,0.1636364,8.721439,1.0,1,1,0,0.546147,2.100876
2006,8249,9.892932,9.323669,4.007333,0.1636364,9.485697,1.0,1,1,0,0.546147,2.100876
2004,8250,10.53879,9.486153,5.099866,0.2256097,10.07878,1.0,1,1,0,0.5480229,2.111524
2005,8250,10.85302,9.956127,5.560682,0.2256097,10.4649,1.0,1,1,0,0.5480229,2.111524
2006,8250,11.12255,10.09349,5.686975,0.2256097,10.67061,1.0,0,1,0,0.5480229,2.111524
2004,8251,9.862665,7.664816,3.912023,0.08,9.321703,1.0,0,1,0,0.5600936,2.113122
2005,8251,10.09452,7.313221,3.637586,0.08,9.54938,1.0,0,0,0,0.5600936,2.113122
2006,8251,11.27276,8.414939,3.555348,0.08,10.9123,1.0,0,1,0,0.5600936,2.113122
2004,8252,10.40705,10.15405,5.659482,0.1672474,9.112838,0.5700627,0,1,0,0.562223,2.084918
2005,8252,10.46496,10.16157,5.638355,0.1672474,9.499122,0.5700627,0,1,0,0.562223,2.084918
2006,8252,10.43878,10.19817,5.609472,0.1672474,9.409355,0.4299373,0,1,0,0.562223,2.084918
2004,8253,9.629708,7.484369,3.828641,0.0434783,9.393412,0.0,0,0,0,0.5488014,2.085424
2005,8253,9.787516,7.396335,3.688879,0.0434783,9.427868,0.0,0,0,0,0.5554214,2.093943
2006,8253,10.14447,7.408531,3.610918,0.0434783,9.868896,0.0,0,0,0,0.5554214,2.093943
2004,8254,10.08652,8.642768,3.401197,0.0,9.875808,0.0,0,0,0,0.5573482,2.099359
2005,8254,10.24459,8.68643,3.496508,0.0,10.06904,0.0,0,0,0,0.5573482,2.099359
2006,8254,10.07559,8.68643,3.555348,0.0,9.855453,0.0,0,0,0,0.5573482,2.099359
2004,8255,9.70235,7.516977,3.401197,0.1,9.370842,0.0,0,0,0,0.5573482,2.099359
2005,8255,10.38869,6.345636,3.871201,0.1,10.18407,0.0,0,1,0,0.5573482,2.099359
2006,8255,10.77185,8.022897,3.555348,0.1,10.61034,0.0,0,1,0,0.5573482,2.099359
2004,8256,9.903988,6.418365,3.135494,0.1304348,9.636719,0.0,0,0,0,0.5513932,2.100636
2005,8256,10.01279,6.44572,3.912023,0.1304348,9.801455,0.0,0,0,0,0.5513932,2.100636
2006,8256,9.985067,6.582025,3.713572,0.1304348,9.865422,0.0,0,0,0,0.5513932,2.100636
2004,8257,9.231906,8.517193,3.465736,0.0,8.781095,0.0,0,1,0,0.552662,2.107544
2005,8257,9.927204,8.680332,3.465736,0.0,9.102644,0.0,0,1,0,0.552662,2.107544
2006,8257,9.982299,8.680332,3.583519,0.0,8.711114,0.0,0,1,0,0.552662,2.107544
2004,8258,11.07875,9.640108,5.598422,0.1111111,10.55469,0.0,0,0,0,0.5898288,2.090922
2005,8258,11.82744,9.655026,5.598422,0.1111111,11.47825,0.0,0,0,0,0.5898288,2.090922
2006,8258,11.03731,9.655026,5.598422,0.1111111,10.87446,0.0,0,0,0,0.5898288,2.090922
2004,8259,10.81671,8.117014,3.951244,0.1730769,10.51515,0.0,0,0,0,0.595838,2.07291
2005,8259,9.836279,7.930206,4.007333,0.1730769,9.571017,0.0,0,0,0,0.595838,2.07291
2006,8259,9.821735,8.006368,4.382027,0.1730769,9.551231,0.0,0,0,0,0.595838,2.07291
2004,8260,8.536996,7.969012,3.401197,0.0666667,8.378161,0.0,0,0,0,0.5937262,2.091271
2005,8260,7.649693,8.411833,3.401197,0.0666667,7.377759,0.0,0,0,0,0.5937262,2.091271
2006,8260,10.07196,7.992945,3.871201,0.0666667,9.851141,0.0,0,0,0,0.5937262,2.091271
2004,8261,10.82953,8.314097,4.60517,0.19,10.45674,0.0,1,1,0,0.5644743,2.115112
2005,8261,12.02719,9.150908,4.382027,0.19,11.67976,0.0,1,0,0,0.5644743,2.115112
2006,8261,11.99306,9.150908,4.941642,0.19,11.69471,0.0,1,0,0,0.5644743,2.115112
2004,8262,8.730368,6.782192,3.73767,0.047619,8.197538,0.0,0,0,0,0.5617028,2.094758
2005,8262,10.15425,5.963579,3.688879,0.047619,9.391411,0.0,0,1,0,0.5617028,2.094758
2006,8262,9.21034,6.480044,3.828641,0.047619,8.72567,0.0,0,0,0,0.5617028,2.094758
2004,8263,10.56509,8.740017,4.905275,0.0296296,10.07538,0.0,0,0,0,0.5752605,2.091672
2005,8263,10.84761,8.945724,3.828641,0.0296296,10.34917,0.0,0,0,0,0.5752605,2.091672
2006,8263,10.88093,9.127394,3.828641,0.0296296,10.34294,0.0,0,0,0,0.5752605,2.091672
2004,8264,9.811043,6.658011,4.369448,0.1518987,9.546241,0.0,0,0,0,0.5752605,2.091672
2005,8264,10.08163,7.509883,4.465908,0.1518987,9.892376,0.0,0,0,0,0.5752605,2.091672
2006,8264,10.03144,7.600903,4.394449,0.1518987,9.732403,0.0,0,0,0,0.5752605,2.091672
2004,8265,10.88654,8.619208,4.219508,0.1617647,10.59408,0.0,0,0,0,0.5238252,2.109702
2005,8265,11.24788,8.971829,4.26268,0.1617647,10.82477,0.0,1,0,0,0.5238252,2.109702
2006,8265,11.36911,8.961879,4.276666,0.1617647,11.21201,0.0,0,0,0,0.5238252,2.109702
2004,8266,9.823361,8.783243,4.317488,0.2533333,9.537916,0.0,1,1,0,0.5238252,2.109702
2005,8266,10.63602,8.745125,4.127134,0.2533333,10.27194,0.0,0,0,0,0.5238252,2.109702
2006,8266,10.9121,8.892886,4.143135,0.2533333,10.61957,0.0,0,0,0,0.5238252,2.109702
2004,8267,9.594173,8.006368,3.806663,0.3333333,9.367259,0.0,0,0,0,0.5042728,2.09119
2005,8267,10.14482,7.600903,3.218876,0.3333333,9.785211,0.0,0,0,0,0.5042728,2.09119
2006,8267,9.450223,7.433667,3.555348,0.3333333,9.041922,0.0,0,0,0,0.5042728,2.09119
2004,8268,8.821437,7.640604,4.077538,0.7118644,8.426612,0.0,0,0,0,0.5283722,2.097105
2005,8268,9.063,7.342132,3.806663,0.7118644,8.624432,0.0,0,0,0,0.5283722,2.097105
2006,8268,9.337678,7.912057,3.610918,0.7118644,8.90558,0.0,0,0,0,0.5283722,2.097105
2004,8269,8.630522,6.39693,3.688879,0.0,7.972466,0.0,0,0,0,0.534739,2.088814
2005,8269,8.974618,6.76273,4.007333,0.0,8.821142,0.0,0,0,0,0.534739,2.088814
2006,8269,8.989694,6.76273,4.007333,0.0,7.912423,0.0,0,0,0,0.534739,2.088814
2004,8270,9.50301,6.890609,3.583519,0.0555556,8.941676,0.0,0,0,0,0.5115008,2.095705
2005,8270,8.812546,5.991465,2.995732,0.0555556,7.894691,0.0,0,0,0,0.5115008,2.095705
2006,8270,9.133459,6.311735,3.135494,0.0555556,8.845922,0.0,0,1,0,0.5115008,2.095705
2004,8271,10.83899,9.308102,5.099866,0.0182927,10.65372,0.0,0,0,0,0.5267876,2.099011
2005,8271,10.90136,9.383958,5.099866,0.0182927,10.63847,0.0,0,0,0,0.5267876,2.099011
2006,8271,10.97968,9.401291,5.147494,0.0182927,10.76981,0.0,0,0,0,0.5267876,2.099011
2004,8272,10.28237,8.607399,4.553877,0.1263158,10.09551,0.0,1,1,0,0.5031524,2.114918
2005,8272,9.834888,8.120292,4.672829,0.1263158,9.586514,0.0,1,1,0,0.5031524,2.114918
2006,8272,10.05574,8.280711,4.779123,0.1263158,9.847446,0.0,1,1,0,0.5031524,2.114918
2004,8273,9.451796,7.044905,3.637586,0.0,9.016877,0.0,0,0,0,0.4885921,2.106601
2005,8273,9.37297,7.025538,2.995732,0.0,9.083416,0.0,0,0,0,0.4885921,2.106601
2006,8273,9.588023,7.137279,3.637586,0.0,9.383705,0.0,0,0,0,0.4885921,2.106601
2004,8274,10.74577,7.878534,3.89182,0.0408163,10.66184,0.0,0,0,0,0.5244511,2.0937
2005,8274,11.13545,7.985144,3.89182,0.0408163,10.96107,0.0,0,1,0,0.5244511,2.0937
2006,8274,11.11103,8.122965,3.871201,0.0408163,10.88055,0.0,0,1,0,0.5244511,2.0937
2004,8275,8.53464,6.194406,3.401197,0.4333333,8.404248,0.0,0,0,0,0.4950778,2.118171
2005,8275,9.311632,7.477604,3.610918,0.4333333,9.204523,0.0,0,0,0,0.4950778,2.118171
2006,8275,9.517163,9.046409,4.465908,0.4333333,9.282568,0.0,0,0,0,0.4950778,2.118171
2004,8276,8.630522,7.795647,2.302585,0.5,8.12711,0.5780347,0,1,0,0.5392083,2.095911
2005,8276,8.517193,8.006368,2.302585,0.5,8.012018,1.0,0,1,0,0.5392083,2.095911
2006,8276,8.531293,7.937375,2.484907,0.5,8.075272,0.0,0,1,0,0.5392083,2.095911
2004,8277,9.48941,8.410053,4.430817,0.2380952,5.241747,0.0,0,0,0,0.4369906,1.792841
2005,8277,9.562053,8.346642,4.356709,0.2380952,8.730368,0.0,0,1,0,0.4369906,1.792841
2006,8277,9.614672,8.35538,4.276666,0.2380952,8.784009,0.0,0,1,0,0.4369906,1.792841
2004,8278,10.35688,6.448889,3.258096,0.0384615,10.31566,0.0,0,1,0,0.4369906,1.792841
2005,8278,9.485013,6.480044,3.135494,0.0384615,9.384294,0.0,0,1,0,0.4369906,1.792841
2006,8278,9.729432,6.586172,2.944439,0.0384615,9.667385,0.0,0,1,0,0.4365958,1.793218
2004,8279,9.403272,8.817742,4.997212,0.0810811,9.212439,0.0,0,1,0,0.4438046,1.807785
2005,8279,9.21034,9.059285,5.075174,0.0810811,9.204322,0.0,0,1,0,0.4438046,1.807785
2006,8279,8.665613,9.132703,4.094345,0.0810811,8.432507,0.0,0,1,0,0.4438046,1.807785
2004,8280,11.4354,10.5032,5.857933,0.1028571,11.23213,0.0,1,1,0,0.7781744,2.261942
2005,8280,11.45466,10.65401,5.857933,0.1028571,11.29782,0.0,1,0,0,0.7781744,2.261942
2006,8280,11.39347,10.99062,5.857933,0.1028571,10.79465,0.0,1,0,0,0.7781744,2.261942
2004,8281,9.508963,7.584265,3.091043,0.2727273,9.128588,0.0,1,0,0,0.7781744,2.261942
2005,8281,9.508963,7.657755,2.772589,0.2727273,9.268703,0.0,0,0,0,0.7781744,2.261942
2006,8281,9.292565,7.681561,2.772589,0.2727273,9.118773,0.0,1,0,0,0.7781744,2.261942
2004,8282,9.344434,6.664409,5.187386,0.0446927,8.841882,0.0,0,0,0,0.5350935,1.816274
2005,8282,9.258464,7.554859,4.382027,0.0446927,8.926385,0.0,0,0,0,0.5350935,1.816274
2006,8282,9.526099,7.554859,5.214936,0.0446927,9.013717,0.0,0,0,0,0.5350935,1.816274
2004,8283,9.434443,4.61512,3.828641,0.5652174,9.033364,0.0,0,0,1,0.5350935,1.816274
2005,8283,9.782336,4.859812,3.89182,0.5652174,9.301369,0.0,0,0,1,0.5350935,1.816274
2006,8283,9.928911,5.01728,3.871201,0.5652174,9.102644,0.0,0,0,1,0.5350935,1.816274
2004,8284,8.792397,6.291569,3.610918,0.0,8.380916,0.0,0,1,0,0.5345981,1.809437
2005,8284,8.49597,6.173786,3.610918,0.0,8.220673,0.0,0,1,0,0.5345981,1.809437
2006,8284,8.636752,6.173786,3.663562,0.0,8.181721,0.0,0,1,0,0.5345981,1.809437
2004,8285,9.509037,10.59743,4.844187,0.0629921,7.719574,0.0,0,1,0,0.5333099,1.819936
2005,8285,9.626877,10.84837,4.941642,0.0629921,8.599142,0.0,0,1,0,0.5333099,1.819936
2006,8285,9.52464,10.8904,4.795791,0.0629921,8.284504,0.0,0,1,0,0.5333099,1.819936
2004,8286,12.14012,8.269244,3.496508,0.0909091,11.63046,0.0,0,0,0,0.6520905,2.101434
2005,8286,12.91689,8.269244,3.713572,0.0909091,12.2301,0.0,0,0,0,0.6520905,2.101434
2006,8286,13.15313,6.907755,3.713572,0.0909091,12.69193,0.0,0,0,0,0.6520905,2.101434
2004,8287,11.2382,9.081597,5.634789,0.1964286,10.95787,0.0,0,1,0,0.6402754,2.067858
2005,8287,11.28963,9.379323,5.634789,0.1964286,10.74128,0.0,0,0,0,0.6402754,2.067858
2006,8287,12.14743,9.159468,5.634789,0.1964286,11.75959,0.0,0,1,0,0.6402754,2.067858
2004,8288,10.10757,9.789535,4.634729,0.2524272,8.869258,0.25,1,1,0,0.6406571,2.073973
2005,8288,10.11484,9.797071,4.532599,0.2524272,9.479451,0.25,1,1,0,0.6406571,2.073973
2006,8288,10.32784,9.771555,4.532599,0.2524272,9.742908,0.25,1,1,0,0.6406571,2.073973
2004,8289,9.557541,7.177783,4.248495,0.0142857,9.206834,0.4,0,0,0,0.6372615,2.068965
2005,8289,10.26242,8.749891,4.317488,0.0142857,10.05651,0.4,0,0,0,0.6372615,2.068965
2006,8289,10.7595,7.332369,3.89182,0.0142857,10.29499,0.2666667,0,0,0,0.6372615,2.068965
2004,8290,9.596418,9.790487,5.393628,0.2772727,8.706986,0.0,0,1,0,0.607289,2.046629
2005,8290,10.09067,9.790487,5.31812,0.2772727,9.305378,0.0,0,1,0,0.607289,2.046629
2006,8290,8.808518,9.713718,4.718499,0.2772727,8.309431,0.0,0,1,0,0.607289,2.046629
2004,8291,9.803667,7.826044,4.025352,0.0,9.227394,0.0,0,0,0,0.6379771,2.037738
2005,8291,9.946451,7.600903,3.828641,0.0,9.799293,0.0,0,0,0,0.6379771,2.037738
2006,8291,11.28954,7.275865,2.890372,0.0,9.472705,0.0,0,0,0,0.6379771,2.037738
2004,8292,11.02879,10.13702,5.638355,0.0498221,10.28814,0.0,0,1,0,0.6384547,2.029037
2005,8292,11.21896,10.80351,5.768321,0.0498221,10.77006,0.0,0,0,0,0.6384547,2.029037
2006,8292,11.3872,10.37349,5.808143,0.0498221,10.55836,0.0,0,1,0,0.6384547,2.029037
2004,8293,14.08857,12.81403,6.684612,0.2725,13.86629,0.0,0,1,0,0.6450671,2.061198
2005,8293,15.15809,13.22356,6.907755,0.2725,14.80792,0.0,0,1,0,0.6450671,2.061198
2006,8293,15.585,13.2966,6.907755,0.2725,15.27477,0.0,0,1,0,0.6450671,2.061198
2004,8294,11.23827,10.17248,6.721426,0.0192771,10.62028,0.0,1,0,0,0.6179227,2.041574
2005,8294,11.30665,10.24035,6.709304,0.0192771,10.06752,0.0,1,0,0,0.6179227,2.041574
2006,8294,11.82085,10.20581,6.728629,0.0192771,10.84603,0.0,1,0,0,0.6179227,2.041574
2004,8295,9.680344,9.10498,5.010635,0.2533333,9.328123,0.0,0,1,0,0.658511,2.046083
2005,8295,9.989069,9.686575,4.356709,0.2533333,9.267666,0.0,0,0,0,0.658511,2.046083
2006,8295,10.06951,6.023448,4.356709,0.2533333,9.414912,0.0,0,0,0,0.658511,2.046083
2004,8296,6.927558,8.699514,3.218876,0.12,6.522093,0.0,0,0,0,0.6436968,2.072418
2005,8296,10.00482,10.13729,3.178054,0.12,9.734951,0.0,0,0,0,0.6436968,2.072418
2006,8296,10.03232,10.00093,3.295837,0.12,9.685145,0.0,0,0,0,0.6436968,2.072418
