year,firm,lsales,lcapital,llabor,sk_labor,lmaterials,foreign,export,intangibles,ownership
2004,504,10.33511,10.60068,5.384495,0.0229358,9.710509,0.0,0,1,1
2005,504,10.34493,10.60068,5.384495,0.0229358,9.927692,0.0,0,1,1
2006,504,10.20788,10.3991,5.192957,0.0229358,9.026898,0.0,0,0,1
2004,505,10.61014,8.720461,5.129899,0.1183432,9.69437,0.0,0,1,0
2005,505,10.85613,8.501471,5.655992,0.1183432,10.42082,0.0,0,1,0
2006,505,11.07338,8.736329,5.733341,0.1183432,10.78066,0.0,0,1,0
2004,506,9.745019,9.043104,5.236442,0.1648936,9.031812,0.0,0,1,0
2005,506,9.632204,8.930627,5.170484,0.1648936,8.782323,0.0,0,0,0
2006,506,10.0707,8.989694,5.111988,0.1648936,10.41217,0.0,0,1,0
2004,507,9.345745,9.879707,4.983607,0.1232877,8.872066,0.0,0,1,0
2005,507,9.46071,9.700759,4.905275,0.1232877,8.523573,0.0,0,1,0
2006,507,9.172639,10.09138,4.927254,0.1232877,8.286269,0.0,0,1,0
2004,508,8.995041,6.35437,3.7612,0.0930233,8.77292,0.0,0,1,0
2005,508,9.007857,6.35437,3.610918,0.0930233,8.757941,0.0,0,1,0
2006,508,9.40253,6.77308,3.637586,0.0930233,9.069928,0.0,0,1,0
2004,509,9.660779,8.109225,2.995732,0.25,9.28832,0.0,0,0,0
2005,509,9.862457,4.969813,2.995732,0.25,9.39441,0.0,0,0,0
2006,509,10.203,6.2186,3.091043,0.25,9.757826,0.0,0,0,0
2004,510,8.849084,7.569928,4.317488,0.0133333,8.533657,0.0,0,0,0
2005,510,8.808369,7.489971,4.584968,0.0133333,8.500251,0.0,0,0,0
2006,510,8.521185,7.495542,4.317488,0.0133333,7.855545,0.0,0,0,0
2004,511,9.495369,9.21034,4.875197,0.0458015,9.055089,0.0,0,0,0
2005,511,9.429476,9.327146,4.820282,0.0458015,8.988945,0.0,0,0,0
2006,511,9.671556,9.327146,4.875197,0.0458015,9.255505,0.0,0,0,0
2004,512,10.41061,9.848503,6.068426,0.0763889,9.869776,0.0,0,0,0
2005,512,10.93507,9.771669,6.052089,0.0763889,10.46196,0.0,0,1,0
2006,512,11.40166,10.08414,6.018593,0.0763889,10.73335,0.0,0,1,0
2004,513,8.699514,8.389359,4.094345,0.0333333,8.34284,0.0,0,0,0
2005,513,9.024011,8.389359,4.094345,0.0333333,8.381145,0.0,0,0,0
2006,513,9.472705,8.389359,4.094345,0.0333333,8.11582,0.0,0,0,0
2004,514,9.996978,10.27505,4.454347,0.0232558,9.392662,0.0,0,0,0
2005,514,9.737906,9.400961,4.510859,0.0232558,9.365975,0.0,0,1,0
2006,514,10.03846,10.7576,4.564348,0.0232558,9.623774,0.0,0,1,0
2004,515,10.28895,9.140025,5.493062,0.0864198,9.32839,0.0,0,1,0
2005,515,10.19485,9.394494,5.455321,0.0864198,10.0946,0.0,0,1,0
2006,515,10.3977,9.556551,5.433722,0.0864198,9.954988,0.0,0,1,0
2004,516,9.565704,7.303843,3.970292,0.2264151,9.094593,0.0,0,0,0
2005,516,9.485241,7.501082,3.970292,0.2264151,9.07475,0.0,0,0,0
2006,516,9.352795,6.563856,3.931826,0.2264151,9.122602,0.0,0,0,0
2004,517,10.72285,9.718964,6.939254,0.1715116,10.02968,0.0,0,1,0
2005,517,10.80633,10.12206,6.324359,0.1715116,10.36404,0.0,0,1,0
2006,517,10.94472,9.945109,6.253829,0.1715116,10.39059,0.0,0,1,0
2004,518,8.339262,8.143227,5.56452,0.1455939,7.942718,0.0,0,1,0
2005,518,8.669228,7.983099,6.016157,0.1455939,8.163371,0.0,0,1,0
2006,518,5.910797,8.243019,6.028278,0.1455939,6.357842,0.0,0,1,0
2004,519,8.594154,8.596004,5.480639,0.0125,8.317766,0.0,1,1,0
2005,519,8.864747,8.554489,4.094345,0.0125,8.48343,0.0,1,1,0
2006,519,9.004054,8.73069,4.094345,0.0125,8.529517,0.0,1,1,0
2004,520,9.101641,8.836374,3.912023,0.3,8.222285,0.0,0,0,0
2005,520,8.933928,8.842171,4.174387,0.3,8.594709,0.0,0,0,0
2006,520,9.070389,8.898092,3.912023,0.3,8.314588,0.0,0,0,0
2004,521,9.852194,6.684612,3.912023,0.0,8.853665,0.0,0,0,1
2005,521,10.01234,6.684612,3.912023,0.0,9.615806,0.0,0,0,1
2006,521,10.01682,7.122867,3.912023,0.0,9.62905,0.0,0,0,1
2004,522,8.521185,7.901007,3.401197,0.0,7.863267,0.0,0,0,0
2005,522,8.558335,6.461468,4.025352,0.0,8.160519,0.0,0,0,0
2006,522,8.993427,8.411833,3.688879,0.0,8.411833,0.0,1,0,0
2004,523,8.517193,6.930495,4.077538,0.0677966,7.964503,0.0,1,1,0
2005,523,8.471568,6.906755,4.077538,0.0677966,8.048788,0.0,1,1,0
2006,523,8.549854,7.088409,3.465736,0.0677966,7.902487,0.0,1,1,0
2004,524,9.623377,10.51867,3.73767,0.1190476,8.377932,0.0,0,1,0
2005,524,10.65796,11.10985,3.401197,0.1190476,10.09724,0.0,0,1,0
2006,524,10.71442,9.91418,3.332205,0.1190476,10.11658,0.0,0,1,0
2004,525,11.45649,10.81978,5.062595,0.1898734,10.80218,0.0,1,0,0
2005,525,12.22901,11.15052,5.043425,0.1898734,11.24064,0.0,1,0,0
2006,525,12.59889,11.52119,4.934474,0.1898734,12.10897,0.0,1,1,0
2004,526,9.634431,9.934017,5.147494,0.1395349,8.55987,0.0,0,0,0
2005,526,10.66059,9.837775,5.159055,0.1395349,10.03074,0.0,0,0,0
2006,526,11.51721,9.746015,5.123964,0.1395349,11.18866,0.0,0,0,0
2004,527,11.12523,9.134862,3.912023,0.12,10.75375,0.0,0,1,0
2005,527,11.03822,9.86303,4.025352,0.12,10.4052,0.0,0,1,0
2006,527,10.83026,10.04325,5.010635,0.12,10.30555,0.0,0,0,0
2004,528,11.05438,10.59923,4.828314,0.08,10.73333,0.0,0,1,0
2005,528,12.22637,11.16263,4.812184,0.08,11.91915,0.0,1,1,0
2006,528,12.44873,10.62799,5.700444,0.08,12.05646,0.0,1,1,0
2004,529,8.775395,8.153925,4.094345,0.0333333,8.466321,0.0,0,0,0
2005,529,8.968905,7.930925,4.189655,0.0333333,8.711443,0.0,0,0,0
2006,529,8.993551,6.974479,4.007333,0.0333333,8.535623,0.0,0,0,0
2004,530,10.61521,9.604812,5.192957,0.1333333,10.34856,0.0,1,1,0
2005,530,11.3022,10.16346,5.010635,0.1333333,10.88482,0.0,1,1,0
2006,530,11.54663,10.46436,5.010635,0.1333333,10.91652,0.0,1,1,0
2004,531,11.39041,10.51873,5.480639,0.2708333,10.48487,0.0,1,0,0
2005,531,12.06513,10.87989,4.770685,0.2708333,10.96241,0.0,1,1,0
2006,531,12.17177,11.09482,5.347107,0.2708333,11.89728,0.0,1,1,0
2004,532,10.11253,9.803612,4.521789,0.1847826,9.857444,0.0,0,0,0
2005,532,10.22339,9.875756,4.477337,0.1847826,9.956649,0.0,0,0,0
2006,532,10.11654,9.983869,4.736198,0.1847826,9.981744,0.0,0,0,0
2004,533,9.258844,6.946976,3.258096,0.0769231,8.666991,0.0,0,0,0
2005,533,9.417761,7.331715,3.178054,0.0769231,8.844913,0.0,0,1,0
2006,533,8.914626,7.444249,3.610918,0.0769231,8.4242,0.0,0,0,0
2004,534,12.25667,12.09087,5.669881,0.5172414,11.8032,0.0,0,1,0
2005,534,12.9521,12.39587,5.697093,0.5172414,12.65242,0.0,0,1,0
2006,534,13.42733,13.18146,6.39693,0.5172414,12.81772,0.0,1,1,0
2004,535,11.38803,9.850825,5.583496,0.2706767,11.24664,0.0,1,1,0
2005,535,10.08652,10.22543,5.075174,0.2706767,9.649755,0.0,0,1,0
2006,535,10.20463,10.08121,4.382027,0.2706767,8.633731,0.0,0,1,0
2004,536,9.352881,8.072155,3.091043,0.3636364,9.104869,0.0,0,1,0
2005,536,9.882366,8.308692,3.178054,0.3636364,9.672878,0.0,0,1,0
2006,536,9.557258,8.38206,3.178054,0.3636364,9.710206,0.0,0,1,0
2004,537,9.061028,8.058328,3.218876,0.6,8.517193,0.0,0,1,0
2005,537,9.165343,7.126891,3.295837,0.6,7.54009,0.0,0,1,0
2006,537,9.165343,8.256607,3.871201,0.6,8.542861,0.0,1,1,0
2004,538,9.079092,6.511745,3.044523,0.5238096,8.674368,0.0,0,0,0
2005,538,9.323669,5.703783,3.044523,0.5238096,8.779557,0.0,0,0,0
2006,538,9.562405,7.260522,3.044523,0.5238096,9.588503,0.0,0,0,0
2004,539,10.53582,9.737669,5.501258,0.122449,9.905536,0.0,0,1,0
2005,539,10.40038,8.695507,5.370638,0.122449,9.94165,0.0,0,1,0
2006,539,10.31943,10.26186,5.746203,0.122449,9.109857,0.0,0,1,0
2004,540,10.02699,9.285448,4.912655,0.1397059,9.25913,0.0,0,0,0
2005,540,9.99017,9.409846,4.812184,0.1397059,9.21034,0.0,0,0,0
2006,540,9.326789,9.328835,5.204007,0.1397059,9.649047,0.0,0,0,0
2004,541,9.329988,7.566311,2.890372,0.9444444,8.517193,0.0,0,0,0
2005,541,9.35158,7.323171,3.044523,0.9444444,9.159363,0.0,0,0,0
2006,541,9.351493,8.039803,2.995732,0.9444444,9.159363,0.0,0,0,0
2004,542,9.126307,8.840001,4.094345,0.1166667,8.934719,0.0,1,0,0
2005,542,9.25913,8.860641,4.248495,0.1166667,9.169622,0.0,1,0,0
2006,542,9.680344,8.800114,4.248495,0.1166667,9.375431,0.0,1,0,0
2004,543,11.30125,10.11334,4.70048,0.3,10.77969,0.0,0,1,0
2005,543,10.29722,10.36722,4.65396,0.3,9.505917,0.0,0,1,0
2006,543,10.84556,10.36467,4.634729,0.3,10.1785,0.0,0,1,0
2004,544,11.49827,8.662159,3.7612,0.4418605,11.22567,0.0,0,1,0
2005,544,11.40757,8.696844,3.73767,0.4418605,11.65685,0.0,1,1,0
2006,544,11.77475,8.69768,4.077538,0.4418605,9.21034,0.0,0,1,0
2004,545,8.674197,8.599694,4.276666,0.1111111,8.273847,0.0,0,0,0
2005,545,9.581903,8.699514,4.248495,0.1111111,9.10498,0.0,0,0,0
2006,545,10.12663,8.517193,4.248495,0.1111111,9.38278,0.0,0,0,0
2004,546,9.230143,8.827615,4.094345,0.0166667,8.902455,0.0,0,0,0
2005,546,10.34174,8.699514,4.094345,0.0166667,9.903487,0.0,0,0,0
2006,546,11.3022,8.630522,4.317488,0.0166667,10.51135,0.0,0,0,0
2004,547,9.457278,7.601402,2.564949,0.0769231,8.707813,0.0,0,0,0
2005,547,9.166806,7.600903,2.70805,0.0769231,8.210124,0.0,0,0,0
2006,547,9.197154,7.60589,3.178054,0.0769231,8.576217,0.0,0,0,0
2004,548,8.517193,7.790282,3.850147,0.1702128,7.867871,0.0,0,0,0
2005,548,8.699514,6.214608,3.850147,0.1702128,8.022897,0.0,0,0,0
2006,548,9.12913,7.637234,3.526361,0.1702128,8.663714,0.0,0,0,0
2004,549,8.672657,7.254885,2.772589,0.1875,8.493924,0.0,0,0,0
2005,549,8.819074,7.259116,2.484907,0.1875,8.555837,0.0,0,0,0
2006,549,9.035987,7.544332,2.772589,0.1875,8.584291,0.0,0,0,0
2004,550,8.748305,8.166216,3.806663,0.1111111,8.36637,0.0,0,0,0
2005,550,8.732305,8.517193,3.401197,0.1111111,8.612503,0.0,0,0,0
2006,550,9.082507,9.879707,4.007333,0.1111111,8.551595,0.0,0,0,0
2004,551,8.630522,6.173786,4.60517,0.0,8.078689,0.0,0,0,0
2005,551,8.612503,7.059618,4.49981,0.0,7.972466,0.0,0,0,0
2006,551,8.883224,7.059618,4.927254,0.0,7.972466,0.0,0,0,0
2004,552,8.612503,6.131227,4.094345,0.1333333,8.154788,0.0,0,0,0
2005,552,9.615806,7.20786,3.806663,0.1333333,8.682708,0.0,0,1,0
2006,552,9.392662,7.20786,3.806663,0.1333333,8.682708,0.0,0,1,0
2004,553,5.703783,5.560682,2.70805,0.0666667,4.727388,0.0,0,0,1
2005,553,5.560682,3.73767,2.079442,0.0666667,4.564348,0.0,0,0,1
2006,553,6.139884,4.127134,2.70805,0.0666667,5.894403,0.0,0,0,1
2004,554,10.47644,8.73311,4.094345,0.9833333,10.04585,0.0,0,0,0
2005,554,11.76368,8.899867,5.247024,0.9833333,11.25829,0.0,0,0,0
2006,554,11.3266,8.89563,4.094345,0.9833333,11.10204,0.0,0,0,0
2004,555,8.806574,8.474286,4.70048,0.6818182,8.533854,0.0,0,1,0
2005,555,8.974365,9.350189,4.60517,0.6818182,8.636575,0.0,0,1,0
2006,555,8.597113,9.390243,4.564348,0.6818182,8.187021,0.0,0,1,0
2004,556,8.565221,8.716044,4.382027,0.1,8.021585,0.0,0,0,0
2005,556,8.535426,6.650279,5.298317,0.1,7.93308,0.0,0,0,0
2006,556,8.526748,6.659294,5.298317,0.1,7.772753,0.0,0,0,0
2004,557,10.4866,10.13575,5.693732,0.1010101,9.688065,0.0,0,0,0
2005,557,11.04012,10.27319,5.978886,0.1010101,10.05186,0.0,0,0,0
2006,557,11.50215,11.49686,6.135565,0.1010101,10.58512,0.0,0,0,0
2004,558,9.111514,8.013012,2.995732,0.05,8.610319,0.0,0,1,0
2005,558,9.079092,8.131531,2.995732,0.05,8.794825,0.0,0,0,0
2006,558,9.615806,8.934587,2.995732,0.05,9.621124,0.0,0,0,0
2004,559,8.760767,9.588777,3.713572,0.097561,6.33328,0.0,0,1,0
2005,559,8.853665,9.472705,4.094345,0.097561,8.422882,0.0,0,0,0
2006,559,8.853665,9.50301,4.094345,0.097561,7.886081,0.0,0,0,0
2004,560,9.280799,8.529517,3.401197,0.2333333,9.195126,0.0,0,1,0
2005,560,9.405085,8.634087,3.295837,0.2333333,9.024011,0.0,0,0,0
2006,560,9.680344,8.594154,3.332205,0.2333333,9.502263,0.0,1,0,0
2004,561,8.809415,7.320527,5.192957,0.0888889,8.188412,0.0,0,0,0
2005,561,9.069238,6.99485,5.153292,0.0888889,8.624612,0.0,0,0,0
2006,561,9.076466,6.783325,5.192957,0.0888889,8.255829,0.0,0,0,0
2004,562,14.70906,15.25856,9.333089,0.3044401,14.55654,0.0,1,1,1
2005,562,14.92372,15.20808,9.293946,0.3044401,14.71783,0.0,1,1,1
2006,562,14.83068,15.2227,9.311452,0.3044401,14.57079,0.0,1,1,1
2004,563,10.41984,9.353575,6.645091,0.0403121,10.08025,0.0,0,0,0
2005,563,10.21596,9.340228,7.212295,0.0403121,9.894043,0.0,0,0,0
2006,563,9.912002,9.271624,7.136483,0.0403121,9.400547,0.0,0,0,0
2004,564,9.810056,6.45047,3.713572,0.0,9.773891,0.0,0,0,0
2005,564,9.454932,6.45047,3.713572,0.0,9.381601,0.0,0,0,0
2006,564,9.103645,6.45047,3.583519,0.0,9.039433,0.0,0,0,0
2004,565,9.223158,10.8112,5.247024,0.5631579,11.3112,0.0,0,1,0
2005,565,11.92059,10.84587,4.905275,0.5631579,11.58199,0.0,0,1,0
2006,565,9.819399,10.91787,5.247024,0.5631579,8.779096,0.0,0,1,0
2004,566,11.22892,12.77846,7.482119,0.4048423,10.99625,0.0,0,0,1
2005,566,12.16477,13.017,7.478735,0.4048423,11.90578,0.0,0,1,1
2006,566,11.92456,10.06049,7.408531,0.4048423,10.86895,0.0,1,1,1
2004,567,9.256651,8.042378,5.081404,0.378882,8.03301,0.0,0,0,1
2005,567,9.554426,8.979543,5.003946,0.378882,8.187577,0.0,0,0,1
2006,567,9.055323,9.249561,5.164786,0.378882,8.356555,0.0,0,0,1
2004,568,9.893437,9.970632,5.135798,0.1352941,9.546241,0.0,0,0,0
2005,568,10.79035,10.07883,5.560682,0.1352941,10.23832,0.0,0,1,0
2006,568,10.63354,10.21207,5.560682,0.1352941,10.39971,0.0,0,1,0
2004,569,10.16854,10.22143,5.010635,0.6533333,9.790599,0.3,0,0,0
2005,569,9.928765,10.23229,4.941642,0.6533333,9.687196,0.3,0,0,0
2006,569,10.54294,10.23229,4.867535,0.6533333,9.944198,0.3,1,0,0
2004,570,9.604071,7.586296,4.356709,0.4615385,9.166389,0.0,0,0,0
2005,570,9.390159,7.688913,4.219508,0.4615385,9.389908,0.0,0,0,0
2006,570,9.417274,7.931644,4.248495,0.4615385,9.336709,0.0,0,0,0
2004,571,11.83388,11.32798,6.216606,0.4291417,10.18399,0.0,0,1,0
2005,571,11.74469,11.70473,6.198479,0.4291417,10.87188,0.0,1,1,0
2006,571,11.79988,11.71893,6.244167,0.4291417,10.6635,0.0,0,1,0
2004,572,9.230143,10.2989,5.231109,0.8609626,8.689128,0.0,0,1,0
2005,572,10.15526,9.838949,5.298317,0.8609626,9.954988,0.0,0,0,0
2006,572,10.62359,9.732106,5.298317,0.8609626,9.990537,0.0,0,0,0
2004,573,10.41631,10.08176,5.298317,0.08,8.410499,0.0,0,0,1
2005,573,10.75248,8.887791,4.787492,0.08,10.36413,0.0,0,0,1
2006,573,11.08675,8.887929,5.940171,0.08,10.616,0.0,0,0,1
2004,574,15.26447,15.46027,8.975883,0.4826801,15.06326,0.0,1,1,0
2005,574,15.66324,15.8722,9.751559,0.4826801,15.0944,0.0,1,1,0
2006,574,15.6589,15.91743,9.731334,0.4826801,15.26684,0.0,1,1,0
2004,575,9.907779,10.04434,5.575949,0.2916667,9.280985,0.0,0,1,0
2005,575,10.5718,10.33773,5.631212,0.2916667,9.796737,0.0,0,1,0
2006,575,10.859,11.29678,5.641907,0.2916667,9.904637,0.2998995,0,1,0
2004,576,11.99139,12.09027,7.149917,0.1436421,11.46363,0.0,1,1,0
2005,576,11.34947,12.0618,7.162397,0.1436421,10.82596,0.0,1,1,0
2006,576,10.7562,12.06162,6.079933,0.1436421,10.45852,0.0,1,1,0
2004,577,10.37474,7.375882,4.762174,0.0512821,10.20825,0.0,0,0,0
2005,577,10.62432,7.708411,4.779123,0.0512821,10.29116,0.0,0,0,0
2006,577,10.55211,8.110427,4.934474,0.0512821,10.55883,0.0,0,0,0
2004,578,8.565984,7.706163,3.988984,0.0740741,8.249837,0.0,0,0,0
2005,578,8.533263,7.600903,3.912023,0.0740741,8.092851,0.0,0,1,0
2006,578,8.548305,8.073403,3.912023,0.0740741,8.030084,0.0,0,1,0
2004,579,11.6144,11.21056,6.391917,0.1038526,11.2287,0.0,1,1,0
2005,579,11.79048,10.9836,6.350886,0.1038526,11.37985,0.0,1,1,0
2006,579,11.79863,11.28978,6.013715,0.1038526,11.05041,0.0,1,1,0
2004,580,8.935904,9.092794,5.743003,0.0480769,7.6912,0.0,0,0,1
2005,580,9.225229,6.794587,6.023448,0.0480769,8.321178,0.0,0,0,1
2006,580,9.119321,6.794587,5.950643,0.0480769,8.105005,0.0,0,0,1
2004,581,8.595079,6.226537,2.944439,0.0526316,8.070906,0.0,0,0,0
2005,581,8.623353,6.664409,2.944439,0.0526316,8.136226,0.0,0,0,0
2006,581,8.552561,6.37332,2.302585,0.0526316,8.22791,0.0,0,0,0
2004,582,9.087947,10.05694,5.463832,0.1864407,7.072422,0.0,0,1,0
2005,582,8.886824,10.07306,5.463832,0.1864407,9.360999,0.0,0,1,0
2006,582,9.032051,10.07845,5.030438,0.1864407,8.64629,0.0,0,1,0
2004,583,9.655603,8.242756,4.919981,0.1970803,8.731337,0.0,0,1,0
2005,583,10.38715,9.431883,4.787492,0.1970803,9.581283,0.0,0,1,0
2006,583,10.41721,9.831185,4.812184,0.1970803,9.871791,0.0,0,1,0
2004,584,8.935904,8.716044,2.890372,0.9444444,8.81195,0.0,0,1,0
2005,584,9.154616,8.742893,2.995732,0.9444444,8.687442,0.0,0,0,0
2006,584,9.397152,8.520587,3.258096,0.9444444,9.078636,0.0,0,1,0
2004,585,10.12663,6.874198,3.610918,0.0540541,9.739438,0.0,0,0,0
2005,585,10.39329,6.716595,4.442651,0.0540541,10.0399,0.0,0,0,0
2006,585,10.7579,6.827629,4.442651,0.0540541,10.27732,0.0,0,0,0
2004,586,8.956222,7.971086,5.010635,0.0,8.006368,0.0,0,0,0
2005,586,9.11636,8.097426,5.010635,0.0,8.349721,0.0,0,0,0
2006,586,9.035987,8.070906,4.70048,0.0,8.362876,0.0,0,0,0
2004,587,8.517193,7.600903,4.382027,0.0,7.937375,0.0,0,0,0
2005,587,8.302762,7.720905,3.912023,0.0,6.289716,0.0,0,0,0
2006,587,8.538759,7.865572,3.401197,0.0,6.721426,0.0,0,0,0
2004,588,9.688808,9.766006,4.465908,0.1724138,9.438113,0.0,0,1,0
2005,588,10.32535,10.07268,4.465908,0.1724138,9.821355,0.0,0,1,0
2006,588,12.57938,10.12443,4.882802,0.1724138,10.95733,0.0,0,1,0
2004,589,10.87131,10.00875,5.327876,0.1165049,10.829,0.0,1,0,0
2005,589,11.44935,10.12134,5.308268,0.1165049,11.3969,0.0,1,0,0
2006,589,11.93829,10.31804,5.398163,0.1165049,11.38557,0.0,1,1,0
2004,590,10.17458,6.905753,3.871201,0.2083333,9.825526,0.0,0,0,0
2005,590,9.825255,8.774931,3.871201,0.2083333,7.03966,0.0,0,0,0
2006,590,10.12847,9.159047,3.871201,0.2083333,9.268609,0.0,0,0,0
2004,591,9.546813,10.04325,5.480639,0.0125,8.422882,0.0,1,1,0
2005,591,10.56901,10.04325,5.463832,0.0125,9.380589,0.0,1,0,0
2006,591,10.56132,10.34971,5.347107,0.0125,10.04564,0.0,1,0,0
2004,592,12.33614,10.57717,5.958425,0.4082687,11.06221,0.0,0,1,0
2005,592,12.82634,11.40655,5.945421,0.4082687,11.09853,0.0,0,1,0
2006,592,12.88522,11.72132,5.863631,0.4082687,11.61873,0.0,1,1,0
2004,593,9.796125,10.16585,5.521461,0.116,9.312897,0.0,0,1,0
2005,593,9.964112,10.17176,5.257495,0.116,9.149103,0.0,0,1,0
2006,593,9.944582,10.23423,5.231109,0.116,9.218507,0.0,0,1,0
2004,594,10.20315,9.856133,4.025352,0.2678571,8.653646,0.0,0,1,0
2005,594,10.81878,10.14053,4.204693,0.2678571,8.980676,0.0,0,1,0
2006,594,10.8056,10.06203,4.234107,0.2678571,9.388403,0.0,0,1,0
2004,595,12.79849,13.57433,7.262629,0.3345021,11.73649,0.0,1,1,0
2005,595,12.87196,13.57535,7.420579,0.3345021,11.58782,0.0,1,1,0
2006,595,13.21334,13.59212,7.296413,0.3345021,12.45714,0.0,1,1,0
2004,596,10.32656,10.20692,5.135798,0.2647059,9.680469,0.0,0,1,0
2005,596,9.774404,10.59663,5.030438,0.2647059,8.688622,0.0,0,1,0
2006,596,10.19791,10.37876,5.361292,0.2647059,8.987197,0.0,0,1,0
2004,597,10.20396,9.229457,5.872118,0.0169014,9.438352,0.0,0,0,0
2005,597,10.51867,9.663325,5.164786,0.0169014,8.635864,0.0,0,0,0
2006,597,10.86647,9.673194,5.332719,0.0169014,9.337853,0.0,0,0,0
2004,598,11.24787,10.51001,5.793014,0.1158537,10.47551,0.0,0,1,0
2005,598,11.33198,10.51938,5.78996,0.1158537,10.67937,0.0,0,1,0
2006,598,11.26894,10.87237,5.723585,0.1158537,10.73707,0.0,0,1,0
2004,599,11.0071,10.44953,5.313206,0.226601,10.34145,0.0,0,1,0
2005,599,11.04583,10.45175,5.313206,0.226601,10.30635,0.0,0,1,0
2006,599,10.90685,10.45901,5.31812,0.226601,10.52366,0.0,0,1,0
2004,600,10.58999,10.61862,5.537334,0.1102362,9.775313,0.0,0,1,0
2005,600,10.53609,10.68522,5.53339,0.1102362,9.928765,0.0,0,1,0
2006,600,10.58532,10.71642,5.739793,0.1102362,9.674452,0.0,0,1,0
2004,601,10.31165,10.51353,4.787492,0.175,9.484101,0.0,0,1,0
2005,601,10.38699,10.63792,4.356709,0.175,9.731987,0.0,0,1,0
2006,601,10.45363,10.811,4.787492,0.175,9.552155,0.0,0,1,0
2004,602,8.691986,9.172431,5.529429,0.0793651,7.9735,0.0,0,0,0
2005,602,9.538709,8.96252,5.117994,0.0793651,8.687948,0.0,0,0,0
2006,602,9.204322,8.9384,4.70048,0.0793651,8.48198,0.0,0,1,0
2004,603,8.612503,7.846199,4.382027,0.1,8.013674,0.0,0,0,0
2005,603,9.087042,8.147577,4.382027,0.1,8.227108,0.0,0,0,0
2006,603,9.560997,8.147577,4.787492,0.1,8.942461,0.0,0,0,0
2004,604,10.88981,10.17991,5.192957,0.2666667,10.66518,0.0,0,0,0
2005,604,11.30602,10.34833,5.192957,0.2666667,11.12092,0.0,0,0,0
2006,604,11.4745,10.40943,5.192957,0.2666667,11.20662,0.0,0,0,0
2004,605,12.44861,12.54816,6.173786,0.3791667,11.73392,0.0473625,1,1,0
2005,605,12.42922,12.49164,6.135565,0.3791667,11.60887,0.0,1,1,0
2006,605,12.54258,12.79371,6.363028,0.3791667,11.5599,0.0159223,1,1,0
2004,606,9.21034,10.37036,7.261927,0.0014035,9.109746,0.0,0,0,0
2005,606,10.75643,9.966462,5.693732,0.0014035,10.32548,0.0,0,1,0
2006,606,10.61177,10.37723,5.598422,0.0014035,10.18735,0.0,0,1,0
2004,607,8.523573,9.287116,4.65396,0.047619,7.656337,0.0,0,0,0
2005,607,9.083075,9.188606,4.65396,0.047619,8.283494,0.0,0,0,0
2006,607,8.460835,6.39693,3.871201,0.047619,8.388223,0.0,0,0,0
2004,608,8.853665,9.497698,4.442651,0.4117647,8.309923,0.0,0,1,0
2005,608,10.32551,10.78606,5.370638,0.4117647,9.375092,0.0,0,1,0
2006,608,10.79027,10.77332,5.075174,0.4117647,9.433244,0.0,0,1,0
2004,609,12.5828,11.14484,6.972606,0.049672,11.04695,0.0,0,1,0
2005,609,12.76454,11.51475,7.222566,0.049672,10.63977,0.0,0,1,0
2006,609,12.91214,11.53832,6.886532,0.049672,11.23087,0.0,0,1,0
2004,610,9.76526,8.922658,4.795791,0.2066116,9.229064,0.0,0,1,0
2005,610,9.814,9.015177,4.779123,0.2066116,9.30792,0.0,0,1,0
2006,610,9.803226,8.959183,4.779123,0.2066116,9.116689,0.0,0,1,0
2004,611,8.134761,8.329175,4.644391,0.1826923,7.487734,0.0,0,0,1
2005,611,8.907071,7.798523,4.59512,0.1826923,8.207674,0.0,0,0,1
2006,611,8.98532,8.493105,4.553877,0.1826923,7.828835,0.0,0,1,1
2004,612,10.43491,5.484797,2.70805,0.2,10.0668,0.0,0,0,0
2005,612,9.675834,5.743003,2.70805,0.2,9.411974,0.0,0,0,0
2006,612,9.617804,6.137727,2.833213,0.2,9.444859,0.0,0,0,0
2004,613,10.27677,9.305651,4.356709,0.4102564,9.903487,0.0,0,0,0
2005,613,9.794454,8.934851,4.382027,0.4102564,9.181941,0.0,0,0,0
2006,613,9.592946,8.620472,3.401197,0.4102564,9.417517,0.0,0,1,0
2004,614,10.99575,10.06573,5.32301,0.4536586,9.945924,0.0,0,1,0
2005,614,11.11324,11.28998,5.953243,0.4536586,10.28237,0.0,0,1,0
2006,614,10.88787,11.06744,5.298317,0.4536586,9.800624,0.0,0,0,0
2004,615,12.54259,11.91824,6.74052,0.6997636,11.70076,0.0,0,1,0
2005,615,12.29642,11.72439,6.74052,0.6997636,11.46402,0.0,0,1,0
2006,615,12.29264,11.33466,6.726233,0.6997636,11.36323,0.0,0,1,0
2004,616,9.4572,10.74581,4.382027,0.5,8.33327,0.0,0,1,0
2005,616,10.26179,10.35313,4.70048,0.5,9.443514,0.0,0,1,0
2006,616,10.216,10.81396,4.382027,0.5,9.012256,0.0,0,1,0
2004,617,12.0918,10.81221,5.857933,0.5714286,11.00431,0.0,0,1,0
2005,617,12.01644,11.45253,5.857933,0.5714286,11.06642,0.0,0,1,0
2006,617,11.85881,11.49146,5.926926,0.5714286,10.85603,0.0,0,1,0
2004,618,9.30556,9.998797,3.713572,0.8536586,8.35585,0.0,0,1,0
2005,618,9.253783,10.25428,3.610918,0.8536586,8.560636,0.0,0,1,0
