bin,d,share,share2,share3,share4,sharenext
-0.0925,0,-0.0931999981,0.0086862397,-0.0008095575,7.54508e-05,0.4515
-0.0975,0,-0.0970000029,0.0094090006,-0.0009126731,8.85293e-05,0.5075
0.0125,1,0.0149999997,0.000225,3.375e-06,5.06e-08,0.4768
-0.0225,0,-0.0229000002,0.00052441,-1.2009e-05,2.75e-07,0.3716
0.1125,1,0.1115999967,0.0124545593,0.0013899288,0.000155116,0.5069
0.0325,1,0.0326000005,0.00106276,3.4646e-05,1.1295e-06,0.4797
-0.0425,0,-0.0406000018,0.0016483601,-6.69234e-05,2.7171e-06,0.4613
0.2075,1,0.2097000033,0.0439740914,0.0092213671,0.0019337207,0.7064
-0.0675,0,-0.0671999976,0.0045158397,-0.0003034644,2.03928e-05,0.3905
-0.1025,0,-0.1001000032,0.0100200106,-0.0010030031,0.0001004006,0.4532
-0.1075,0,-0.1076000035,0.0115777607,-0.0012457671,0.0001340445,0.4496
-0.1025,0,-0.1008000001,0.01016064,-0.0010241925,0.0001032386,0.5172
0.0325,1,0.0344999991,0.0011902499,4.10636e-05,1.4167e-06,0.4881
-0.2425,0,-0.2433000058,0.0591948928,-0.0144021178,0.0035040353,0.45
-0.0775,0,-0.0791999996,0.0062726399,-0.0004967931,3.9346e-05,0.3717
-0.1475,0,-0.148300007,0.0219928921,-0.003261546,0.0004836873,0.0
-0.1325,0,-0.1318999976,0.0173976094,-0.0022947446,0.0003026768,0.4542
-0.0425,0,-0.0441000015,0.0019448101,-8.57661e-05,3.7823e-06,0.5239
-0.1125,0,-0.1119000018,0.0125216104,-0.0014011682,0.0001567907,0.4115
-0.1225,0,-0.1242000014,0.0154256403,-0.0019158646,0.0002379504,0.4616
-0.0775,0,-0.0768000036,0.0058982406,-0.0004529849,3.47892e-05,0.4933
-0.0125,0,-0.0133999996,0.00017956,-2.4061e-06,3.22e-08,0.4478
-0.1875,0,-0.1871999949,0.0350438381,-0.0065602063,0.0012280706,0.3131
-0.0625,0,-0.0637999997,0.00407044,-0.0002596941,1.65685e-05,0.5027
0.0175,1,0.0181000009,0.00032761,5.9297e-06,1.073e-07,0.6954
-0.0575,0,-0.0582000017,0.0033872402,-0.0001971374,1.14734e-05,0.4663
-0.0325,0,-0.0348999985,0.0012180099,-4.25085e-05,1.4835e-06,0.3856
0.0125,1,0.0104999999,0.00011025,1.1576e-06,1.22e-08,0.5314
0.0625,1,0.0628999993,0.0039564099,0.0002488582,1.56532e-05,0.5546
-0.1275,0,-0.1275999993,0.0162817598,-0.0020775525,0.0002650957,0.3915
-0.2175,0,-0.2169999927,0.0470889968,-0.010218312,0.0022173736,0.3553
-0.1025,0,-0.1035000011,0.0107122502,-0.0011087179,0.0001147523,0.3617
-0.2425,0,-0.2449000031,0.0599760115,-0.0146881254,0.003597122,0.4139
-0.1575,0,-0.1565999985,0.0245235595,-0.0038403894,0.000601405,0.2403
-0.1525,0,-0.1512999982,0.0228916894,-0.0034635126,0.0005240294,0.4045
-0.0675,0,-0.066399999,0.0044089599,-0.0002927549,1.94389e-05,0.4892
-0.0225,0,-0.0217000004,0.00047089,-1.02183e-05,2.217e-07,0.4896
-0.0025,0,-0.0026,6.76e-06,-1.76e-08,0.0,0.4075
0.1375,1,0.1397999972,0.0195440392,0.0027322566,0.0003819695,0.0
-0.1025,0,-0.1046999991,0.0109620898,-0.0011477308,0.0001201674,0.4725
-0.0525,0,-0.0549999997,0.003025,-0.000166375,9.1506e-06,0.4524
0.0725,1,0.070100002,0.0049140103,0.0003444721,2.41475e-05,0.5496
0.1375,1,0.1384000033,0.0191545609,0.0026509913,0.0003668972,0.5712
0.1275,1,0.1298999935,0.0168740083,0.0021919336,0.0002847322,0.5706
0.2025,1,0.2023999989,0.0409657596,0.0082914697,0.0016781935,0.5372
0.2475,1,0.2477999926,0.0614048363,0.015216118,0.0037705539,0.644
0.2075,1,0.2093999982,0.0438483592,0.0091818463,0.0019226786,0.0
0.0025,1,0.0024000001,5.76e-06,1.38e-08,0.0,0.5592
0.1175,1,0.1185000017,0.0140422504,0.0016640067,0.0001971848,0.5001
-0.1425,0,-0.1409000009,0.0198528103,-0.002797261,0.0003941341,0.0
0.0275,1,0.0255999994,0.00065536,1.67772e-05,4.295e-07,0.6808
0.1525,1,0.1523000002,0.0231952901,0.0035326427,0.0005380215,0.5437
0.1325,1,0.1345999986,0.0181171596,0.0024385697,0.0003282315,0.53
-0.0925,0,-0.0939999968,0.0088359994,-0.0008305839,7.80749e-05,0.4816
-0.0375,0,-0.0366999991,0.0013468899,-4.94309e-05,1.8141e-06,0.4809
-0.0375,0,-0.0383000001,0.00146689,-5.61819e-05,2.1518e-06,0.433
-0.0625,0,-0.0627000034,0.0039312904,-0.0002464919,1.5455e-05,0.3378
0.0625,1,0.0644000024,0.0041473603,0.00026709,1.72006e-05,0.5759
0.2175,1,0.2195000052,0.0481802523,0.0105755656,0.0023213367,0.5109
0.0225,1,0.0218000002,0.00047524,1.03602e-05,2.259e-07,0.5642
0.1275,1,0.1283999979,0.0164865595,0.0021168742,0.0002718066,0.6445
0.0425,1,0.0425000004,0.00180625,7.67656e-05,3.2625e-06,0.4808
-0.0375,0,-0.0384000018,0.0014745601,-5.66231e-05,2.1743e-06,0.326
-0.2425,0,-0.2424000055,0.0587577626,-0.014242882,0.0034524747,0.2833
0.1425,1,0.1420000046,0.0201640013,0.0028632883,0.0004065869,0.5111
0.1775,1,0.1796000004,0.0322561601,0.0057932064,0.0010404599,0.5899
0.2025,1,0.2023999989,0.0409657596,0.0082914697,0.0016781935,0.5581
0.0325,1,0.0320999995,0.00103041,3.30762e-05,1.0617e-06,0.5177
0.0375,1,0.0353999995,0.00125316,4.43619e-05,1.5704e-06,0.6402
0.2175,1,0.2169999927,0.0470889968,0.010218312,0.0022173736,0.5786
0.1575,1,0.1571999937,0.024711838,0.0038847008,0.0006106749,0.601
0.1175,1,0.1172999963,0.0137592891,0.0016139646,0.000189318,0.728
0.1175,1,0.1172999963,0.0137592891,0.0016139646,0.000189318,0.5445
0.1775,1,0.1782999933,0.0317908876,0.005668315,0.0010106605,0.5722
0.1425,1,0.1444000006,0.0208513602,0.0030109364,0.0004347792,0.7003
0.2225,1,0.2231999934,0.049818237,0.0111194302,0.0024818567,0.6535
0.1325,1,0.131099999,0.0171872097,0.0022532432,0.0002954002,0.674
0.0275,1,0.0277999993,0.00077284,2.1485e-05,5.973e-07,0.4927
0.0725,1,0.0725999996,0.0052707599,0.0003826572,2.77809e-05,0.5195
0.0375,1,0.0390000008,0.0015210001,5.9319e-05,2.3134e-06,0.649
0.1575,1,0.1592999995,0.0253764898,0.0040424748,0.0006439662,0.5455
0.0925,1,0.0910999998,0.00829921,0.000756058,6.88769e-05,0.5361
-0.1825,0,-0.1800999939,0.0324360078,-0.0058417248,0.0010520946,0.4406
-0.1175,0,-0.1187999994,0.0141134398,-0.0016766766,0.0001991892,0.2936
-0.1325,0,-0.1343999952,0.0180633587,-0.0024277153,0.0003262849,0.4067
-0.1875,0,-0.1867000014,0.0348568905,-0.0065077815,0.0012150028,0.4807
-0.0775,0,-0.0791999996,0.0062726399,-0.0004967931,3.9346e-05,0.4131
-0.0725,0,-0.0725999996,0.0052707599,-0.0003826572,2.77809e-05,0.5029
0.0075,1,0.0059000002,3.481e-05,2.054e-07,1.2e-09,0.5373
0.0725,1,0.074500002,0.0055502503,0.0004134937,3.08053e-05,0.4513
-0.0325,0,-0.0342000015,0.0011696401,-4.00017e-05,1.3681e-06,0.377
-0.2475,0,-0.2460000068,0.0605160033,-0.0148869372,0.0036621867,0.3624
-0.0475,0,-0.0467999987,0.0021902399,-0.0001025032,4.7972e-06,0.3798
-0.2425,0,-0.2404000014,0.0577921607,-0.0138932355,0.0033399338,0.3882
-0.2225,0,-0.2236000001,0.0499969601,-0.0111793203,0.002499696,0.3222
-0.0675,0,-0.0693000033,0.0048024905,-0.0003328126,2.30639e-05,0.4785
-0.1775,0,-0.1755000055,0.0308002519,-0.0054054444,0.0009486555,0.3165
0.1425,1,0.1447000057,0.0209380916,0.003029742,0.0004384037,0.5465
0.1425,1,0.1448999941,0.0209960083,0.0030423215,0.0004408324,0.5427
0.0875,1,0.0854000002,0.00729316,0.0006228359,5.31902e-05,0.6431
0.1625,1,0.162499994,0.0264062481,0.0042910152,0.0006972899,0.575
0.1575,1,0.1551000029,0.0240560109,0.0037310874,0.0005786917,0.6435
0.2075,1,0.2091999948,0.0437646378,0.009155562,0.0019153435,0.4286
-0.0525,0,-0.0505000018,0.0025502502,-0.0001287876,6.5038e-06,0.419
-0.1625,0,-0.1621000022,0.0262764107,-0.0042594062,0.0006904498,0.4272
-0.1325,0,-0.1318999976,0.0173976094,-0.0022947446,0.0003026768,0.3569
0.2325,1,0.2333000004,0.0544288902,0.0126982601,0.0029625041,0.6145
0.1825,1,0.1800000072,0.0324000026,0.0058320007,0.0010497602,1.0
0.2475,1,0.2477000058,0.0613552929,0.0151977064,0.003764472,0.5527
0.1075,1,0.1054999977,0.0111302495,0.0011742413,0.0001238825,0.5224
0.0425,1,0.0447000004,0.00199809,8.93146e-05,3.9924e-06,0.63
0.1175,1,0.1186000034,0.0140659608,0.001668223,0.0001978513,0.7469
0.0575,1,0.0577000007,0.0033292901,0.0001921,1.10842e-05,0.5748
0.1475,1,0.1495999992,0.0223801598,0.0033480719,0.0005008716,0.6791
0.0525,1,0.0544000007,0.0029593601,0.0001609892,8.7578e-06,0.4703
-0.0225,0,-0.0236000009,0.00055696,-1.31443e-05,3.102e-07,0.3551
0.2225,1,0.2207999974,0.0487526389,0.0107645825,0.0023768198,0.5396
0.0775,1,0.0791999996,0.0062726399,0.0004967931,3.9346e-05,0.5598
0.1075,1,0.1059999987,0.0112359997,0.001191016,0.0001262477,0.5081
0.0175,1,0.0162000004,0.00026244,4.2515e-06,6.89e-08,0.5694
0.1375,1,0.1388999969,0.0192932091,0.0026798267,0.0003722279,0.5012
0.1025,1,0.1036999971,0.0107536894,0.0011151576,0.0001156418,0.4903
-0.1425,0,-0.1448999941,0.0209960083,-0.0030423215,0.0004408324,0.4546
-0.1725,0,-0.1718000025,0.0295152408,-0.0050707184,0.0008711494,0.3305
-0.0675,0,-0.0687000006,0.0047196901,-0.0003242427,2.22755e-05,0.4424
0.0275,1,0.0264999997,0.00070225,1.86096e-05,4.932e-07,0.4883
-0.0225,0,-0.0232999995,0.00054289,-1.26493e-05,2.947e-07,0.434
-0.1075,0,-0.1070000008,0.0114490002,-0.001225043,0.0001310796,0.2319
-0.0675,0,-0.066399999,0.0044089599,-0.0002927549,1.94389e-05,0.2682
-0.1625,0,-0.1625999957,0.0264387586,-0.004298942,0.000699008,0.2134
0.0275,1,0.0285,0.00081225,2.31491e-05,6.598e-07,0.3653
-0.0575,0,-0.0590000004,0.003481,-0.000205379,1.21174e-05,0.4495
-0.0825,0,-0.0843999982,0.0071233597,-0.0006012115,5.07423e-05,0.3525
-0.0625,0,-0.0627999976,0.0039438397,-0.0002476731,1.55539e-05,0.3575
-0.1025,0,-0.1033999994,0.0106915599,-0.0011055073,0.0001143095,0.4808
-0.1025,0,-0.1030000001,0.010609,-0.001092727,0.0001125509,0.5461
0.0925,1,0.0922000036,0.0085008407,0.0007837775,7.22643e-05,0.5231
0.0475,1,0.0463000014,0.0021436901,9.92529e-05,4.5954e-06,0.438
-0.1725,0,-0.1718000025,0.0295152408,-0.0050707184,0.0008711494,0.5067
0.0125,1,0.0135000004,0.00018225,2.4604e-06,3.32e-08,0.5806
-0.0075,0,-0.0096000005,9.216e-05,-8.847e-07,8.5e-09,0.4021
-0.1675,0,-0.1670999974,0.0279224091,-0.0046658345,0.0007796609,0.3429
-0.0025,0,-0.0020000001,4e-06,-8e-09,0.0,0.5509
0.1025,1,0.1018000022,0.0103632404,0.0010549779,0.0001073968,0.4874
-0.0575,0,-0.056400001,0.0031809601,-0.0001794062,1.01185e-05,0.2703
-0.0825,0,-0.0847000033,0.0071740906,-0.0006076455,5.14676e-05,0.2467
0.0475,1,0.0452000014,0.0020430401,9.23454e-05,4.174e-06,0.4888
-0.0475,0,-0.0476999991,0.0022752899,-0.0001085313,5.1769e-06,0.3379
0.0525,1,0.0507999994,0.0025806399,0.0001310965,6.6597e-06,0.4805
-0.0375,0,-0.0388999991,0.0015132099,-5.88639e-05,2.2898e-06,0.4874
-0.0125,0,-0.0116999997,0.00013689,-1.6016e-06,1.87e-08,0.5026
-0.1125,0,-0.1142000034,0.0130416408,-0.0014893554,0.0001700844,0.3597
0.0725,1,0.072800003,0.0052998404,0.0003858284,2.80883e-05,0.5507
0.1175,1,0.1184,0.01401856,0.0016597975,0.00019652,0.0
-0.0725,0,-0.0707999989,0.0050126398,-0.0003548949,2.51266e-05,0.3923
-0.1575,0,-0.1598999947,0.0255680083,-0.0040883244,0.000653723,0.524
0.0475,1,0.0480000004,0.002304,0.000110592,5.3084e-06,0.5344
0.0675,1,0.0688999966,0.0047472095,0.0003270827,2.2536e-05,0.4515
-0.1525,0,-0.1509999931,0.0228009979,-0.0034429505,0.0005198855,0.333
-0.1575,0,-0.1598999947,0.0255680083,-0.0040883244,0.000653723,0.5598
0.0025,1,0.0011,1.21e-06,1.3e-09,0.0,0.6579
0.1475,1,0.147300005,0.0216972915,0.0031960111,0.0004707725,0.5918
0.1825,1,0.1835999936,0.0337089576,0.0061889644,0.0011362938,0.7174
-0.1175,0,-0.1172000021,0.0137358405,-0.0016098405,0.0001886733,0.4441
-0.1125,0,-0.1118000001,0.01249924,-0.001397415,0.000156231,0.4025
-0.1175,0,-0.1191999987,0.0142086397,-0.0016936698,0.0002018854,0.3949
-0.2125,0,-0.2101999968,0.0441840387,-0.0092874848,0.0019522293,0.4065
-0.1875,0,-0.1869000047,0.0349316118,-0.0065287184,0.0012202175,0.5226
-0.1225,0,-0.1208999977,0.0146168094,-0.0017671722,0.0002136511,0.4162
0.1475,1,0.147300005,0.0216972915,0.0031960111,0.0004707725,0.5918
0.1825,1,0.1835999936,0.0337089576,0.0061889644,0.0011362938,0.7174
0.2325,1,0.2319999933,0.0538239969,0.0124871669,0.0028970226,0.3699
-0.2075,0,-0.2067999989,0.0427662395,-0.0088440583,0.0018289512,0.2492
0.0175,1,0.0165999997,0.00027556,4.5743e-06,7.59e-08,1.0
-0.0125,0,-0.0109999999,0.000121,-1.331e-06,1.46e-08,0.2794
-0.1925,0,-0.1926999986,0.0371332895,-0.0071555848,0.0013788812,0.4398
-0.1225,0,-0.1203999966,0.0144961592,-0.0017453375,0.0002101386,0.2674
-0.0825,0,-0.0842999965,0.0071064894,-0.000599077,5.05022e-05,0.3829
-0.1975,0,-0.1997999996,0.0399200398,-0.0079760239,0.0015936096,0.3431
0.0775,1,0.0759000033,0.0057608105,0.0004372455,3.31869e-05,0.6055
0.1825,1,0.1815000027,0.032942251,0.0059790186,0.0010851919,0.6484
0.1625,1,0.1603000015,0.0256960905,0.0041190833,0.0006602891,0.5907
0.1825,1,0.181400001,0.0329059604,0.0059691412,0.0010828022,0.7614
0.0075,1,0.0051000002,2.601e-05,1.327e-07,7e-10,1.0
0.2075,1,0.2050999999,0.04206601,0.0086277386,0.0017695492,0.6724
-0.1125,0,-0.113499999,0.0128822498,-0.0014621353,0.0001659524,0.4697
-0.0625,0,-0.0606000014,0.0036723602,-0.000222545,1.34862e-05,0.0
0.2325,1,0.2322999984,0.0539632893,0.012535672,0.0029120366,0.7863
0.1225,1,0.1235999987,0.0152769597,0.0018882322,0.0002333855,0.5459
0.1025,1,0.1049999967,0.0110249993,0.0011576249,0.0001215506,1.0
0.0675,1,0.065700002,0.0043164903,0.0002835934,1.86321e-05,0.6082
-0.2475,0,-0.248999998,0.062000999,-0.0154382486,0.0038441239,0.3759
-0.2475,0,-0.2450000048,0.0600250023,-0.0147061259,0.0036030009,0.4285
-0.1375,0,-0.1388999969,0.0192932091,-0.0026798267,0.0003722279,0.0
-0.1225,0,-0.1248999983,0.0156000096,-0.0019484412,0.0002433603,0.1916
-0.1825,0,-0.1818999946,0.033087608,-0.0060186357,0.0010947898,0.0
0.0725,1,0.0705000013,0.0049702502,0.0003504026,2.47034e-05,0.6987
0.2075,1,0.2087000012,0.0435556905,0.0090900727,0.0018970982,0.6941
0.1875,1,0.1850000024,0.0342250009,0.0063316252,0.0011713507,0.5443
0.1125,1,0.1124000028,0.0126337606,0.0014200347,0.0001596119,0.3824
-0.0525,0,-0.0549999997,0.003025,-0.000166375,9.1506e-06,0.0
-0.1625,0,-0.1630000025,0.0265690008,-0.0043307472,0.0007059118,0.0
0.1325,1,0.1328999996,0.0176624099,0.0023473343,0.0003119607,0.5723
-0.1425,0,-0.1448999941,0.0209960083,-0.0030423215,0.0004408324,0.3506
0.1525,1,0.1528999954,0.0233784086,0.0035745586,0.00054655,0.5162
0.0925,1,0.0900000036,0.0081000006,0.0007290001,6.561e-05,0.505
0.0325,1,0.0337000005,0.00113569,3.82728e-05,1.2898e-06,0.4826
-0.1225,0,-0.1238999963,0.0153512091,-0.0019020147,0.0002356596,0.3822
-0.2375,0,-0.235499993,0.0554602467,-0.0130608877,0.003075839,0.3768
-0.2475,0,-0.2465000004,0.0607622502,-0.0149778947,0.003692051,0.518
0.2025,1,0.201000005,0.040401002,0.0081206016,0.001632241,0.6649
0.0475,1,0.0482000001,0.00232324,0.0001119802,5.3974e-06,0.5837
0.0125,1,0.0129000004,0.00016641,2.1467e-06,2.77e-08,0.541
0.0825,1,0.0820000023,0.0067240004,0.000551368,4.52122e-05,0.7657
0.1625,1,0.1644999981,0.0270602494,0.004451411,0.0007322571,0.4628
-0.0725,0,-0.0744000003,0.00553536,-0.0004118308,3.06402e-05,0.4011
-0.1975,0,-0.1977999955,0.0391248382,-0.0077388928,0.001530753,0.3908
-0.0175,0,-0.0178999994,0.00032041,-5.7353e-06,1.027e-07,0.4265
-0.1475,0,-0.1469999999,0.021609,-0.003176523,0.0004669489,0.3812
-0.2375,0,-0.237499997,0.0564062486,-0.0133964839,0.0031816649,0.3063
0.0425,1,0.0403000005,0.00162409,6.54508e-05,2.6377e-06,1.0
0.1775,1,0.175699994,0.0308704879,0.0054239445,0.000952987,0.6502
-0.0825,0,-0.0838000029,0.0070224405,-0.0005884805,4.93147e-05,0.429
-0.1325,0,-0.1332000047,0.0177422413,-0.0023632666,0.0003147871,0.4647
-0.0575,0,-0.0582999997,0.00339889,-0.0001981553,1.15525e-05,0.4498
-0.0125,0,-0.0133999996,0.00017956,-2.4061e-06,3.22e-08,0.4167
-0.1675,0,-0.1667000055,0.0277888918,-0.0046324084,0.0007722225,0.4018
-0.1975,0,-0.1963,0.03853369,-0.0075641633,0.0014848453,0.4555
0.0825,1,0.0841000006,0.0070728101,0.0005948233,5.00246e-05,0.5474
0.1575,1,0.1588000059,0.0252174419,0.0040045299,0.0006359194,0.5335
0.0675,1,0.0671000034,0.0045024105,0.0003021118,2.02717e-05,0.4886
-0.2025,0,-0.2039999962,0.0416159984,-0.0084896635,0.0017318913,0.3189
-0.0775,0,-0.0759999976,0.0057759996,-0.000438976,3.33622e-05,0.3454
-0.1975,0,-0.1982000023,0.0392832409,-0.0077859384,0.001543173,0.3424
-0.1875,0,-0.1868000031,0.0348942411,-0.0065182444,0.0012176081,0.2622
-0.2275,0,-0.2252999991,0.0507600896,-0.0114362481,0.0025765867,0.3748
-0.0175,0,-0.0199999996,0.0004,-8e-06,1.6e-07,0.0
-0.1925,0,-0.1930000037,0.0372490014,-0.0071890574,0.0013874881,0.0
-0.0925,0,-0.0930000022,0.0086490004,-0.0008043571,7.48052e-05,0.3421
-0.2125,0,-0.2115000039,0.0447322517,-0.0094608714,0.0020009743,0.2557
-0.1525,0,-0.1520999968,0.023134409,-0.0035187435,0.0005352009,0.46
-0.0775,0,-0.0799999982,0.0063999997,-0.000512,4.096e-05,0.3668
-0.2175,0,-0.2178000063,0.0474368427,-0.0103317446,0.002250254,0.333
-0.0325,0,-0.0308999997,0.00095481,-2.95036e-05,9.117e-07,0.419
-0.1825,0,-0.1800999939,0.0324360078,-0.0058417248,0.0010520946,0.5867
0.1725,1,0.1733999997,0.0300675599,0.0052137149,0.0009040582,0.8138
-0.0175,0,-0.0170000009,0.000289,-4.913e-06,8.35e-08,0.4357
0.0575,1,0.059700001,0.0035640901,0.0002127762,1.27027e-05,1.0
0.0125,1,0.0100999996,0.00010201,1.0303e-06,1.04e-08,0.5569
0.1325,1,0.1349000037,0.018198011,0.0024549117,0.0003311676,0.6973
-0.2125,0,-0.2113000005,0.0446476902,-0.009434057,0.0019934162,0.3656
-0.1575,0,-0.1564999968,0.024492249,-0.0038330369,0.0005998703,0.4269
-0.1375,0,-0.1398999989,0.0195720097,-0.0027381241,0.0003830636,0.3829
-0.2325,0,-0.2340999991,0.0548028096,-0.0128293377,0.0030033479,0.4657
0.1975,1,0.1976000071,0.0390457628,0.007715443,0.0015245716,0.7272
-0.1925,0,-0.1911000013,0.0365192105,-0.0069788212,0.0013336527,0.6436
0.1975,1,0.1953999996,0.0381811599,0.0074605986,0.001457801,0.6774
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
0.0925,1,0.0948999971,0.0090060095,0.0008546703,8.11082e-05,0.5592
0.1175,1,0.1185000017,0.0140422504,0.0016640067,0.0001971848,0.6888
0.1875,1,0.1863999963,0.0347449586,0.0064764602,0.0012072121,0.6431
0.0675,1,0.0680999979,0.0046376097,0.0003158212,2.15074e-05,0.5279
0.0825,1,0.0844999999,0.00714025,0.0006033511,5.09832e-05,0.3348
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
0.1775,1,0.1779000014,0.0316484105,0.0056302523,0.0010016219,0.8638
-0.0225,0,-0.0247000009,0.00061009,-1.50692e-05,3.722e-07,0.2099
0.0575,1,0.0562999994,0.0031696899,0.0001784535,1.00469e-05,0.7571
0.1475,1,0.1475999951,0.0217857586,0.0032155779,0.0004746193,0.5235
0.0475,1,0.0469000004,0.00219961,0.0001031617,4.8383e-06,0.5797
0.2275,1,0.2270999998,0.0515744099,0.0117125485,0.0026599198,0.4896
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
0.0925,1,0.0948999971,0.0090060095,0.0008546703,8.11082e-05,0.4686
-0.0625,0,-0.0628999993,0.0039564099,-0.0002488582,1.56532e-05,0.3288
-0.0375,0,-0.0364999995,0.00133225,-4.86271e-05,1.7749e-06,0.7762
-0.1375,0,-0.138500005,0.0191822514,-0.0026567419,0.0003679588,0.0
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
0.0925,1,0.0948999971,0.0090060095,0.0008546703,8.11082e-05,0.6499
0.0175,1,0.0175000001,0.00030625,5.3594e-06,9.38e-08,0.333
-0.0375,0,-0.0361000001,0.00130321,-4.70459e-05,1.6984e-06,0.365
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
-0.0225,0,-0.0208999999,0.00043681,-9.1293e-06,1.908e-07,0.827
-0.0125,0,-0.0149999997,0.000225,-3.375e-06,5.06e-08,0.4365
-0.1275,0,-0.1270000041,0.016129001,-0.0020483832,0.0002601447,0.4122
-0.1775,0,-0.175699994,0.0308704879,-0.0054239445,0.000952987,0.4157
-0.0375,0,-0.0368999988,0.0013616099,-5.02434e-05,1.854e-06,0.5582
0.1175,1,0.1164000034,0.0135489608,0.0015770991,0.0001835743,0.6326
0.0525,1,0.0546999983,0.0029920898,0.0001636673,8.9526e-06,0.6375
-0.2325,0,-0.232099995,0.0538704077,-0.0125033214,0.0029020208,0.2743
-0.0375,0,-0.0368999988,0.0013616099,-5.02434e-05,1.854e-06,0.5582
0.1175,1,0.1164000034,0.0135489608,0.0015770991,0.0001835743,0.8175
0.0525,1,0.0546999983,0.0029920898,0.0001636673,8.9526e-06,0.9944
0.2275,1,0.2266000062,0.0513475628,0.0116353581,0.0026365722,0.5948
0.1875,1,0.1896000057,0.0359481622,0.0068157718,0.0012922704,0.952
-0.0375,0,-0.0368999988,0.0013616099,-5.02434e-05,1.854e-06,0.5582
0.1175,1,0.1164000034,0.0135489608,0.0015770991,0.0001835743,0.604
0.2075,1,0.208100006,0.0433056125,0.0090118982,0.0018753761,0.7703
0.0525,1,0.0546999983,0.0029920898,0.0001636673,8.9526e-06,0.5626
0.1275,1,0.1256999969,0.0158004892,0.0019861214,0.0002496555,0.4898
-0.0225,0,-0.0203000009,0.00041209,-8.3654e-06,1.698e-07,0.7265
0.1525,1,0.1529999971,0.0234089991,0.0035815768,0.0005479812,0.612
0.2225,1,0.2239000052,0.0501312123,0.0112243787,0.0025131385,0.5545
0.2175,1,0.2184000015,0.0476985607,0.0104173657,0.0022751527,1.0
0.0575,1,0.0568000004,0.00322624,0.0001832504,1.04086e-05,0.5777
0.1175,1,0.1164000034,0.0135489608,0.0015770991,0.0001835743,0.7312
0.1275,1,0.1256999969,0.0158004892,0.0019861214,0.0002496555,0.4984
-0.0025,0,-0.0031999999,1.024e-05,-3.28e-08,1e-10,0.4408
-0.2025,0,-0.2001000047,0.0400400119,-0.0080120066,0.0016032026,0.43
-0.1375,0,-0.1372999996,0.0188512899,-0.0025882821,0.0003553711,0.0
0.0275,1,0.0287999995,0.00082944,2.38879e-05,6.88e-07,0.6697
-0.2325,0,-0.2334000021,0.054475561,-0.0127145961,0.0029675867,0.2421
-0.0775,0,-0.0798000023,0.0063680404,-0.0005081696,4.05519e-05,0.4103
-0.1775,0,-0.1794999987,0.0322202495,-0.0057835347,0.0010381445,0.4893
-0.0225,0,-0.0214000009,0.00045796,-9.8003e-06,2.097e-07,0.4424
0.0525,1,0.0546999983,0.0029920898,0.0001636673,8.9526e-06,0.5626
0.1275,1,0.1256999969,0.0158004892,0.0019861214,0.0002496555,0.4898
-0.0225,0,-0.0203000009,0.00041209,-8.3654e-06,1.698e-07,0.4011
0.1425,1,0.1440999955,0.0207648087,0.0029922088,0.0004311773,0.6168
0.2325,1,0.2336000055,0.0545689626,0.01274731,0.0029777717,1.0
0.0925,1,0.0948000029,0.0089870405,0.0008519715,8.07669e-05,0.7152
0.2375,1,0.2397000045,0.0574560921,0.0137722255,0.0033012025,0.7227
-0.0675,0,-0.0692000017,0.0047886402,-0.0003313739,2.29311e-05,0.4077
0.1075,1,0.1090999991,0.0119028098,0.0012985965,0.0001416769,0.6241
0.2475,1,0.2481999993,0.0616032397,0.015289924,0.0037949591,1.0
0.1025,1,0.1000000015,0.0100000003,0.001,0.0001,0.5336
-0.0375,0,-0.0368999988,0.0013616099,-5.02434e-05,1.854e-06,0.6572
0.2075,1,0.208100006,0.0433056125,0.0090118982,0.0018753761,0.7177
0.1775,1,0.1765999943,0.031187558,0.0055077226,0.0009726638,0.5626
0.1275,1,0.1256999969,0.0158004892,0.0019861214,0.0002496555,0.4898
-0.0225,0,-0.0203000009,0.00041209,-8.3654e-06,1.698e-07,0.6756
-0.2425,0,-0.2412,0.05817744,-0.0140323985,0.0033846145,0.4577
0.1325,1,0.1349000037,0.018198011,0.0024549117,0.0003311676,0.5802
0.1625,1,0.1603000015,0.0256960905,0.0041190833,0.0006602891,0.604
0.2075,1,0.208100006,0.0433056125,0.0090118982,0.0018753761,0.6926
0.1275,1,0.1256999969,0.0158004892,0.0019861214,0.0002496555,0.2699
0.1225,1,0.1231999993,0.0151782398,0.0018699591,0.000230379,0.7063
0.2275,1,0.2298000008,0.0528080404,0.0121352877,0.0027886891,0.7037
-0.2225,0,-0.2213000059,0.0489736926,-0.0108378785,0.0023984226,0.4514
-0.0975,0,-0.0973000005,0.0094672901,-0.0009211673,8.96296e-05,0.4589
0.2075,1,0.208100006,0.0433056125,0.0090118982,0.0018753761,0.2105
