id,schid,tchid,tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,schurban,schrural,small,regular,aide
15318,257899,25789904,12.0,9.0,418,439,857.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15319,257905,25790501,7.0,10.0,445,459,904.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0
15321,228606,22860601,8.0,19.0,418,494,912.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
15322,221574,22157404,2.0,6.0,445,484,929.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15323,252885,25288501,14.0,29.0,439,547,986.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15325,252885,25288503,5.0,8.0,458,484,942.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15326,212522,21252202,13.0,3.0,425,547,972.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15328,112038,11203803,17.0,17.0,419,444,863.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15329,112038,11203803,17.0,0.0,398,429,827.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15330,112038,11203803,17.0,24.0,405,468,873.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15331,112038,11203801,12.0,10.0,402,463,865.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0
15332,128076,12807603,7.0,6.0,436,513,949.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15334,128076,12807602,8.0,10.0,424,468,892.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15335,128068,12806802,1.0,1.0,427,463,890.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15337,130085,13008503,8.0,9.0,437,528,965.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1
15338,128076,12807602,8.0,8.0,450,473,923.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15339,130085,13008504,11.0,2.0,410,473,883.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
15340,128076,12807602,8.0,15.0,445,468,913.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15343,159171,15917105,16.0,6.0,518,602,1120.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15345,161183,16118301,12.0,22.0,434,520,954.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15346,161176,16117604,6.0,6.0,433,484,917.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15347,161183,16118304,10.0,2.0,411,449,860.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
15348,161183,16118302,10.0,8.0,451,494,945.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
15349,161183,16118303,6.0,9.0,448,473,921.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15351,161183,16118301,12.0,7.0,465,576,1041.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15352,161183,16118303,6.0,5.0,474,602,1076.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15355,166203,16620304,1.0,8.0,410,449,859.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0
15356,164198,16419801,13.0,0.0,414,439,853.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15357,165199,16519902,3.0,10.0,440,536,976.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
15358,164198,16419803,4.0,1.0,425,449,874.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15359,112038,11203802,6.0,67.0,400,392,792.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0
15360,164198,16419802,12.0,11.0,463,506,969.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15361,164198,16419801,13.0,5.0,434,513,947.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15362,166203,16620301,11.0,7.0,397,423,820.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
15363,205492,20549203,24.0,8.0,436,547,983.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,0
15364,166203,16620303,5.0,2.0,440,536,976.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
15365,164198,16419803,4.0,21.0,436,444,880.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15366,168211,16821101,10.0,10.0,422,463,885.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15367,168214,16821402,6.0,0.0,433,484,917.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15368,168214,16821403,16.0,21.0,443,536,979.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15369,168211,16821105,14.0,10.0,442,520,962.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15370,168214,16821402,6.0,2.0,463,576,1039.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15371,168211,16821102,27.0,22.0,418,513,931.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15372,168211,16821102,27.0,5.0,422,459,881.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15374,168214,16821402,6.0,5.0,436,478,914.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15375,234628,23462805,8.0,11.0,419,489,908.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15376,261927,26192702,13.0,11.0,376,423,799.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15377,168211,16821102,27.0,20.0,408,434,842.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15378,168211,16821105,14.0,13.0,472,559,1031.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15379,168211,16821102,27.0,14.0,437,500,937.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15380,168214,16821403,16.0,14.0,474,602,1076.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15381,168214,16821403,16.0,4.0,448,559,1007.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15382,168214,16821402,6.0,3.0,431,478,909.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15383,168211,16821101,10.0,7.0,430,468,898.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15384,168214,16821401,6.0,3.0,483,626,1109.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15385,168211,16821104,8.0,7.0,478,513,991.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15387,264945,26494503,3.0,22.0,431,473,904.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15388,169231,16923101,9.0,7.0,390,444,834.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15389,169280,16928001,12.0,1.0,424,444,868.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15390,169229,16922906,16.0,4.0,445,500,945.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
15392,169229,16922902,11.0,13.0,439,463,902.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15393,169229,16922905,10.0,11.0,437,489,926.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
15395,230612,23061203,6.0,4.0,470,506,976.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15396,262937,26293703,18.0,5.0,463,528,991.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15397,264945,26494505,8.0,8.0,431,484,915.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15399,230612,23061201,6.0,33.0,460,520,980.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15402,169280,16928001,12.0,12.0,461,506,967.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15403,244728,24472803,15.0,0.0,425,463,888.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0
15405,216536,21653602,13.0,17.0,460,576,1036.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,1
15406,169229,16922901,15.0,8.0,460,520,980.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15407,262937,26293704,8.0,8.0,437,520,957.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15410,169280,16928002,13.0,2.0,461,500,961.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0
15411,169229,16922907,12.0,3.0,411,489,900.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1
15412,216536,21653605,1.0,13.0,445,478,923.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15413,169229,16922901,15.0,25.0,470,506,976.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0
15414,216536,21653605,1.0,4.0,445,513,958.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15416,169229,16922907,12.0,1.0,455,489,944.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1
15421,169219,16921902,12.0,3.0,461,626,1087.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0
15422,264945,26494502,3.0,0.0,428,506,934.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15423,169219,16921903,18.0,6.0,427,500,927.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15424,169231,16923103,3.0,17.0,407,399,806.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
15425,169219,16921903,18.0,4.0,437,520,957.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15427,169219,16921901,14.0,7.0,460,506,966.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
15432,173312,17331203,13.0,4.0,492,547,1039.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15433,173312,17331201,11.0,3.0,487,528,1015.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15434,173312,17331203,13.0,12.0,476,494,970.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15435,173312,17331201,11.0,8.0,485,484,969.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15436,208503,20850301,8.0,6.0,419,473,892.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15437,231616,23161602,9.0,21.0,388,405,793.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15438,166203,16620301,11.0,4.0,408,449,857.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
15439,166203,16620303,5.0,0.0,424,494,918.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15441,180344,18034403,11.0,7.0,427,489,916.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
15442,180344,18034403,11.0,5.0,434,520,954.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1
15444,180344,18034401,5.0,6.0,434,494,928.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
15445,244839,24483903,20.0,42.0,490,602,1092.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0
15446,208503,20850301,8.0,5.0,422,484,906.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15447,191411,19141101,8.0,1.0,439,459,898.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
15448,203457,20345702,9.0,13.0,448,454,902.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15449,161183,16118304,10.0,18.0,448,489,937.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15450,203457,20345701,12.0,20.0,434,459,893.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15451,203452,20345204,5.0,24.0,428,449,877.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15453,203452,20345204,5.0,9.0,414,423,837.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15456,203452,20345202,11.0,12.0,450,484,934.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15457,189382,18938201,17.0,0.0,478,520,998.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15458,189382,18938201,17.0,15.0,447,500,947.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15459,189396,18939601,5.0,16.0,413,454,867.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
15462,189396,18939601,5.0,13.0,447,473,920.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
15463,189396,18939602,4.0,12.0,430,434,864.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15464,189382,18938204,7.0,9.0,447,459,906.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0
15465,189378,18937801,17.0,20.0,442,489,931.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15469,189382,18938203,14.0,15.0,463,484,947.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1
15470,218562,21856204,0.0,13.0,445,506,951.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
15471,218562,21856202,8.0,10.0,434,439,873.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1
15472,123056,12305603,16.0,6.0,443,468,911.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15473,123056,12305603,16.0,8.0,450,489,939.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15474,191411,19141103,13.0,5.0,403,399,802.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15475,170295,17029503,2.0,10.0,425,423,848.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15476,201449,20144906,7.0,7.0,436,500,936.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15477,201449,20144903,6.0,11.0,416,459,875.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15478,201449,20144903,6.0,25.0,465,506,971.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15479,162184,16218401,4.0,2.0,445,494,939.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15480,162184,16218403,6.0,3.0,422,489,911.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15481,203452,20345203,19.0,3.0,470,536,1006.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15482,203452,20345202,11.0,16.0,497,576,1073.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15483,203457,20345701,12.0,42.0,455,473,928.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15484,203452,20345202,11.0,7.0,443,494,937.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15485,203452,20345203,19.0,2.0,463,513,976.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15486,212522,21252205,4.0,8.0,440,484,924.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
15487,205489,20548902,14.0,5.0,439,444,883.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15489,161183,16118302,10.0,3.0,447,489,936.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15490,203452,20345201,19.0,15.0,430,473,903.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15492,205491,20549103,3.0,3.0,497,494,991.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15494,128079,12807903,8.0,10.0,382,439,821.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15495,212522,21252205,4.0,15.0,433,528,961.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0
15497,212522,21252205,4.0,17.0,445,528,973.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,0
15498,212522,21252203,21.0,13.0,461,500,961.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0
15499,161183,16118306,16.0,7.0,490,576,1066.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15500,205488,20548801,0.0,9.0,418,444,862.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15502,205491,20549101,0.0,2.0,455,602,1057.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
15503,205489,20548902,14.0,17.0,421,454,875.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15504,205490,20549003,12.0,21.0,391,399,790.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0
15506,205491,20549104,17.0,3.0,455,547,1002.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15508,128068,12806803,11.0,27.0,439,478,917.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15509,205492,20549203,24.0,22.0,431,536,967.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1,0
15510,205490,20549003,12.0,0.0,402,449,851.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0
15511,205489,20548903,3.0,9.0,463,478,941.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1
15512,128076,12807602,8.0,20.0,411,434,845.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15513,212522,21252201,,28.0,405,434,839.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1
15515,128068,12806801,12.0,8.0,424,434,858.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15516,128076,12807602,8.0,17.0,448,418,866.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15517,205491,20549103,3.0,1.0,430,463,893.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0
15519,128079,12807901,8.0,9.0,447,506,953.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15520,205489,20548904,10.0,11.0,408,423,831.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
15521,128068,12806803,11.0,7.0,398,384,782.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15522,208501,20850103,12.0,30.0,393,459,852.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15523,208501,20850101,13.0,11.0,478,528,1006.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15525,193423,19342304,13.0,2.0,413,423,836.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15527,259915,25991502,15.0,21.0,413,429,842.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15528,259915,25991502,15.0,6.0,453,528,981.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15531,209510,20951002,3.0,7.0,410,412,822.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15532,209510,20951004,10.0,1.0,403,454,857.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15533,230612,23061202,4.0,8.0,448,478,926.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15534,261927,26192702,13.0,13.0,402,454,856.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15536,193423,19342303,12.0,8.0,410,454,864.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,1
15537,215533,21553301,3.0,4.0,427,429,856.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15538,193422,19342203,11.0,6.0,478,494,972.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15539,215533,21553304,9.0,9.0,440,626,1066.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15540,215533,21553305,4.0,1.0,458,484,942.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15541,215533,21553304,9.0,7.0,439,528,967.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15542,193423,19342304,13.0,22.0,437,513,950.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15543,215533,21553301,3.0,2.0,442,520,962.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15544,215533,21553304,9.0,19.0,455,506,961.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15545,193423,19342303,12.0,10.0,448,513,961.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1
15546,159171,15917101,10.0,42.0,390,434,824.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15547,215533,21553302,15.0,20.0,465,494,959.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15548,193423,19342302,12.0,22.0,460,626,1086.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15549,215533,21553304,9.0,13.0,434,559,993.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15551,215533,21553302,15.0,10.0,468,576,1044.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15552,215533,21553301,3.0,10.0,413,489,902.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15553,215533,21553302,15.0,1.0,448,506,954.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15554,215533,21553305,4.0,8.0,458,506,964.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15555,215533,21553303,6.0,17.0,442,429,871.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15556,193423,19342304,13.0,9.0,424,489,913.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15557,215533,21553304,9.0,19.0,453,547,1000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15558,216536,21653603,8.0,20.0,422,478,900.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
15560,215533,21553303,6.0,19.0,405,405,810.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15561,215533,21553306,0.0,21.0,405,429,834.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15562,215533,21553302,15.0,0.0,472,547,1019.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15563,193422,19342202,8.0,16.0,428,500,928.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15565,170295,17029502,14.0,4.0,445,494,939.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15566,159171,15917104,6.0,5.0,474,559,1033.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15567,159171,15917102,8.0,4.0,414,463,877.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0,0
15568,159171,15917105,16.0,5.0,414,463,877.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15571,230612,23061202,4.0,7.0,448,576,1024.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15572,215533,21553301,3.0,35.0,410,489,899.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15573,180344,18034404,13.0,7.0,436,489,925.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0,0
15574,159171,15917102,8.0,17.0,472,559,1031.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0
15575,159171,15917105,16.0,33.0,451,463,914.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,1,0
15576,193423,19342301,6.0,8.0,443,528,971.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15577,193422,19342201,9.0,17.0,448,484,932.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1
15578,159171,15917101,10.0,7.0,428,473,901.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15580,170295,17029501,19.0,10.0,463,520,983.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
15582,230612,23061202,4.0,13.0,453,484,937.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15583,180344,18034405,1.0,4.0,418,463,881.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0
15585,159171,15917104,6.0,17.0,458,559,1017.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15588,221571,22157104,21.0,5.0,431,506,937.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15590,221571,22157103,13.0,2.0,382,384,766.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0
15591,221571,22157104,21.0,13.0,428,489,917.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15592,209510,20951003,13.0,6.0,456,463,919.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15593,221574,22157404,2.0,3.0,391,405,796.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0
15594,209510,20951003,13.0,9.0,463,489,952.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15596,221571,22157104,21.0,21.0,411,449,860.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
15597,221571,22157105,7.0,11.0,410,384,794.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
15598,221571,22157104,21.0,1.0,422,459,881.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0
15599,221571,22157101,3.0,19.0,416,423,839.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
15600,221571,22157101,3.0,14.0,405,429,834.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0
15601,208501,20850103,12.0,3.0,425,478,903.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
