default,arm,refinance,lien2,term30,underwater,ltv,rate,amount,fico
0.0,0.0,0.0,0.0,1.0,1.0,79.96,5.59,16.632,685.0
1.0,0.0,0.0,0.0,1.0,1.0,94.2,6.0,33.725,738.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,2.75,22.5,688.0
0.0,1.0,0.0,0.0,1.0,1.0,79.36,6.5,55.5547,706.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,3.9,25.12,695.0
1.0,1.0,1.0,0.0,1.0,1.0,74.07,4.875,20.0,642.0
1.0,0.0,1.0,0.0,1.0,1.0,56.13,6.875,17.4,571.0
0.0,1.0,0.0,0.0,1.0,1.0,76.73,6.0,31.0,750.0
1.0,0.0,0.0,1.0,1.0,0.0,19.68,8.4,7.6764,665.0
1.0,1.0,0.0,0.0,1.0,1.0,84.49,7.99,22.56,598.0
0.0,0.0,1.0,1.0,0.0,0.0,18.52,7.5,9.63,695.0
0.0,1.0,0.0,0.0,1.0,1.0,74.0,5.04,22.2,525.0
0.0,1.0,0.0,0.0,1.0,1.0,78.23,3.125,39.6,762.0
0.0,0.0,0.0,1.0,0.0,0.0,9.87,8.5,1.52,727.0
0.0,0.0,1.0,0.0,1.0,1.0,93.5,7.45,23.0,596.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,4.5,21.875,654.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,3.67,22.0,674.0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,10.375,6.9,707.0
1.0,0.0,1.0,0.0,1.0,1.0,66.25,6.75,18.55,713.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,5.875,20.56,760.0
0.0,0.0,1.0,0.0,1.0,1.0,59.07,5.912,12.7,656.0
0.0,0.0,1.0,0.0,1.0,1.0,83.75,4.0,20.1,555.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,9.5,16.0,516.0
1.0,0.0,1.0,0.0,1.0,1.0,64.62,3.5,42.0,660.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,6.875,12.495,595.0
0.0,0.0,0.0,0.0,1.0,1.0,55.27,7.2,9.12,705.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,1.75,24.8,653.0
0.0,1.0,0.0,0.0,1.0,1.0,79.44,3.75,11.28,715.0
1.0,0.0,0.0,0.0,1.0,1.0,74.48,6.75,21.6,768.0
0.0,0.0,1.0,0.0,1.0,1.0,87.12,7.0,46.35,720.0
1.0,1.0,1.0,0.0,1.0,1.0,78.33,5.375,23.5,780.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,7.54,29.6,686.0
0.0,1.0,1.0,0.0,0.0,1.0,56.03,5.125,13.0,613.0
0.0,1.0,1.0,0.0,1.0,1.0,71.43,6.0,19.5,641.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.5,24.8,744.0
0.0,0.0,1.0,0.0,1.0,1.0,70.71,5.75,34.65,635.0
0.0,1.0,1.0,0.0,1.0,0.0,52.94,3.375,22.5,770.0
1.0,1.0,0.0,0.0,1.0,1.0,78.43,8.25,20.0,645.0
0.0,0.0,1.0,0.0,1.0,1.0,60.13,6.875,47.5,739.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.75,22.0,758.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,20.72,649.0
0.0,0.0,1.0,0.0,1.0,1.0,85.08,5.59,13.4425,633.0
1.0,1.0,0.0,0.0,1.0,1.0,70.0,3.521,15.75,797.0
0.0,1.0,0.0,0.0,1.0,1.0,79.88,2.625,30.4348,681.0
1.0,0.0,1.0,0.0,1.0,1.0,61.59,6.875,18.6,731.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.5,25.65,581.0
0.0,0.0,1.0,0.0,1.0,0.0,47.5,5.375,17.1,768.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,34.3003,732.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.25,40.4,729.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.35,17.04,697.0
0.0,0.0,1.0,0.0,1.0,1.0,42.68,3.875,7.0,633.0
1.0,0.0,0.0,1.0,0.0,0.0,19.73,11.69,7.2,613.0
0.0,0.0,0.0,1.0,0.0,0.0,13.43,9.5,4.5,652.0
0.0,0.0,0.0,0.0,1.0,1.0,90.0,3.125,26.55,802.0
0.0,0.0,1.0,0.0,1.0,1.0,78.46,7.2,25.5,731.0
1.0,0.0,1.0,0.0,0.0,1.0,95.0,3.0,27.075,643.0
0.0,1.0,0.0,0.0,1.0,1.0,77.42,2.0,48.0,687.0
1.0,0.0,0.0,1.0,1.0,0.0,19.92,8.75,4.98,740.0
0.0,0.0,0.0,1.0,1.0,0.0,20.0,6.87,6.25,754.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,7.25,24.3,642.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,4.125,44.8,665.0
0.0,0.0,1.0,0.0,1.0,1.0,60.0,3.0,15.6,659.0
0.0,1.0,1.0,0.0,1.0,1.0,72.22,6.2,19.5,657.0
1.0,1.0,0.0,0.0,1.0,1.0,75.0,7.95,24.75,560.0
0.0,1.0,0.0,0.0,1.0,1.0,79.53,6.0,31.4142,712.0
1.0,1.0,1.0,0.0,1.0,1.0,77.55,6.75,19.0,708.0
0.0,0.0,1.0,0.0,1.0,0.0,80.0,9.375,9.2,666.0
1.0,0.0,0.0,0.0,1.0,1.0,76.75,8.8,13.432,721.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,6.625,21.6,620.0
1.0,0.0,1.0,0.0,1.0,1.0,82.71,2.0,22.0,674.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,3.75,15.92,694.0
1.0,0.0,0.0,0.0,1.0,1.0,70.0,6.125,38.5,703.0
0.0,0.0,1.0,0.0,1.0,1.0,61.73,6.625,23.15,696.0
1.0,0.0,0.0,1.0,0.0,0.0,5.0,8.625,1.4,767.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,2.625,93.0,747.0
0.0,1.0,1.0,0.0,0.0,1.0,75.0,3.301,17.625,625.0
0.0,1.0,0.0,0.0,1.0,1.0,73.75,2.0,46.465,782.0
1.0,1.0,0.0,0.0,1.0,1.0,79.63,2.896,34.0,684.0
0.0,0.0,1.0,0.0,1.0,1.0,67.07,7.0,90.55,666.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,2.0,21.84,603.0
0.0,1.0,0.0,0.0,1.0,1.0,79.99,5.375,30.6,764.0
0.0,1.0,0.0,0.0,1.0,1.0,75.0,6.5,22.5,705.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,5.875,53.9803,730.0
0.0,1.0,1.0,0.0,1.0,1.0,72.38,3.021,17.3,620.0
1.0,0.0,0.0,0.0,1.0,1.0,89.84,6.2,24.705,714.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.4,15.16,756.0
1.0,0.0,0.0,0.0,1.0,1.0,89.81,5.0,43.56,662.0
1.0,0.0,1.0,0.0,1.0,1.0,71.25,7.2,14.25,604.0
0.0,1.0,1.0,0.0,1.0,1.0,86.86,6.9,15.2,660.0
0.0,1.0,1.0,0.0,0.0,1.0,76.74,2.0,16.5,524.0
0.0,0.0,1.0,1.0,1.0,0.0,16.51,8.875,5.53,654.0
0.0,0.0,0.0,0.0,1.0,0.0,69.76,6.25,14.232,673.0
0.0,0.0,1.0,0.0,1.0,0.0,62.69,5.5,8.15,675.0
0.0,0.0,0.0,0.0,1.0,1.0,60.94,7.45,14.2,589.0
0.0,1.0,0.0,0.0,1.0,1.0,79.76,3.125,26.32,664.0
0.0,1.0,0.0,0.0,1.0,0.0,61.22,5.75,15.0,788.0
0.0,0.0,0.0,1.0,1.0,0.0,10.0,8.75,2.89,734.0
0.0,1.0,1.0,0.0,1.0,1.0,69.44,4.0,17.5,652.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,6.75,23.36,682.0
0.0,0.0,0.0,0.0,1.0,1.0,70.0,5.5,4.2,711.0
0.0,1.0,1.0,0.0,1.0,1.0,71.88,5.25,23.0,777.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,2.0,22.0,723.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.375,24.4,738.0
0.0,1.0,0.0,0.0,1.0,1.0,79.99,3.375,20.79,712.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,6.25,25.6,677.0
0.0,1.0,1.0,0.0,1.0,0.0,82.68,7.5,21.25,619.0
0.0,0.0,1.0,0.0,1.0,1.0,66.31,7.0,43.1,644.0
1.0,0.0,0.0,0.0,1.0,1.0,79.85,5.75,24.832,652.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,3.375,17.6,672.0
0.0,1.0,0.0,0.0,1.0,1.0,73.2,6.7,18.3,649.0
0.0,0.0,1.0,0.0,0.0,1.0,79.18,5.75,19.4,541.0
1.0,0.0,1.0,0.0,0.0,1.0,75.0,7.75,19.875,542.0
0.0,0.0,0.0,1.0,1.0,0.0,19.4,8.775,7.275,793.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,3.875,23.2,686.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,6.05,25.65,691.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,6.625,58.0,777.0
0.0,0.0,1.0,1.0,0.0,0.0,10.91,7.125,3.0,710.0
0.0,1.0,0.0,0.0,1.0,1.0,79.03,5.875,25.29,760.0
1.0,0.0,0.0,0.0,1.0,1.0,52.29,6.75,16.0,701.0
0.0,0.0,1.0,1.0,0.0,0.0,20.74,7.875,11.2,712.0
1.0,1.0,0.0,0.0,1.0,1.0,78.14,6.125,40.24,705.0
0.0,0.0,1.0,0.0,1.0,1.0,65.0,4.0,22.75,730.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,8.625,20.8,684.0
0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.75,2.53,677.0
1.0,0.0,1.0,1.0,1.0,0.0,24.59,8.74,6.0,653.0
0.0,1.0,1.0,0.0,0.0,1.0,85.0,6.4,33.575,532.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.375,56.0,781.0
0.0,0.0,0.0,0.0,1.0,1.0,89.73,6.5,15.075,652.0
0.0,0.0,1.0,0.0,1.0,1.0,79.97,6.75,57.5,691.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.5,49.2,789.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.75,22.96,646.0
1.0,0.0,1.0,0.0,0.0,1.0,77.93,4.25,22.6,759.0
0.0,0.0,0.0,0.0,1.0,1.0,85.0,3.95,11.475,748.0
0.0,0.0,1.0,1.0,0.0,0.0,10.95,7.75,3.45,751.0
1.0,0.0,0.0,0.0,1.0,1.0,94.37,3.0,28.5,721.0
0.0,0.0,1.0,0.0,1.0,0.0,79.65,7.0,45.8,713.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.25,10.24,629.0
0.0,0.0,1.0,0.0,1.0,1.0,72.06,3.2,49.0,678.0
1.0,1.0,1.0,0.0,1.0,1.0,82.5,5.5,33.0,586.0
1.0,1.0,1.0,0.0,1.0,1.0,86.44,3.125,15.2128,682.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,4.625,20.0,648.0
0.0,1.0,1.0,0.0,1.0,1.0,66.44,6.25,29.9,785.0
1.0,0.0,1.0,0.0,1.0,1.0,54.32,7.75,5.0,646.0
0.0,0.0,1.0,0.0,1.0,1.0,75.22,4.0,25.2,681.0
1.0,0.0,0.0,1.0,1.0,0.0,19.93,7.875,11.36,765.0
1.0,0.0,0.0,0.0,1.0,1.0,78.7,6.5,48.48,805.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,7.125,19.2,679.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,6.5,24.0,722.0
0.0,1.0,0.0,1.0,0.0,0.0,34.8,10.5,8.7,624.0
1.0,0.0,0.0,0.0,1.0,1.0,77.96,8.63,17.776,660.0
0.0,0.0,1.0,0.0,0.0,0.0,70.51,5.25,55.0,756.0
0.0,0.0,0.0,1.0,0.0,0.0,30.0,12.375,6.9,693.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.75,31.95,635.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,3.75,20.0,779.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.74,20.8,722.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.875,19.6,709.0
0.0,0.0,0.0,0.0,0.0,1.0,79.27,5.25,65.0,660.0
0.0,0.0,0.0,0.0,1.0,1.0,78.57,5.875,41.76,675.0
1.0,0.0,1.0,0.0,0.0,1.0,80.0,7.25,37.92,649.0
0.0,0.0,0.0,0.0,1.0,1.0,69.59,8.25,11.4823,577.0
1.0,0.0,0.0,0.0,1.0,1.0,70.0,6.0,14.413,686.0
1.0,0.0,1.0,0.0,1.0,1.0,63.62,8.0,14.95,624.0
0.0,0.0,1.0,0.0,1.0,1.0,62.24,6.0,18.05,643.0
0.0,0.0,1.0,0.0,1.0,1.0,62.77,6.375,20.4,756.0
0.0,1.0,0.0,0.0,1.0,1.0,65.63,2.75,18.375,773.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.5,24.8,661.0
0.0,1.0,0.0,0.0,1.0,1.0,78.8,5.875,53.5863,767.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,5.75,14.8,664.0
0.0,0.0,1.0,0.0,1.0,1.0,47.06,6.75,12.0,588.0
1.0,1.0,0.0,0.0,1.0,1.0,74.96,5.625,59.2177,759.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,3.875,23.2,689.0
1.0,1.0,1.0,0.0,1.0,1.0,90.0,6.915,27.0,566.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,8.25,14.4,730.0
1.0,0.0,1.0,0.0,1.0,1.0,89.92,9.25,22.48,591.0
1.0,0.0,0.0,0.0,1.0,1.0,90.0,3.125,23.22,756.0
0.0,0.0,0.0,1.0,1.0,0.0,20.0,8.1,4.4,634.0
0.0,1.0,0.0,0.0,1.0,1.0,79.63,2.625,25.48,754.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.875,19.805,622.0
0.0,1.0,1.0,0.0,1.0,1.0,49.69,3.125,40.0,697.0
1.0,1.0,1.0,0.0,1.0,1.0,76.67,4.625,18.4,650.0
0.0,0.0,0.0,1.0,1.0,0.0,19.98,6.25,7.99,684.0
1.0,0.0,0.0,0.0,0.0,1.0,77.42,11.05,24.0,517.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,7.15,18.0,585.0
1.0,0.0,1.0,0.0,0.0,1.0,46.94,6.75,11.5,726.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.875,20.56,583.0
1.0,0.0,1.0,0.0,1.0,1.0,79.54,3.875,20.6,667.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,7.0,22.4,700.0
0.0,0.0,1.0,0.0,1.0,1.0,61.45,7.0,16.9,707.0
1.0,0.0,1.0,0.0,1.0,1.0,85.0,7.2,15.81,591.0
0.0,1.0,1.0,0.0,1.0,1.0,63.98,2.771,15.1,732.0
0.0,0.0,0.0,0.0,1.0,1.0,70.0,2.325,21.0,664.0
0.0,0.0,0.0,0.0,1.0,1.0,63.33,3.25,28.5,730.0
1.0,0.0,1.0,0.0,1.0,1.0,75.0,8.4,20.175,625.0
1.0,0.0,1.0,0.0,0.0,1.0,85.0,8.95,18.275,639.0
1.0,0.0,0.0,0.0,1.0,1.0,79.7,6.5,23.512,632.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,3.125,14.0,786.0
0.0,0.0,0.0,0.0,1.0,0.0,79.37,6.25,20.0,708.0
1.0,0.0,0.0,0.0,1.0,0.0,38.02,6.375,12.0895,716.0
1.0,0.0,0.0,0.0,1.0,1.0,99.39,8.75,48.7,644.0
1.0,0.0,1.0,0.0,1.0,1.0,88.07,4.75,20.52,651.0
0.0,1.0,1.0,0.0,1.0,1.0,79.37,6.75,20.0,672.0
0.0,0.0,0.0,0.0,1.0,1.0,78.69,2.0,24.0,644.0
0.0,0.0,1.0,0.0,1.0,1.0,62.26,8.0,16.5,555.0
1.0,0.0,1.0,0.0,0.0,1.0,85.0,8.5,19.21,563.0
1.0,1.0,1.0,0.0,1.0,1.0,80.0,7.125,50.8,692.0
1.0,1.0,1.0,0.0,1.0,1.0,62.77,9.025,29.5,519.0
0.0,0.0,0.0,0.0,1.0,1.0,85.0,5.75,18.87,648.0
1.0,1.0,1.0,0.0,1.0,1.0,77.22,7.925,17.8,605.0
0.0,0.0,0.0,0.0,1.0,1.0,73.5,6.375,27.12,781.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,6.625,43.5534,711.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,6.75,24.3,622.0
1.0,0.0,0.0,1.0,0.0,0.0,20.71,9.75,5.8,671.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,6.25,24.8,739.0
0.0,0.0,1.0,0.0,0.0,1.0,77.62,5.85,16.3,659.0
1.0,0.0,1.0,0.0,1.0,1.0,70.0,7.5,21.23,570.0
0.0,0.0,0.0,1.0,0.0,0.0,11.62,8.5,3.95,708.0
0.0,1.0,0.0,1.0,0.0,0.0,25.71,5.5,7.2,710.0
1.0,0.0,1.0,1.0,0.0,0.0,43.8,8.576,11.5196,597.0
0.0,0.0,0.0,0.0,1.0,1.0,76.78,3.0,20.96,686.0
0.0,1.0,1.0,0.0,1.0,1.0,58.8,3.071,14.7,789.0
1.0,0.0,1.0,0.0,0.0,1.0,75.0,7.75,19.125,627.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,5.8,23.56,674.0
0.0,0.0,0.0,0.0,0.0,0.0,58.38,5.75,9.0,735.0
1.0,0.0,0.0,0.0,1.0,1.0,79.66,3.625,23.1,704.0
1.0,0.0,1.0,0.0,1.0,1.0,78.25,6.375,25.0,670.0
1.0,1.0,1.0,0.0,1.0,1.0,90.0,7.375,18.45,644.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.521,27.2,744.0
0.0,0.0,0.0,0.0,1.0,0.0,45.45,5.875,20.68,761.0
0.0,1.0,1.0,0.0,1.0,1.0,78.57,3.271,22.0,666.0
1.0,0.0,1.0,0.0,1.0,1.0,75.24,7.8,15.8,606.0
1.0,1.0,1.0,0.0,1.0,1.0,62.86,3.171,17.6,759.0
1.0,0.0,1.0,0.0,1.0,1.0,89.76,5.75,38.15,656.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,5.95,12.4,663.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,4.0,21.375,805.0
0.0,0.0,1.0,0.0,1.0,1.0,63.0,2.0,18.585,679.0
0.0,1.0,1.0,0.0,1.0,1.0,79.11,3.625,17.8,687.0
1.0,0.0,1.0,0.0,1.0,1.0,79.24,6.375,46.75,766.0
1.0,1.0,0.0,0.0,1.0,1.0,79.76,6.5,26.32,796.0
1.0,0.0,1.0,0.0,1.0,1.0,78.37,6.9,19.2,685.0
1.0,0.0,1.0,1.0,1.0,0.0,6.61,10.0,2.05,668.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,8.0,15.6,598.0
0.0,1.0,1.0,0.0,1.0,1.0,70.0,8.4,9.03,500.0
0.0,0.0,0.0,0.0,0.0,1.0,80.0,6.125,64.0,773.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,3.125,49.0192,705.0
1.0,0.0,0.0,1.0,1.0,0.0,20.0,11.5,5.4,620.0
1.0,0.0,0.0,0.0,1.0,1.0,67.43,7.375,18.543,654.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,7.5,22.0,664.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,3.625,23.84,667.0
1.0,0.0,1.0,0.0,1.0,1.0,78.75,4.0,25.2,723.0
1.0,0.0,1.0,0.0,1.0,1.0,69.22,6.5,86.53,782.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,3.875,28.8,725.0
0.0,0.0,0.0,0.0,1.0,1.0,80.0,6.625,33.6,783.0
0.0,1.0,1.0,0.0,1.0,1.0,75.0,4.0,19.5,596.0
0.0,1.0,0.0,0.0,1.0,1.0,95.0,5.0,22.8,703.0
1.0,0.0,1.0,0.0,1.0,1.0,63.55,7.125,19.0,537.0
0.0,1.0,0.0,0.0,1.0,0.0,80.0,2.971,27.6,660.0
0.0,0.0,1.0,0.0,1.0,1.0,70.91,3.1,19.5,701.0
0.0,0.0,0.0,1.0,1.0,0.0,19.85,9.75,5.3,666.0
0.0,0.0,1.0,0.0,1.0,1.0,65.56,5.75,14.75,755.0
1.0,0.0,1.0,0.0,1.0,1.0,60.46,6.25,36.2775,639.0
0.0,1.0,1.0,0.0,1.0,1.0,80.0,6.6,22.0,692.0
0.0,0.0,1.0,0.0,1.0,1.0,71.76,5.25,23.68,660.0
0.0,0.0,1.0,0.0,1.0,1.0,94.4,6.75,19.825,630.0
0.0,1.0,1.0,0.0,1.0,1.0,79.04,4.0,39.52,755.0
1.0,1.0,1.0,0.0,1.0,1.0,78.54,6.625,20.5,564.0
1.0,0.0,1.0,0.0,1.0,1.0,79.49,3.5,42.05,640.0
1.0,0.0,1.0,0.0,1.0,1.0,64.0,5.9,16.0,685.0
0.0,0.0,1.0,1.0,0.0,0.0,27.33,7.75,8.2,705.0
0.0,0.0,1.0,0.0,1.0,0.0,62.5,4.93,12.5,645.0
0.0,0.0,0.0,1.0,0.0,0.0,19.26,8.875,5.2,714.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,3.875,19.36,684.0
0.0,0.0,1.0,0.0,1.0,0.0,85.0,6.5,13.6,737.0
0.0,1.0,0.0,0.0,1.0,1.0,80.0,5.375,36.8,761.0
0.0,0.0,1.0,0.0,1.0,1.0,80.0,6.625,21.2,714.0
1.0,0.0,1.0,0.0,1.0,1.0,50.0,7.0,15.0,687.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.75,743.0
0.0,0.0,0.0,0.0,1.0,0.0,62.82,6.5,14.7,696.0
1.0,0.0,1.0,0.0,1.0,1.0,65.0,7.13,16.25,558.0
0.0,1.0,0.0,1.0,0.0,0.0,10.0,6.5,2.5,714.0
1.0,0.0,1.0,0.0,1.0,1.0,90.0,8.5,19.71,537.0
0.0,0.0,1.0,1.0,0.0,0.0,15.42,7.625,6.4,727.0
1.0,0.0,1.0,0.0,1.0,1.0,80.0,7.5,20.0,710.0
1.0,1.0,0.0,0.0,1.0,1.0,90.0,8.625,36.63,577.0
0.0,1.0,0.0,0.0,1.0,0.0,80.0,3.25,37.6,750.0
0.0,0.0,0.0,1.0,1.0,0.0,8.47,8.125,6.1,770.0
0.0,0.0,1.0,0.0,1.0,1.0,90.0,4.375,39.6,749.0
1.0,1.0,1.0,0.0,1.0,1.0,71.09,2.821,35.9,719.0
1.0,0.0,1.0,0.0,0.0,1.0,69.92,8.099,18.6,640.0
0.0,0.0,0.0,1.0,0.0,0.0,19.5,13.75,7.41,694.0
1.0,0.0,0.0,0.0,1.0,1.0,78.81,8.85,21.28,645.0
0.0,0.0,0.0,0.0,1.0,1.0,78.05,5.875,48.0,754.0
0.0,0.0,0.0,1.0,1.0,0.0,14.69,2.0,5.4349,728.0
0.0,0.0,0.0,1.0,0.0,0.0,9.87,10.625,7.4,710.0
1.0,1.0,0.0,0.0,1.0,1.0,78.57,5.85,22.0,683.0
0.0,0.0,1.0,1.0,1.0,0.0,15.85,7.875,4.2,693.0
0.0,0.0,1.0,0.0,1.0,1.0,62.32,6.375,43.0,775.0
1.0,1.0,1.0,0.0,0.0,1.0,78.97,6.625,18.5587,686.0
0.0,0.0,1.0,0.0,1.0,1.0,69.72,6.5,12.55,633.0
1.0,0.0,0.0,0.0,1.0,1.0,80.0,6.5,63.821,720.0
1.0,1.0,0.0,0.0,1.0,1.0,80.0,3.75,32.8,661.0
0.0,0.0,1.0,0.0,1.0,0.0,50.83,6.725,9.2,752.0
1.0,0.0,1.0,0.0,1.0,1.0,56.6,7.95,15.0,596.0
0.0,0.0,0.0,0.0,1.0,1.0,69.13,6.125,16.59,688.0
0.0,0.0,1.0,0.0,1.0,1.0,59.0,5.9,23.01,626.0
0.0,0.0,1.0,0.0,1.0,1.0,63.83,6.5,15.0,726.0
