instnm,unitid,year,private,aca,benstaff,carnegie,cf,city,core,crash,d1987,d1989,d1991,d1999,d2002,d2005,d2008,d2010,d2011,donor,fteex,ftef,ftenap,ftenap2,ftenpro,ftepro,ftestu,ftgrad,ftug,fwest,ga,glakes,hosp,invest,medical,neweng,oh,other,prof,ptf,ptnap,ptnap2,ptnpro,ptpro,ptstu,rev,rural,staffsal,staffsize,stem,tc,tt,ttnap,ttnap2
Johns Hopkins University,162928,1987,1,79.596,13.376,1,14.975,1,21.716,0,1,0,0,0,0,0,0,0,0,21.967,2.002,22.169,9.246,85.485,52.808,7.243,8.14,2.508,2.728,0,0.004,0,0.0,5.248,1,0,112.913,128.755,0,0.093,0.045,0.002,0.316,0.045,2.904,172.439,0,63.724,29.99,0,192.51,7.101,0.772,0.596
Johns Hopkins University,162928,1989,1,91.908,14.907,1,15.318,1,20.434,0,0,1,0,0,0,0,0,0,0,23.64,2.256,22.287,9.421,88.757,51.002,7.165,8.689,2.617,2.94,0,0.004,0,0.0,5.813,1,0,122.201,131.939,0,0.087,0.042,0.002,0.296,0.042,3.132,176.014,0,73.933,25.788,0,214.109,6.882,0.73,0.538
Johns Hopkins University,162928,1991,1,87.458,15.073,1,14.785,1,23.821,0,0,0,1,0,0,0,0,0,0,22.658,1.522,21.446,10.501,110.27,50.151,8.979,9.307,3.283,3.296,0,4.457,0,0.0,4.916,1,0,105.129,135.291,0,0.117,0.057,0.003,0.401,0.05,2.728,181.77,0,69.463,38.846,0,192.588,6.544,0.623,0.393
Johns Hopkins University,162928,1999,1,114.354,22.861,1,15.829,1,24.955,0,0,0,0,1,0,0,0,0,0,22.565,1.086,20.501,14.609,213.424,45.148,13.523,12.275,3.827,4.547,0,4.6,0,0.0,27.402,1,0,63.23,131.483,0,0.118,0.043,0.002,0.309,0.122,3.901,179.003,0,103.359,54.016,0,177.584,4.554,0.312,0.098
Johns Hopkins University,162928,2002,1,136.022,30.114,1,18.855,1,25.937,0,0,0,0,0,1,0,0,0,0,39.859,11.658,28.718,21.082,444.432,49.61,9.423,12.798,4.907,4.667,0,11.392,0,0.0,-2.558,1,0,71.804,140.259,0,10.353,0.156,0.024,1.164,0.07,3.224,206.055,0,94.882,5.064,0,207.826,6.446,0.306,0.106
Johns Hopkins University,162928,2005,1,145.128,31.311,1,7.075,1,27.761,0,0,0,0,0,0,1,0,0,0,27.955,0.708,24.363,36.422,1326.537,46.177,35.713,14.021,5.647,5.148,0,5.378,0,0.0,21.746,1,0,84.753,165.322,0,0.52,2.133,4.548,1.954,2.125,3.226,221.038,0,121.696,115.592,0,229.881,16.768,0.46,0.22
Johns Hopkins University,162928,2008,1,144.069,36.683,1,9.362,1,29.706,1,0,0,0,0,0,0,1,0,0,39.445,4.941,25.575,33.601,1129.033,38.151,28.66,14.815,6.363,5.385,0,6.281,0,0.0,33.484,1,0,91.184,159.206,0,0.925,1.141,1.301,3.868,1.107,3.067,228.356,0,108.458,13.522,0,235.254,15.289,0.471,0.222
Johns Hopkins University,162928,2010,1,150.27,37.753,1,6.746,1,31.346,1,0,0,0,0,0,0,0,1,0,39.393,4.541,23.522,37.541,1409.305,35.066,32.999,15.964,7.143,5.72,0,3.097,0,0.0,-34.769,1,0,98.276,171.783,0,0.677,5.569,31.019,2.993,5.534,3.101,242.522,0,105.944,14.988,0,248.547,16.099,0.504,0.254
Johns Hopkins University,162928,2011,1,151.34,40.534,1,7.565,1,32.338,1,0,0,0,0,0,0,0,0,1,39.625,4.617,25.394,39.034,1523.683,32.804,34.417,16.114,7.344,5.75,0,7.037,0,0.0,31.018,1,0,102.344,196.537,0,0.664,4.834,23.371,0.751,4.828,3.02,268.5,0,114.59,14.559,0,253.684,17.165,0.502,0.252
Boston College,164924,1987,1,8.95,13.365,0,0.363,0,20.965,0,1,0,0,0,0,0,0,0,0,1.141,1.267,4.521,4.448,19.789,13.979,3.181,12.127,0.974,9.014,0,0.8,0,0.0,1.13,0,1,15.47,2.348,0,0.035,0.449,0.202,6.096,0.435,2.139,24.455,0,38.024,13.544,0,24.42,4.123,1.031,1.063
Boston College,164924,1989,1,9.81,14.616,0,0.308,0,21.077,0,0,1,0,0,0,0,0,0,0,0.836,1.787,5.544,5.068,25.685,9.379,3.281,12.326,1.149,9.03,0,0.26,0,0.0,1.178,0,1,21.602,2.309,0,1.114,0.525,0.275,1.063,0.514,2.147,24.222,0,53.436,7.082,0,31.412,4.121,0.813,0.823
Boston College,164924,1991,1,9.18,14.782,0,0.329,0,23.369,0,0,0,1,0,0,0,0,0,0,0.939,1.838,5.435,5.528,30.558,9.618,3.69,12.461,2.075,9.166,0,0.347,0,0.0,2.226,0,1,21.457,2.357,0,1.102,0.673,0.452,0.935,0.657,1.22,26.665,0,52.299,7.242,0,30.637,4.005,0.724,0.68
Boston College,164924,1999,1,15.029,21.069,0,0.845,0,27.281,0,0,0,0,1,0,0,0,0,0,5.28,2.784,7.526,7.442,55.387,9.426,4.659,12.906,1.526,9.411,0,1.166,0,0.0,11.977,0,1,18.153,2.907,0,2.327,0.616,0.38,1.841,1.72,1.969,35.468,0,64.598,5.06,0,33.182,4.354,0.585,0.407
Boston College,164924,2002,1,18.357,24.16,0,0.554,0,28.45,0,0,0,0,0,1,0,0,0,0,7.941,2.55,6.87,7.997,63.957,8.845,5.448,12.629,2.538,9.162,0,2.255,0,0.0,1.207,0,1,20.388,3.773,0,2.558,0.831,0.691,0.887,0.76,0.929,40.164,0,76.765,5.606,0,38.745,5.471,0.684,0.604
Boston College,164924,2005,1,15.618,26.356,0,1.313,0,30.395,0,0,0,0,0,0,1,0,0,0,5.457,2.87,7.055,8.086,65.385,8.207,5.216,13.101,2.464,9.561,0,1.632,0,0.0,16.637,0,1,26.666,3.602,0,1.368,0.771,0.594,1.0,0.725,1.076,39.454,0,100.084,4.677,0,42.284,4.374,0.541,0.312
Boston College,164924,2008,1,16.569,28.351,0,1.251,0,33.468,1,0,0,0,0,0,0,1,0,0,8.926,3.472,8.279,9.293,86.368,8.363,5.822,13.106,2.551,9.258,0,1.601,0,0.0,19.612,0,1,29.256,3.761,0,2.564,0.282,0.08,0.328,0.267,1.297,46.156,0,80.317,4.086,0,45.825,4.464,0.495,0.245
Boston College,164924,2010,1,19.308,29.695,0,2.519,0,35.705,1,0,0,0,0,0,0,0,1,0,12.268,3.101,8.117,8.749,76.545,7.5,5.648,13.933,3.761,9.588,0,1.528,0,0.0,-29.776,0,1,25.204,4.016,0,1.285,0.206,0.042,0.258,0.189,0.584,51.989,0,87.088,4.241,0,44.512,4.314,0.505,0.255
Boston College,164924,2011,1,19.453,30.07,0,2.39,0,34.227,1,0,0,0,0,0,0,0,0,1,7.156,3.18,8.149,9.09,82.633,7.526,5.91,13.806,3.705,9.509,0,1.647,0,0.0,19.205,0,1,25.153,4.402,0,1.268,0.196,0.038,0.326,0.181,0.592,45.785,0,84.953,4.226,0,44.606,4.491,0.505,0.255
Boston University,164988,1987,1,15.376,11.193,1,3.072,1,24.489,0,1,0,0,0,0,0,0,0,0,2.028,1.876,7.096,7.423,55.105,9.079,5.547,23.63,3.834,14.606,0,0.0,0,0.0,0.277,1,1,21.773,8.744,0,1.045,0.229,0.052,0.302,0.219,5.19,35.261,0,62.45,7.796,0,37.149,2.979,0.414,0.171
Boston University,164988,1989,1,17.267,13.322,1,1.22,1,24.888,0,0,1,0,0,0,0,0,0,0,2.324,1.801,5.87,7.572,57.335,9.06,5.771,24.092,4.101,15.005,0,0.0,0,0.0,0.297,1,1,24.322,7.403,0,1.279,0.042,0.002,0.34,0.01,4.986,34.615,0,74.818,8.235,0,41.589,3.37,0.445,0.2
Boston University,164988,1991,1,16.972,13.474,1,3.801,1,27.176,0,0,0,1,0,0,0,0,0,0,2.999,1.783,8.641,8.443,71.284,8.599,6.66,23.914,6.662,14.608,0,0.0,0,0.0,0.391,1,1,23.867,8.055,0,1.641,0.255,0.065,0.248,0.237,2.644,38.23,0,64.591,8.56,0,40.839,3.199,0.379,0.153
Boston University,164988,1999,1,26.985,17.411,1,5.817,1,26.657,0,0,0,0,1,0,0,0,0,0,5.021,1.935,10.268,10.651,113.452,11.137,8.717,25.238,5.38,15.873,0,2.576,0,0.0,4.205,1,1,16.46,9.73,0,1.254,0.322,0.103,3.256,0.899,3.985,41.408,0,60.613,10.262,0,43.446,3.198,0.3,0.096
Boston University,164988,2002,1,29.282,15.026,1,6.974,1,29.196,0,0,0,0,0,1,0,0,0,0,5.906,10.723,10.858,28.358,804.163,16.188,17.635,25.852,7.551,16.333,0,0.0,0,0.0,-10.413,1,1,17.212,11.527,0,3.81,10.371,107.55,8.309,1.567,1.968,46.629,0,32.753,3.154,0,46.495,2.627,0.093,0.055
Boston University,164988,2005,1,28.639,16.273,1,6.082,1,28.959,0,0,0,0,0,0,1,0,0,0,6.089,2.056,10.615,11.497,132.172,7.658,9.44,27.54,8.012,17.384,0,2.552,0,0.0,4.559,1,1,19.375,12.713,0,1.639,0.904,0.817,0.472,0.824,2.144,47.762,0,103.882,8.316,0,48.014,2.894,0.252,0.067
Boston University,164988,2008,1,28.944,18.547,1,6.244,1,31.095,1,0,0,0,0,0,0,1,0,0,5.353,3.622,11.094,11.359,129.022,7.08,7.737,27.996,8.616,16.062,0,2.658,0,0.0,7.768,1,1,21.018,12.614,0,1.815,0.232,0.054,0.15,0.182,3.318,49.062,0,72.23,4.091,0,49.961,3.036,0.273,0.074
Boston University,164988,2010,1,32.842,18.352,1,8.662,1,34.061,1,0,0,0,0,0,0,0,1,0,6.548,3.845,13.277,10.322,106.553,6.73,6.477,28.84,9.145,17.266,0,2.831,0,0.0,-11.017,1,1,18.113,17.684,0,1.543,0.167,0.028,0.16,0.124,2.429,58.294,0,74.818,3.435,0,50.955,3.072,0.303,0.092
Boston University,164988,2011,1,32.698,17.945,1,8.162,1,35.474,1,0,0,0,0,0,0,0,0,1,6.129,4.006,12.921,11.443,130.942,6.793,7.437,28.559,9.413,16.722,0,2.489,0,0.0,6.174,1,1,19.297,16.331,0,1.667,0.189,0.036,0.175,0.151,2.424,57.934,0,75.909,3.552,0,51.995,3.092,0.275,0.075
Brandeis University,165015,1987,1,22.697,11.839,1,1.947,0,23.23,0,1,0,0,0,0,0,0,0,0,8.996,4.181,10.966,13.799,190.425,18.238,9.618,3.595,0.706,2.84,0,1.524,0,0.0,5.571,0,1,29.371,10.637,0,1.285,0.753,0.567,1.102,0.688,0.049,42.863,0,42.512,6.662,0,52.068,7.733,0.593,0.351
Brandeis University,165015,1989,1,14.573,14.733,1,1.696,0,23.66,0,0,1,0,0,0,0,0,0,0,5.809,4.521,6.495,6.992,48.886,7.518,2.471,6.25,0.787,2.902,0,0.312,0,0.0,6.042,0,1,19.441,13.267,0,0.607,0.512,0.262,0.655,0.359,2.561,42.736,0,65.625,2.21,0,34.015,4.192,0.6,0.418
Brandeis University,165015,1991,1,22.707,13.613,1,1.979,0,25.289,0,0,0,1,0,0,0,0,0,0,5.38,2.964,9.882,12.6,158.752,16.029,9.636,3.688,0.809,2.827,0,0.0,0,0.0,5.894,0,1,29.979,14.031,0,0.555,0.886,0.785,1.36,0.823,0.052,44.7,0,56.942,8.659,0,52.686,7.348,0.583,0.394
Brandeis University,165015,1999,1,28.08,17.798,1,1.946,0,19.655,0,0,0,0,1,0,0,0,0,0,12.724,2.531,8.651,11.272,127.063,10.37,8.741,4.214,0.942,3.078,0,0.0,0,0.0,15.859,0,1,20.382,11.744,0,1.01,0.736,0.542,0.83,2.112,0.194,44.123,0,71.542,7.551,0,48.462,5.695,0.505,0.292
Brandeis University,165015,2002,1,7.943,19.618,1,0.0,0,20.831,0,0,0,0,0,1,0,0,0,0,17.874,5.023,7.501,11.042,121.919,11.75,6.019,4.519,1.284,3.029,0,0.0,0,0.0,-2.681,0,1,39.726,10.35,0,0.0,1.416,2.006,2.655,1.106,0.206,49.055,0,74.908,3.537,0,47.669,11.661,1.056,2.085
Brandeis University,165015,2005,1,25.544,19.677,1,2.133,0,23.337,0,0,0,0,0,0,1,0,0,0,16.208,4.906,8.397,12.824,164.454,9.337,7.918,4.829,1.364,3.242,0,2.774,0,0.0,15.871,0,1,24.435,10.855,0,1.046,2.464,6.073,2.692,2.029,0.223,50.401,0,72.33,3.517,0,49.978,5.218,0.407,0.189
Brandeis University,165015,2008,1,26.397,19.578,1,2.134,0,23.381,1,0,0,0,0,0,0,1,0,0,16.879,11.936,8.575,14.694,215.915,8.474,2.758,4.968,1.561,3.165,0,3.162,0,0.0,24.227,0,1,27.883,10.566,0,1.107,0.906,0.82,0.483,0.081,0.242,50.826,0,75.396,0.941,0,54.28,5.334,0.387,0.15
Brandeis University,165015,2010,1,29.234,17.193,1,2.041,0,23.041,1,0,0,0,0,0,0,0,1,0,10.123,5.243,8.034,13.464,181.291,7.753,8.221,5.34,1.834,3.319,0,2.799,0,0.0,-23.797,0,1,22.066,16.483,0,1.105,0.736,0.541,0.461,0.686,0.187,49.647,0,76.195,3.046,0,51.3,4.888,0.384,0.147
Brandeis University,165015,2011,1,30.665,20.545,1,1.976,0,25.324,1,0,0,0,0,0,0,0,0,1,7.831,5.311,7.83,13.54,183.331,7.432,8.229,5.517,1.835,3.49,0,2.734,0,0.0,19.108,0,1,19.972,9.814,0,1.069,0.671,0.45,0.471,0.598,0.192,42.97,0,77.419,2.949,0,50.637,4.785,0.372,0.138
Clark University,165334,1987,1,11.664,12.142,0,0.946,1,18.933,0,1,0,0,0,0,0,0,0,0,1.382,4.388,8.001,5.344,28.563,9.346,0.957,2.855,0.211,2.278,0,0.035,0,0.0,0.675,0,1,14.791,4.027,0,1.942,0.266,0.071,0.52,0.046,0.366,24.342,0,43.712,2.348,0,26.455,5.114,1.007,1.014
Clark University,165334,1989,1,14.945,17.486,0,0.531,1,20.365,0,0,1,0,0,0,0,0,0,0,1.536,2.795,8.122,4.552,20.723,9.178,1.757,2.824,0.247,2.243,0,0.058,0,0.0,0.717,0,1,16.312,3.037,0,2.279,0.409,0.167,0.502,0.164,0.334,24.939,0,54.734,3.912,0,31.258,5.312,1.167,1.644
Clark University,165334,1991,1,13.963,16.714,0,0.47,1,23.462,0,0,0,1,0,0,0,0,0,0,2.1,2.771,9.191,4.419,19.525,9.543,1.647,2.765,0.306,2.171,0,0.107,0,0.0,0.898,0,1,17.566,3.15,0,2.935,0.477,0.228,0.322,0.382,0.288,28.712,0,49.27,4.038,0,31.529,5.786,1.309,2.155
Clark University,165334,1999,1,13.558,20.073,0,0.728,1,19.186,0,0,0,0,1,0,0,0,0,0,3.733,2.783,8.471,6.367,40.543,8.347,3.585,2.611,0.415,1.949,0,0.088,0,0.0,7.666,0,1,14.547,4.595,0,1.997,0.392,0.154,0.303,0.996,0.247,27.514,0,56.58,4.288,0,28.106,5.746,0.902,0.925
Clark University,165334,2002,1,14.069,13.674,0,0.0,1,20.104,0,0,0,0,0,1,0,0,0,0,4.219,1.792,15.84,7.841,61.486,10.082,6.049,2.678,0.486,1.968,0,0.0,0,0.0,1.701,0,1,14.506,3.321,0,8.737,0.523,0.273,1.755,0.523,0.224,27.644,0,41.347,9.0,0,28.575,16.728,2.133,7.554
Clark University,165334,2005,1,12.52,19.395,0,0.387,1,19.425,0,0,0,0,0,0,1,0,0,0,4.398,3.197,5.868,6.511,42.393,7.574,3.314,2.846,0.578,2.097,0,2.052,0,0.0,12.275,0,1,16.681,3.292,0,0.0,0.351,0.123,1.23,0.141,0.171,27.115,0,49.782,3.406,0,29.201,5.481,0.842,0.735
Clark University,165334,2008,1,12.337,19.025,0,1.179,1,19.887,1,0,0,0,0,0,0,1,0,0,7.628,4.028,8.12,6.745,45.498,7.04,2.718,3.054,0.633,2.242,0,2.799,0,0.0,17.248,0,1,17.381,2.569,0,1.703,0.131,0.017,0.262,0.065,0.179,30.084,0,61.937,2.423,0,29.718,5.239,0.792,0.627
Clark University,165334,2010,1,13.842,19.031,0,1.426,1,21.56,1,0,0,0,0,0,0,0,1,0,3.399,3.628,7.442,6.636,44.032,6.264,3.008,3.225,0.866,2.217,0,2.65,0,0.0,-21.219,0,1,14.27,2.26,0,0.899,0.155,0.024,0.423,0.114,0.142,27.22,0,68.28,2.556,0,28.112,5.116,0.789,0.623
Clark University,165334,2011,1,13.696,20.116,0,1.479,1,20.086,1,0,0,0,0,0,0,0,0,1,2.288,3.575,7.889,6.934,48.077,6.071,3.359,3.245,0.892,2.218,0,2.614,0,0.0,19.197,0,1,14.878,3.284,0,0.986,0.308,0.095,0.37,0.247,0.135,25.657,0,65.41,2.638,0,28.574,5.424,0.819,0.67
Harvard University,166027,1987,1,43.881,9.107,1,22.852,1,27.369,0,1,0,0,0,0,0,0,0,0,12.903,7.618,36.702,17.278,298.518,21.638,9.659,19.548,7.365,7.012,0,0.0,0,0.0,12.115,1,1,37.461,16.878,0,8.78,1.153,1.329,1.948,0.917,5.171,57.149,0,40.905,4.108,0,81.342,5.07,0.314,0.099
Harvard University,166027,1989,1,49.648,12.964,1,6.811,1,27.713,0,0,1,0,0,0,0,0,0,0,8.671,9.727,30.675,19.997,399.86,23.792,10.27,17.677,7.852,7.082,0,0.0,0,0.0,12.365,1,1,48.597,23.013,0,17.72,2.408,5.8,2.227,2.044,2.743,59.398,0,52.675,3.502,0,98.245,6.144,0.307,0.122
Harvard University,166027,1991,1,38.196,15.686,1,7.397,1,31.198,0,0,0,1,0,0,0,0,0,0,9.361,8.814,24.155,17.341,300.704,20.13,8.527,20.982,11.374,7.123,0,0.0,0,0.0,16.138,1,1,48.145,25.633,0,13.169,1.689,2.853,1.853,1.406,2.485,66.192,0,48.327,3.251,0,86.341,3.589,0.207,0.053
Harvard University,166027,1999,1,54.708,17.747,1,3.148,1,36.694,0,0,0,0,1,0,0,0,0,0,32.193,7.747,9.634,28.142,791.979,21.683,20.395,20.299,8.059,7.103,0,3.673,0,0.0,161.395,1,1,58.266,34.529,0,0.909,1.569,2.461,1.78,4.045,5.137,103.416,0,76.163,5.432,0,112.974,5.577,0.198,0.044
Harvard University,166027,2002,1,63.697,20.509,1,1.744,1,34.754,0,0,0,0,0,1,0,0,0,0,42.199,9.337,9.541,32.408,1050.248,25.816,23.07,21.27,11.837,7.094,0,2.901,0,0.0,-33.142,1,1,64.437,31.194,0,2.685,3.987,15.895,5.477,3.225,2.339,108.147,0,76.735,5.236,0,128.134,6.911,0.213,0.07
Harvard University,166027,2005,1,62.712,27.087,1,7.914,1,34.895,0,0,0,0,0,0,1,0,0,0,32.411,9.688,16.698,25.031,626.576,22.163,15.344,21.493,12.166,7.097,0,3.697,0,0.0,234.819,1,1,79.838,39.613,0,1.023,3.397,11.536,5.602,2.592,2.23,106.918,0,115.292,3.872,0,142.549,7.761,0.31,0.105
Harvard University,166027,2008,1,59.857,25.599,1,8.496,1,37.253,1,0,0,0,0,0,0,1,0,0,29.976,11.302,17.379,28.136,791.657,22.033,16.834,22.199,12.294,6.89,0,3.009,0,0.0,357.092,1,1,96.227,39.515,0,1.176,1.054,1.111,1.604,0.784,3.015,106.745,0,86.602,3.439,0,156.083,7.708,0.285,0.081
Harvard University,166027,2010,1,70.964,29.558,1,10.363,1,35.635,1,0,0,0,0,0,0,0,1,0,28.216,9.781,18.08,27.239,741.95,19.809,17.458,23.015,12.875,7.256,0,2.932,0,0.0,-542.542,1,1,89.006,43.226,0,1.117,0.93,0.866,1.246,0.748,2.884,107.077,0,89.789,3.81,0,159.97,6.6,0.251,0.063
Harvard University,166027,2011,1,73.452,30.299,1,10.89,1,37.597,1,0,0,0,0,0,0,0,0,1,29.797,11.298,18.773,28.528,813.859,20.032,17.23,22.809,12.714,7.207,0,2.918,0,0.0,270.066,1,1,90.488,46.434,0,1.232,0.982,0.964,1.285,0.75,2.888,113.827,0,88.48,3.298,0,163.94,6.651,0.241,0.058
Massachusetts Institute of Technology,166683,1987,1,59.536,52.738,1,0.0,1,28.656,0,1,0,0,0,0,0,0,0,0,27.619,2.803,8.563,7.964,63.43,13.659,5.161,9.275,4.729,4.311,0,0.42,0,0.0,4.096,0,1,121.978,99.603,0,1.188,0.363,0.132,0.936,0.32,0.235,155.878,0,134.886,6.714,0,181.514,10.933,1.438,2.069
Massachusetts Institute of Technology,166683,1989,1,65.054,17.487,1,0.821,1,30.158,0,0,1,0,0,0,0,0,0,0,29.452,5.167,12.194,46.467,2159.197,39.523,41.3,9.257,4.775,4.242,0,0.0,0,0.0,4.19,0,1,123.997,110.71,0,0.592,1.397,1.953,1.529,1.33,0.24,170.319,0,45.534,15.643,0,189.051,10.781,0.232,0.057
Massachusetts Institute of Technology,166683,1991,1,63.492,17.033,1,1.332,1,30.742,0,0,0,1,0,0,0,0,0,0,32.337,5.385,11.366,46.066,2122.048,39.323,40.68,9.308,4.885,4.278,0,0.606,0,0.0,4.691,0,1,115.437,107.297,0,0.096,1.319,1.739,1.592,1.252,0.145,170.377,0,43.832,14.856,0,178.929,9.938,0.216,0.049
Massachusetts Institute of Technology,166683,1999,1,123.427,21.949,1,1.896,1,32.286,0,0,0,0,1,0,0,0,0,0,37.084,10.319,11.556,32.19,1036.222,42.656,21.872,9.81,5.286,4.24,0,6.422,0,0.0,103.934,0,1,45.237,91.463,0,0.639,1.426,2.034,1.393,3.17,0.284,160.834,0,78.424,6.253,0,168.663,9.021,0.28,0.086
Massachusetts Institute of Technology,166683,2002,1,112.453,22.35,1,2.346,1,26.962,0,0,0,0,0,1,0,0,0,0,43.693,10.975,11.166,39.368,1549.871,24.148,28.393,10.059,5.789,4.109,0,10.052,0,0.0,-26.63,0,1,69.546,85.987,0,2.386,4.374,19.134,3.151,3.589,0.161,156.642,0,108.184,4.787,0,181.998,8.033,0.204,0.051
Massachusetts Institute of Technology,166683,2005,1,134.709,21.015,1,2.071,1,27.813,0,0,0,0,0,0,1,0,0,0,31.579,7.712,12.178,17.52,306.953,25.714,9.808,10.622,6.483,4.014,0,9.646,0,0.0,110.706,0,1,78.167,119.774,0,1.615,1.685,2.84,3.493,1.252,0.125,179.167,0,174.286,4.606,0,212.876,8.491,0.485,0.251
Massachusetts Institute of Technology,166683,2008,1,142.385,18.119,1,29.434,1,29.318,1,0,0,0,0,0,0,1,0,0,44.095,5.814,50.206,27.598,761.634,27.804,21.784,10.182,5.991,4.105,0,9.785,0,0.0,191.673,0,1,83.669,129.234,0,11.285,0.805,0.649,1.228,0.707,0.086,202.647,0,83.339,8.529,0,226.055,9.487,0.354,0.125
Massachusetts Institute of Technology,166683,2010,1,157.509,17.644,1,37.858,1,29.891,1,0,0,0,0,0,0,0,1,0,45.895,5.93,49.028,26.142,683.423,25.491,20.213,10.439,6.108,4.252,0,9.465,0,0.0,-167.39,0,1,67.799,138.539,0,1.782,0.807,0.651,0.998,0.679,0.079,214.325,0,90.862,7.708,0,225.308,9.388,0.371,0.137
Massachusetts Institute of Technology,166683,2011,1,160.732,20.424,1,38.749,1,31.413,1,0,0,0,0,0,0,0,0,1,61.396,5.765,49.684,26.142,683.396,24.954,20.377,10.772,6.342,4.354,0,9.05,0,0.0,143.038,0,1,67.678,138.925,0,1.81,0.771,0.594,0.956,0.678,0.076,231.734,0,88.718,7.863,0,228.41,9.126,0.36,0.129
Northeastern University,167358,1987,1,7.188,16.069,0,0.145,1,14.069,0,1,0,0,0,0,0,0,0,0,0.301,2.781,3.449,3.409,11.618,3.036,0.627,23.515,1.706,15.216,0,0.0,0,0.0,0.468,0,1,11.252,2.412,0,0.132,0.058,0.003,0.029,0.058,6.593,16.782,0,82.627,1.317,0,18.44,3.172,0.947,0.896
Northeastern University,167358,1989,1,8.015,18.072,0,0.221,1,13.843,0,0,1,0,0,0,0,0,0,0,0.423,2.777,3.443,3.403,11.582,3.031,0.626,23.552,1.849,15.249,0,0.0,0,0.0,0.504,0,1,11.809,2.196,0,0.132,0.057,0.003,0.029,0.057,6.454,16.463,0,87.659,1.317,0,19.824,3.091,0.908,0.854
Northeastern University,167358,1991,1,8.507,16.063,0,0.19,1,15.861,0,0,0,1,0,0,0,0,0,0,0.535,0.0,3.813,3.743,14.011,3.012,3.743,20.516,2.715,12.43,0,0.0,0,0.0,0.677,0,1,12.032,2.396,0,0.002,0.039,0.001,0.005,0.039,5.371,18.792,0,82.628,0.0,0,20.538,3.622,0.968,0.956
Northeastern University,167358,1999,1,12.957,19.331,0,0.888,1,16.712,0,0,0,0,1,0,0,0,0,0,2.131,0.589,6.008,5.115,26.165,3.396,4.526,18.571,2.061,12.735,0,1.05,0,0.0,4.182,0,1,10.712,3.21,0,1.953,0.22,0.049,0.025,0.662,3.775,22.053,0,74.662,13.457,0,23.669,3.166,0.619,0.418
Northeastern University,167358,2002,1,12.784,18.443,0,0.0,1,18.919,0,0,0,0,0,1,0,0,0,0,1.553,0.627,6.057,6.213,38.595,3.698,5.585,19.445,2.797,14.144,0,1.178,0,0.0,-2.09,0,1,12.695,4.103,0,5.513,0.401,0.161,0.396,0.386,2.504,24.575,0,73.14,14.795,0,25.479,4.377,0.704,0.569
Northeastern University,167358,2005,1,12.604,22.68,0,1.294,1,20.573,0,0,0,0,0,0,1,0,0,0,1.54,0.665,6.203,6.43,41.341,2.919,5.764,18.934,2.263,14.73,0,1.354,0,0.0,4.841,0,1,17.716,4.688,0,1.698,0.454,0.206,0.09,0.438,1.941,26.801,0,115.44,13.049,0,30.319,3.211,0.499,0.261
Northeastern University,167358,2008,1,10.515,22.951,0,1.345,1,22.291,1,0,0,0,0,0,0,1,0,0,1.937,0.657,5.303,5.996,35.95,2.537,5.339,22.232,4.02,15.521,0,1.035,0,0.0,5.147,0,1,17.599,3.935,0,0.981,0.022,0.001,0.004,0.022,2.691,28.164,0,87.306,11.993,0,28.114,2.978,0.498,0.248
Northeastern University,167358,2010,1,14.019,24.429,0,1.411,1,24.356,1,0,0,0,0,0,0,0,1,0,1.544,0.64,5.799,5.958,35.503,2.292,5.318,24.52,4.658,16.724,0,1.304,0,0.0,-6.951,0,1,14.413,3.864,0,1.591,0.041,0.002,0.003,0.039,3.138,29.764,0,91.302,11.885,0,28.431,2.798,0.473,0.224
Northeastern University,167358,2011,1,16.281,24.296,0,1.829,1,29.983,1,0,0,0,0,0,0,0,0,1,2.123,0.734,6.955,7.273,52.904,2.618,6.539,21.654,4.358,13.971,0,1.745,0,0.0,4.133,0,1,16.961,4.721,0,1.861,0.028,0.001,0.009,0.028,3.325,36.827,0,89.066,12.472,0,33.243,3.265,0.451,0.203
Tufts University,168148,1987,1,18.789,11.303,1,2.546,1,25.587,0,1,0,0,0,0,0,0,0,0,3.021,3.337,8.301,11.915,141.979,17.066,8.579,7.541,1.185,4.75,0,0.0,0,0.0,1.151,1,1,29.917,17.542,0,0.862,0.578,0.334,0.941,0.516,1.606,46.151,0,56.588,7.686,0,48.706,4.893,0.432,0.186
Tufts University,168148,1989,1,21.567,13.009,1,3.034,1,25.572,0,0,1,0,0,0,0,0,0,0,3.554,3.343,7.554,13.735,188.658,17.891,10.393,7.448,0.984,4.683,0,0.0,0,0.0,1.227,1,1,34.105,17.643,0,0.022,1.759,3.094,1.551,1.706,1.781,46.769,0,60.961,8.461,0,55.672,4.498,0.327,0.141
Tufts University,168148,1991,1,20.228,13.301,1,2.938,1,27.71,0,0,0,1,0,0,0,0,0,0,3.948,3.392,7.615,14.492,210.021,17.038,11.1,7.419,2.687,4.399,0,0.0,0,0.0,1.332,1,1,31.845,16.403,0,0.027,1.944,3.778,1.686,1.908,0.333,48.061,0,55.551,8.296,0,52.073,4.65,0.321,0.137
