id,t,time,educ,exper,score,motheduc,fatheduc,broken,sibs,wage
1738,5,8,16,6,0.57,12,18,0,2,7.39
923,5,5,16,4,1.01,14,14,0,4,14.88
642,5,8,12,8,0.09,12,16,0,5,9.12
1029,5,6,12,9,0.63,12,19,0,3,12.18
1338,5,7,15,8,0.9,12,12,0,3,7.24
661,5,4,12,8,-0.52,10,11,0,1,10.28
1658,5,4,12,8,0.42,12,12,0,3,4.14
1750,5,10,13,14,0.44,12,12,1,1,14.44
1873,5,13,9,14,-1.96,8,5,0,0,4.95
1058,5,4,12,3,-0.95,12,10,0,3,19.49
1100,5,14,18,8,0.82,12,16,1,2,9.58
1848,5,14,20,7,1.35,12,14,0,2,10.07
762,5,6,15,4,0.99,12,12,0,2,10.07
718,5,6,13,10,-0.49,12,12,1,3,15.8
520,5,8,14,9,0.01,11,11,0,0,9.68
2009,5,5,11,8,-1.52,9,9,0,6,20.49
240,5,11,12,12,-0.97,8,12,0,5,8.33
1021,5,9,12,8,0.24,12,11,0,5,9.87
386,5,9,12,8,-0.31,12,12,0,1,5.87
866,5,6,12,5,0.78,12,13,0,6,6.55
192,5,4,12,8,0.69,12,15,1,1,11.02
746,5,10,12,8,0.94,12,12,0,2,9.49
1168,5,4,14,6,0.67,10,8,0,3,13.87
515,5,8,14,6,-0.49,14,20,0,2,13.87
724,5,10,15,7,0.96,12,16,0,6,14.3
1346,5,4,12,6,-1.37,12,15,0,4,29.08
238,5,13,12,13,-1.12,13,14,0,3,16.78
1903,5,12,15,8,-0.03,12,14,0,2,11.47
1781,5,4,12,9,-1.12,4,0,0,4,12.18
90,5,9,12,10,0.79,15,18,1,6,6.3
986,5,6,12,10,-0.08,12,8,0,4,10.38
1962,5,6,12,9,-1.53,12,6,0,6,12.06
122,5,8,16,8,0.9,16,16,0,6,14.59
1869,5,5,12,5,0.06,11,12,0,1,9.49
727,5,7,11,10,-2.09,8,12,0,2,4.85
315,5,7,12,5,-0.21,12,12,0,3,4.9
182,5,12,17,7,0.09,12,13,0,1,9.58
1229,5,8,12,9,-0.34,12,11,0,4,12.18
508,5,11,14,10,1.44,12,20,0,3,14.01
2000,5,10,9,12,0.75,10,12,0,1,7.39
33,5,5,12,10,0.18,6,7,0,3,7.39
1024,5,12,16,6,1.35,12,12,0,2,24.05
1613,5,6,14,8,-0.05,16,14,0,2,5.93
292,5,8,15,4,0.61,13,16,0,1,7.77
2006,5,4,14,6,0.78,11,6,0,2,14.44
847,5,14,12,12,0.44,9,10,0,2,8.94
954,5,8,12,6,-0.16,12,12,0,0,5.7
42,5,6,11,7,0.48,9,12,0,5,11.13
672,5,14,16,7,0.22,13,16,0,1,14.44
1089,5,7,12,8,0.79,12,12,0,4,11.94
2053,5,11,11,11,-0.54,3,6,0,7,8.0
701,5,6,12,5,-1.37,12,12,0,1,5.81
1514,5,11,11,15,-0.55,8,12,0,1,6.05
497,5,6,14,3,1.14,14,12,0,3,19.69
1364,5,11,13,8,0.4,9,11,1,4,15.33
1026,5,5,12,5,0.86,12,12,0,2,10.91
193,5,9,10,13,-0.39,12,11,0,3,13.2
1931,5,13,9,14,-1.9,4,5,0,7,7.54
1049,5,12,12,9,-0.79,12,12,0,2,8.0
1086,5,11,12,8,-1.86,12,10,1,4,10.91
409,5,6,12,5,-1.06,11,12,0,3,12.3
781,5,9,14,7,0.89,12,12,0,3,13.46
2133,5,4,16,4,0.28,12,12,1,1,13.2
357,5,4,11,9,-1.44,12,7,0,1,5.81
1268,5,7,12,6,0.97,12,17,0,0,8.85
1525,5,6,12,10,0.03,12,12,0,3,6.05
21,5,7,12,7,1.18,12,16,0,2,15.03
468,5,7,12,4,0.09,12,12,0,2,9.49
1715,5,9,15,8,1.38,12,4,0,5,16.61
2039,5,11,12,13,-2.58,4,3,0,1,13.6
1472,5,7,12,9,-0.49,12,12,0,4,12.68
1580,5,10,12,9,0.38,12,16,1,2,16.28
1530,5,5,10,11,-0.77,12,9,1,1,5.99
2128,5,13,17,7,0.52,12,12,1,1,9.03
655,5,5,11,6,0.58,11,10,1,4,5.99
2064,5,14,14,10,-0.81,6,12,1,2,27.66
483,5,5,12,4,-0.18,12,12,0,6,13.74
392,5,11,12,15,0.18,12,12,0,2,4.71
1439,5,13,15,9,-0.42,12,16,0,1,34.47
575,5,8,12,6,0.22,12,14,0,1,8.25
434,5,4,13,8,0.31,12,10,0,1,7.77
1527,5,11,12,8,-0.84,8,10,0,4,7.54
228,5,7,11,11,-0.34,11,12,1,6,10.49
466,5,6,12,5,0.6,10,12,0,1,16.44
2,5,10,15,8,1.5,12,12,0,1,12.3
1974,5,13,15,8,1.11,13,12,1,2,5.58
1482,5,9,12,11,0.27,12,12,0,4,6.23
1604,5,4,12,7,1.07,12,12,0,1,9.39
557,5,6,12,5,0.83,12,10,0,1,20.7
476,5,10,16,9,0.31,14,18,0,2,12.68
1094,5,4,12,6,0.76,12,13,0,1,10.91
475,5,7,15,8,0.84,12,12,0,4,20.29
2166,5,6,12,6,0.04,12,12,0,4,12.94
1905,5,13,12,17,-1.31,6,8,0,5,9.58
630,5,6,12,10,1.41,12,10,0,3,5.1
2091,5,9,13,8,0.84,12,16,0,2,7.03
563,5,4,12,4,0.94,12,12,1,2,9.87
764,5,5,12,9,-1.02,12,12,0,4,9.12
1771,5,8,12,6,0.4,12,12,1,3,8.08
278,5,9,12,9,0.66,11,12,1,4,5.7
1793,5,5,12,8,-1.4,6,0,0,7,9.49
1005,5,9,16,9,0.95,12,12,0,2,18.73
1761,5,8,13,11,0.4,14,16,0,1,5.16
1412,5,7,13,9,1.28,16,20,0,4,3.39
1971,5,8,13,8,-0.97,12,12,0,4,13.87
1893,5,4,12,3,-0.1,12,15,0,3,12.55
632,5,4,12,7,0.02,12,12,0,1,10.49
1657,5,9,12,7,0.91,12,12,0,1,12.68
706,5,11,12,10,-0.73,11,12,0,3,10.18
714,5,4,12,9,-0.8,12,12,0,2,8.67
1653,5,9,15,8,0.36,12,12,0,3,15.64
464,5,11,12,15,-0.1,12,10,1,7,23.57
1033,5,7,12,6,0.27,12,11,0,4,15.64
45,5,12,11,12,-0.13,12,12,0,3,8.41
1193,5,10,17,6,1.55,12,13,0,2,14.01
463,5,13,12,11,-0.26,11,11,0,3,9.12
1935,5,6,12,6,0.17,14,18,0,1,7.92
1148,5,7,12,12,0.36,5,5,0,2,12.3
1260,5,10,12,7,1.11,12,12,0,1,6.75
480,5,6,12,5,1.72,12,16,0,3,9.03
1871,5,7,12,9,-0.79,0,0,0,9,10.18
108,5,11,15,7,-0.06,12,12,0,4,20.49
796,5,14,15,10,0.64,12,8,0,1,14.01
457,5,7,13,10,-0.12,12,13,0,5,11.59
1575,5,11,11,14,0.62,12,10,1,2,4.18
1161,5,11,17,5,1.6,12,18,0,1,15.18
715,5,4,11,7,-1.71,9,6,0,8,6.05
2130,5,7,14,6,1.04,12,14,0,0,7.39
1654,5,10,12,13,-0.51,12,12,0,1,6.05
249,5,12,15,8,1.06,12,13,0,2,13.2
2150,5,11,15,7,1.18,12,12,0,3,37.71
217,5,8,12,13,-1.31,3,12,0,5,18.36
1899,5,7,14,9,-0.46,6,6,0,1,4.06
942,5,11,12,16,-0.05,9,11,0,3,21.33
1257,5,14,17,8,1.22,12,9,0,3,15.18
87,5,6,15,5,0.68,12,18,0,0,12.94
754,5,8,12,8,1.54,12,17,0,3,15.64
439,5,7,14,8,0.93,18,14,1,1,8.58
389,5,14,9,14,-0.57,12,12,0,1,3.32
1782,5,4,12,5,-1.11,4,0,0,4,7.17
726,5,8,12,11,-0.33,12,12,0,3,10.91
88,5,8,12,8,0.73,12,16,0,3,12.55
674,5,12,15,8,0.68,12,18,0,2,15.03
1712,5,9,12,7,-0.26,10,11,0,0,5.42
1743,5,13,9,18,-2.9,9,10,0,3,6.36
1837,5,9,12,6,-0.19,12,11,0,3,9.39
1245,5,5,9,7,-0.62,11,4,1,4,6.42
1675,5,8,12,9,0.77,12,12,0,3,10.07
936,5,11,12,8,-0.43,11,11,0,6,6.62
183,5,9,13,11,-0.92,12,12,0,5,8.08
444,5,5,11,5,0.07,12,11,0,2,6.69
2132,5,11,15,6,0.79,12,20,0,1,8.85
1014,5,12,10,14,-0.11,12,16,0,3,12.94
1421,5,5,12,4,-0.03,13,15,0,1,11.36
252,5,11,12,8,0.02,10,12,0,2,5.26
863,5,12,17,5,1.44,16,20,0,2,22.2
405,5,9,15,9,0.81,12,8,0,3,17.64
571,5,9,11,11,-0.75,8,9,0,4,9.78
400,5,7,13,6,0.09,12,12,1,4,24.29
739,5,10,12,9,1.21,10,12,0,5,8.41
291,5,4,15,5,0.34,11,10,0,7,5.05
900,5,14,14,9,0.58,14,16,0,3,14.73
348,5,7,15,6,0.94,12,16,1,1,11.59
552,5,5,12,8,-1.1,10,9,0,3,5.1
438,5,14,20,4,1.06,16,18,1,1,8.58
2047,5,13,12,11,-0.23,12,12,1,2,19.3
1039,5,11,13,7,0.98,12,12,0,3,11.7
1629,5,10,11,9,-0.38,9,9,0,4,7.85
537,5,10,16,4,0.89,12,13,1,2,13.6
1478,5,13,12,15,0.09,12,8,0,1,8.85
690,5,5,9,10,0.17,15,13,1,5,11.82
436,5,7,12,9,-0.82,6,9,0,1,14.01
1307,5,7,11,10,-0.55,6,7,0,3,10.18
1340,5,9,13,11,0.04,6,4,1,5,11.94
1040,5,6,16,6,0.56,16,17,0,4,12.55
1702,5,13,12,10,-1.21,5,0,0,3,9.12
1317,5,6,12,4,-0.07,12,14,0,2,6.49
568,5,9,13,7,0.99,12,16,0,1,5.58
1832,5,10,12,11,-1.79,7,12,0,7,10.18
1503,5,4,12,7,0.83,12,11,1,3,9.03
1115,5,6,12,5,1.19,13,12,0,4,5.99
58,5,10,14,12,-0.08,10,12,0,2,11.94
60,5,13,14,8,0.63,12,12,0,1,16.95
638,5,8,12,8,-1.22,12,12,0,5,6.11
156,5,9,11,10,-1.09,12,10,0,4,7.54
2176,5,9,12,8,-1.79,4,6,0,6,6.75
569,5,6,12,8,-1.96,12,12,0,3,7.85
1339,5,13,15,15,0.79,10,8,0,3,19.89
1859,5,10,15,9,1.1,18,18,0,2,11.02
2138,5,10,9,12,-0.79,12,12,0,2,9.49
1318,5,5,14,3,1.23,12,16,0,1,6.55
1864,5,8,12,7,-1.29,16,16,1,2,13.2
770,5,11,12,8,-0.39,8,8,1,4,3.97
2072,5,4,10,6,-0.06,12,12,0,3,10.91
858,5,4,12,6,0.55,12,11,0,3,12.68
1310,5,12,14,8,-0.08,9,12,1,3,14.73
1035,5,5,12,6,-0.58,12,12,0,4,16.44
2020,5,14,19,5,-0.06,0,0,1,5,11.7
254,5,14,12,12,0.7,12,11,0,2,8.94
1192,5,11,15,6,1.29,12,12,0,6,18.17
1438,5,12,16,10,1.0,16,16,0,1,26.05
775,5,13,15,7,1.24,12,12,0,2,22.2
1437,5,14,13,12,0.45,12,16,0,1,16.28
1936,5,7,13,4,-0.11,12,14,0,3,6.69
1050,5,5,13,4,1.02,16,13,0,5,12.18
846,5,9,11,7,-2.09,12,9,0,2,8.94
420,5,6,12,9,0.73,12,16,0,3,22.87
1097,5,14,16,8,1.42,12,14,0,1,18.73
462,5,14,12,14,-0.58,11,11,0,3,5.47
956,5,10,14,9,0.16,14,20,1,2,7.69
848,5,12,16,8,1.41,12,12,0,1,15.18
921,5,5,13,6,0.18,12,12,0,2,15.33
1620,5,8,12,10,-1.1,12,13,0,3,8.58
634,5,10,12,9,0.21,12,14,0,2,3.67
835,5,5,12,8,0.14,11,12,0,2,10.07
209,5,9,16,4,0.64,12,16,0,1,10.8
1239,5,7,10,7,-0.41,10,12,0,4,8.41
2034,5,11,11,13,0.27,2,9,0,6,16.44
411,5,9,12,7,0.01,12,12,0,1,8.67
561,5,13,13,10,-0.26,12,12,0,2,12.94
1778,5,10,12,11,0.31,9,5,0,5,11.7
662,5,4,12,7,0.06,12,6,0,2,11.25
1241,5,9,12,9,-1.49,6,12,1,2,10.59
784,5,7,12,7,-1.04,12,12,0,10,6.96
78,5,8,9,9,-1.03,11,11,0,6,1.97
408,5,4,12,7,0.09,10,12,0,3,12.81
382,5,10,12,12,-0.55,12,17,0,3,6.75
577,5,7,12,6,-0.08,12,12,0,2,7.92
529,5,11,12,13,-0.64,11,12,0,2,10.59
1389,5,11,16,8,0.96,15,18,0,1,19.49
208,5,5,12,8,-0.24,12,16,0,5,11.36
937,5,4,14,5,0.04,12,12,0,3,4.44
2013,5,8,12,7,1.19,9,12,0,3,10.07
1147,5,13,15,10,0.96,16,18,0,4,15.33
1303,5,5,13,4,0.38,15,15,1,2,8.08
1420,5,5,12,5,0.8,13,14,0,1,8.17
982,5,11,17,9,0.56,15,16,0,1,21.33
1512,5,8,12,13,0.17,12,7,0,2,6.42
1686,5,4,15,4,0.12,12,12,0,5,2.66
211,5,11,12,12,0.84,11,8,0,4,8.94
1200,5,6,14,7,0.83,10,12,1,3,6.3
2115,5,7,12,6,0.36,16,17,0,3,8.25
205,5,7,16,8,1.04,17,17,0,2,17.81
1406,5,11,12,8,1.04,13,8,0,2,8.33
791,5,10,10,11,0.22,8,7,0,3,8.0
935,5,10,15,11,1.09,16,16,0,1,34.81
540,5,11,12,10,1.23,10,12,0,1,9.03
1496,5,10,12,8,-0.73,12,12,1,3,8.76
875,5,11,12,10,-0.61,12,11,0,2,10.07
1564,5,12,13,14,-1.21,12,12,1,2,4.39
719,5,10,12,13,0.1,12,9,0,5,5.05
678,5,10,15,5,1.03,9,9,0,3,14.01
1314,5,5,14,2,1.18,12,12,1,5,8.0
1947,5,5,10,10,-2.38,9,6,0,6,4.48
1081,5,5,13,7,1.25,12,12,0,1,11.36
947,5,7,12,10,-0.62,12,12,1,4,8.85
868,5,13,16,7,2.01,14,15,0,1,19.49
1655,5,12,12,11,0.75,8,9,0,2,12.55
137,5,14,15,8,1.13,14,16,0,1,13.74
324,5,4,12,5,0.23,8,10,0,6,9.78
1585,5,13,20,9,1.09,14,16,0,2,10.7
933,5,12,12,11,1.24,8,8,0,2,13.46
1626,5,13,12,13,0.01,13,13,0,4,8.41
2040,5,4,9,10,-3.14,6,0,0,7,8.0
2125,5,13,15,11,0.25,12,12,1,1,10.38
991,5,10,12,11,1.42,12,20,0,2,11.47
1474,5,4,12,9,-0.88,12,12,0,6,11.47
504,5,7,15,7,-0.22,16,16,1,3,8.5
120,5,5,12,4,1.05,11,12,0,3,9.97
883,5,9,15,6,1.05,17,17,0,2,29.37
303,5,6,15,7,0.99,12,14,0,2,20.09
1064,5,10,13,9,-0.04,12,12,0,0,17.29
658,5,11,15,7,0.83,16,16,0,5,19.49
1744,5,9,12,9,-2.27,9,8,0,1,3.78
1174,5,11,17,7,0.99,18,18,0,1,9.49
176,5,6,11,11,-0.79,9,16,0,5,6.11
1691,5,6,15,2,1.07,12,12,0,3,3.6
65,5,7,15,8,0.78,13,20,0,1,14.59
870,5,7,15,4,1.05,15,16,0,5,10.38
1055,5,9,12,11,-0.09,12,12,0,3,18.17
1448,5,11,12,13,-0.38,12,11,1,3,21.12
562,5,6,12,5,-0.32,11,16,1,3,14.15
2119,5,5,12,9,0.06,12,11,0,1,14.73
2135,5,7,12,8,-0.37,12,12,1,0,8.0
1785,5,8,10,9,-0.7,12,8,0,6,27.39
1082,5,7,15,6,1.33,16,18,0,3,13.46
290,5,4,12,5,0.28,12,14,0,4,16.12
298,5,4,12,6,-0.5,12,12,0,3,8.33
471,5,11,12,11,0.61,12,12,0,3,7.61
2079,5,4,10,10,-0.55,10,8,0,2,5.21
1661,5,9,10,11,-0.41,11,12,0,3,11.7
2080,5,13,16,9,0.2,14,16,0,5,31.19
938,5,9,15,7,0.91,11,12,0,1,17.12
320,5,13,14,13,1.11,15,16,0,3,6.62
1490,5,8,10,14,-0.79,12,12,0,8,12.18
294,5,11,15,8,0.71,12,12,0,4,7.46
502,5,9,12,10,-0.3,12,12,0,1,11.94
669,5,14,15,15,1.34,12,18,0,2,7.92
871,5,14,17,7,-0.19,15,16,0,5,4.35
862,5,5,13,9,0.14,16,13,0,1,11.59
1243,5,11,11,14,-1.95,15,18,1,2,5.7
329,5,13,15,13,-0.77,12,20,0,7,13.87
1352,5,6,12,10,0.4,12,12,0,3,8.58
1453,5,6,11,9,-1.18,12,10,0,5,9.68
300,5,11,12,8,-0.95,12,12,0,3,9.21
1431,5,8,15,6,0.35,12,12,0,2,8.67
1232,5,7,15,3,1.06,12,16,0,0,10.28
100,5,8,12,6,-1.0,12,12,0,2,6.89
795,5,12,12,12,1.02,12,10,0,2,4.71
2175,5,9,15,6,1.08,16,14,0,2,17.46
1347,5,4,13,7,0.6,12,20,1,9,14.73
29,5,8,16,7,0.3,5,4,0,2,18.17
1908,5,6,12,8,-0.39,10,10,0,3,23.1
259,5,6,12,6,0.46,11,12,0,2,22.2
98,5,12,11,11,-0.98,12,12,0,2,9.68
759,5,6,12,9,0.22,12,12,0,2,15.33
1533,5,9,12,6,0.21,12,12,1,2,4.81
1213,5,9,11,8,0.57,14,16,0,1,5.75
751,5,10,12,11,0.03,10,12,0,2,7.46
857,5,12,11,11,0.37,14,8,1,0,12.81
1593,5,4,11,6,0.25,14,14,0,1,9.03
786,5,8,12,7,0.12,9,8,0,1,12.18
1735,5,7,12,11,0.75,12,12,0,3,8.67
855,5,5,13,8,0.42,12,12,0,3,15.03
286,5,11,15,7,0.55,16,16,0,6,10.49
1078,5,9,13,8,0.01,12,10,0,6,13.07
415,5,10,15,8,0.64,12,16,0,7,8.76
2100,5,10,15,4,0.22,15,14,0,2,6.49
889,5,7,10,8,0.46,12,12,0,5,15.18
643,5,9,15,3,-0.91,12,12,0,1,3.0
1767,5,6,13,8,1.31,14,13,0,2,13.2
814,5,8,9,9,-1.95,8,5,0,2,5.37
30,5,6,15,4,1.18,12,9,0,1,14.44
723,5,13,15,9,0.94,15,16,0,2,12.18
1536,5,11,15,10,0.39,13,14,0,2,9.68
283,5,10,9,10,0.34,12,13,0,5,7.54
1101,5,4,12,6,0.43,12,12,0,2,8.33
268,5,7,12,11,-1.11,12,12,0,1,37.34
91,5,5,12,7,-0.34,16,13,0,2,6.23
319,5,9,12,11,0.2,8,12,0,1,7.61
943,5,6,12,5,-1.39,12,12,0,5,3.67
442,5,11,17,9,0.78,13,12,0,1,4.9
1648,5,5,15,4,0.87,12,15,0,3,5.75
372,5,10,12,13,0.22,12,14,0,3,4.18
223,5,5,12,5,-0.44,8,8,1,4,10.07
1145,5,5,15,5,0.8,12,12,0,7,15.8
1075,5,11,16,8,-1.07,12,12,0,6,13.07
1646,5,9,16,6,0.62,13,16,0,1,12.06
731,5,4,12,6,0.25,12,6,0,3,1.84
837,5,10,12,7,0.05,12,12,1,5,7.39
2074,5,7,12,11,-2.33,0,0,0,2,22.42
1730,5,6,12,10,-0.11,11,8,0,5,9.03
2061,5,12,12,15,-2.39,4,12,0,8,17.29
239,5,13,15,8,-0.56,13,14,0,3,21.33
1529,5,7,12,8,-0.06,13,13,0,5,15.8
377,5,4,13,6,-0.81,14,9,0,2,10.49
264,5,11,18,9,1.09,12,12,0,4,25.53
1954,5,7,12,9,-2.55,4,4,0,8,9.49
878,5,13,18,9,1.58,16,17,0,1,29.96
742,5,7,12,7,0.84,10,11,0,2,6.69
1891,5,8,12,8,-1.17,10,12,1,6,31.82
1885,5,9,11,11,-0.55,6,4,0,8,9.97
756,5,6,12,5,0.99,12,12,0,3,8.25
1283,5,10,11,8,-1.68,12,13,1,1,11.36
1945,5,6,12,7,-0.74,12,12,0,6,9.87
1488,5,13,16,6,1.0,13,16,0,4,9.87
849,5,9,10,9,-1.06,10,9,0,0,9.21
2127,5,11,10,12,-0.07,14,12,0,1,7.39
1780,5,7,11,11,-2.06,5,0,0,1,13.33
2126,5,14,11,17,-0.11,9,1,1,7,14.88
280,5,4,12,6,0.32,12,16,0,1,17.29
1516,5,8,12,7,-1.27,10,9,0,6,9.39
1499,5,11,16,11,0.89,14,16,0,2,7.46
1043,5,10,12,8,1.16,13,12,0,4,14.59
1259,5,11,12,9,0.94,12,12,0,2,15.8
980,5,8,14,6,0.67,12,16,0,5,11.13
737,5,9,16,4,1.28,14,16,0,1,11.7
167,5,13,16,7,1.4,12,12,0,2,16.44
1733,5,8,12,6,-0.44,12,6,0,0,4.1
279,5,4,12,6,-0.25,14,16,0,3,9.78
782,5,8,12,8,0.07,8,8,0,3,3.56
1393,5,4,11,10,-0.05,12,12,0,4,23.81
1184,5,12,9,12,-0.33,12,12,1,3,6.69
163,5,6,12,7,0.97,16,12,0,3,20.29
276,5,4,12,7,1.38,12,12,0,3,14.3
1186,5,5,12,6,1.18,15,13,0,2,11.13
1280,5,5,9,7,-0.13,11,10,0,1,6.3
895,5,10,12,9,0.0,16,10,0,3,5.16
2038,5,4,10,9,-1.51,7,7,0,7,17.46
1680,5,7,12,10,-1.24,12,18,0,6,7.54
1987,5,13,12,12,-1.24,5,3,1,3,11.02
1392,5,12,16,8,-0.93,12,12,1,1,9.87
321,5,10,15,8,1.35,15,16,0,3,16.95
605,5,12,12,10,0.31,12,12,0,1,10.18
1467,5,11,12,9,0.39,12,10,0,3,8.85
1667,5,6,12,7,1.02,12,12,0,4,8.67
885,5,9,11,12,-2.05,10,12,0,3,13.33
1485,5,6,12,6,0.88,13,17,0,4,5.37
1521,5,11,12,13,-1.25,10,12,1,2,15.96
152,5,8,17,7,0.12,12,12,0,2,13.6
925,5,5,15,6,-0.19,12,12,0,3,8.85
1107,5,4,12,6,-0.52,12,12,0,1,15.18
241,5,14,12,13,-0.78,10,12,0,6,2.66
843,5,8,12,9,-1.44,9,9,0,3,10.7
1645,5,11,15,6,0.53,12,12,0,3,16.44
1868,5,7,12,8,-0.36,12,15,0,13,2.66
1072,5,8,12,8,-0.19,9,12,0,2,7.32
222,5,10,15,10,0.26,9,6,1,4,9.3
1724,5,5,12,10,-0.72,12,6,0,2,4.18
203,5,10,15,7,1.15,12,14,0,2,14.3
828,5,11,15,9,0.71,12,14,0,1,10.7
1651,5,12,14,7,0.64,14,16,0,2,20.91
274,5,6,12,6,0.19,12,11,0,4,11.59
567,5,13,16,6,0.34,12,15,0,2,27.11
325,5,7,12,9,0.31,12,12,0,4,9.87
89,5,6,13,7,0.45,12,12,1,6,10.7
180,5,12,16,9,1.31,12,16,0,4,20.29
2031,5,7,14,8,-0.38,12,12,0,5,11.59
1507,5,10,15,7,1.07,12,12,0,3,12.68
1681,5,13,12,13,0.77,17,8,0,1,2.44
1156,5,12,15,10,0.69,12,12,0,2,8.0
1857,5,4,10,6,-1.03,7,7,0,2,8.67
688,5,6,12,11,0.57,10,9,0,1,14.59
486,5,6,13,6,-0.81,6,4,0,1,10.38
833,5,4,10,8,-0.05,9,7,0,3,13.07
839,5,12,13,10,0.77,9,10,0,2,8.17
966,5,13,15,11,0.4,16,16,0,2,13.46
322,5,11,15,7,1.36,15,16,0,3,16.78
2177,5,7,9,10,0.44,8,6,0,4,8.76
2168,5,8,16,8,-0.21,14,16,0,5,12.06
333,5,5,12,6,-0.18,12,15,0,2,3.94
1581,5,8,12,9,-1.26,12,14,0,2,11.25
1494,5,4,12,6,0.85,12,12,0,1,18.36
314,5,5,12,4,-0.99,11,12,0,9,15.49
495,5,12,12,11,0.19,12,8,0,3,10.28
112,5,9,15,10,-0.36,12,13,0,3,14.15
331,5,8,13,9,0.87,12,16,0,3,7.85
1875,5,6,10,9,-1.37,8,9,0,7,4.66
266,5,8,12,10,0.3,16,17,0,1,7.92
401,5,6,15,7,-0.16,11,11,1,4,17.64
700,5,5,12,6,0.97,12,12,0,3,12.06
337,5,11,15,5,1.04,10,12,0,2,35.87
907,5,10,14,7,1.11,12,12,0,2,6.36
467,5,7,13,5,0.12,12,12,0,2,12.06
603,5,14,11,13,-2.11,12,14,1,2,7.24
1273,5,7,9,15,-1.28,8,6,0,8,4.95
338,5,6,12,5,-0.11,12,12,0,0,12.68
144,5,9,15,6,1.25,12,18,0,2,16.44
1182,5,4,12,6,-0.58,12,12,0,3,8.0
53,5,8,15,5,0.98,13,12,0,0,8.67
761,5,9,12,6,-1.24,12,12,1,2,7.03
288,5,6,12,9,-0.76,14,14,1,3,8.58
892,5,14,11,16,0.92,17,12,1,3,14.15
1688,5,8,12,8,1.05,15,14,0,5,6.3
1434,5,6,12,6,1.38,12,12,0,2,8.5
836,5,7,9,14,-1.58,11,5,0,1,6.96
153,5,14,18,12,1.02,16,16,0,2,42.95
169,5,8,12,10,-1.01,11,11,0,2,20.49
1329,5,12,12,15,-2.83,12,10,0,1,3.9
2062,5,7,14,8,0.44,12,12,0,1,19.89
1687,5,8,15,6,1.21,15,14,0,5,14.73
155,5,5,12,10,-0.03,12,10,0,4,11.02
1897,5,12,10,14,-1.56,5,16,0,9,5.81
807,5,9,15,6,1.32,16,18,0,1,8.25
54,5,4,11,6,0.15,12,12,0,2,10.91
345,5,12,16,8,1.22,8,12,0,2,13.6
616,5,11,12,14,0.13,12,12,0,3,12.81
2083,5,12,15,6,0.64,12,8,0,2,16.78
1797,5,4,12,5,-1.82,6,6,0,3,8.0
145,5,4,12,6,0.38,12,12,0,1,12.18
354,5,5,10,11,-0.32,8,5,0,8,5.87
1975,5,7,13,9,0.77,3,5,0,4,11.7
1109,5,6,12,9,0.69,12,8,0,4,16.12
926,5,7,12,5,-0.36,8,8,0,1,9.21
1995,5,14,9,14,-1.16,6,16,0,3,15.8
905,5,5,12,4,-0.19,7,12,0,2,15.8
313,5,4,13,7,0.77,10,12,0,9,23.34
600,5,12,15,11,1.32,17,20,0,1,15.33
236,5,6,12,4,0.32,14,12,0,1,5.75
1403,5,7,12,8,-0.68,12,12,0,2,15.96
1126,5,11,12,8,-2.3,9,10,0,3,5.31
234,5,4,12,8,-0.35,8,8,0,1,12.55
1342,5,8,11,11,-0.22,6,6,0,7,5.81
375,5,9,15,8,1.27,14,11,0,2,12.81
1391,5,13,14,14,1.44,10,8,0,1,12.43
347,5,12,15,7,0.6,12,12,0,3,13.46
570,5,6,12,8,0.76,13,13,0,5,11.7
332,5,6,12,8,0.09,12,16,0,8,8.94
248,5,11,15,8,1.6,12,13,0,2,17.12
1077,5,4,12,7,-0.24,12,10,0,6,10.18
1227,5,13,16,9,1.04,16,18,0,2,9.3
2088,5,8,15,10,1.03,13,18,0,3,19.49
233,5,5,12,7,0.23,12,12,0,3,11.47
1444,5,11,13,12,0.19,11,16,0,2,3.06
613,5,9,13,13,0.24,12,12,0,0,16.61
1953,5,4,9,11,-1.17,12,7,0,4,8.0
2025,5,8,12,9,-0.52,0,0,0,4,7.61
1275,5,5,13,4,0.94,12,12,1,3,4.76
825,5,13,12,10,-1.52,0,0,0,9,4.31
51,5,8,14,5,0.93,16,18,0,2,26.84
1088,5,7,12,9,-1.12,10,8,0,9,13.6
1326,5,11,15,9,0.51,14,11,0,6,7.46
1535,5,4,12,8,-1.0,12,9,0,1,17.46
2048,5,14,9,15,-1.82,3,6,1,4,3.1
2174,5,6,14,6,0.46,6,8,0,13,14.88
1235,5,9,15,7,1.05,16,17,0,2,18.73
578,5,12,13,8,-0.5,12,12,0,2,13.2
1963,5,12,12,12,-1.05,9,7,0,6,8.67
687,5,4,14,5,1.32,12,12,0,2,16.28
459,5,9,10,10,-0.79,12,12,0,3,14.15
958,5,11,15,8,1.27,14,16,0,3,12.06
230,5,7,12,10,0.39,12,12,0,2,15.64
369,5,8,15,7,0.67,16,20,0,4,19.49
897,5,6,10,7,-0.26,7,12,1,1,3.49
1051,5,12,15,7,-0.08,16,13,0,5,8.08
404,5,6,13,9,0.95,11,11,0,2,9.03
536,5,8,14,10,-0.35,8,4,0,3,8.41
1776,5,6,11,8,-2.02,3,4,0,5,8.17
1266,5,7,9,8,-1.55,12,12,0,2,9.39
