advanced,alcbev,appar,college,entert,food,foodaway,health,income,smsa
0,0.0,0.0,0,114.11,125.19,38.52,58.89,25.0,1
0,0.0,33.56,0,24.67,130.0,0.0,57.78,26.67,1
0,0.0,0.0,0,18.89,129.44,17.33,66.6,35.65,1
0,0.0,2.22,0,58.44,96.3,96.3,66.67,52.78,1
0,0.0,33.89,1,85.44,325.0,72.22,154.41,134.07,1
1,10.56,25.19,0,27.56,72.22,21.67,42.43,115.65,1
0,0.0,0.0,0,94.89,187.78,0.0,294.44,51.17,1
0,1.11,0.0,0,18.78,60.19,9.63,16.3,94.17,1
0,13.33,0.0,1,15.56,52.96,12.04,43.33,62.6,1
0,41.67,79.78,1,75.0,245.56,72.22,0.0,40.61,1
0,0.0,0.0,0,6.44,105.93,28.89,17.78,24.88,1
0,0.0,39.33,0,93.63,72.22,17.59,24.44,48.33,1
0,4.44,16.22,0,25.0,52.96,0.0,16.67,52.86,1
0,0.0,55.56,0,49.26,86.67,48.15,6.67,62.29,1
1,3.89,3.44,0,13.33,48.15,24.07,14.44,143.36,1
1,6.67,33.33,0,152.44,252.78,0.0,66.67,85.49,1
1,26.67,20.22,0,67.44,115.56,28.89,80.89,70.02,1
0,13.33,46.63,1,52.22,108.44,77.04,53.44,138.36,1
0,1.67,107.56,1,20.33,195.33,78.89,55.56,89.17,1
0,0.0,26.67,0,58.11,149.26,86.67,25.67,109.17,1
0,33.33,0.0,1,10.0,180.56,36.11,380.78,40.33,1
0,53.33,8.89,1,90.89,216.67,144.44,148.67,81.67,1
0,0.0,0.0,0,13.89,48.15,12.04,6.67,67.27,1
1,30.78,0.0,0,58.0,88.59,146.78,55.56,104.19,1
0,0.0,0.0,0,14.22,77.04,14.44,0.0,26.67,1
0,83.33,22.56,0,59.11,216.67,72.22,105.52,30.83,1
0,21.11,36.67,0,93.33,77.04,24.07,84.56,65.27,1
0,0.0,0.0,1,13.33,101.11,95.44,238.89,105.83,1
0,4.0,9.26,1,39.44,93.19,77.04,94.42,26.55,0
0,0.0,5.56,0,26.67,120.37,24.07,42.96,33.33,1
1,0.0,0.0,0,0.0,45.74,9.63,22.22,46.99,1
0,53.33,7.26,1,88.67,120.37,120.37,446.78,126.3,1
1,20.0,272.78,0,161.56,151.67,205.0,56.89,66.67,1
0,8.0,0.0,0,40.33,180.56,57.78,79.93,49.24,1
0,6.67,0.74,0,13.89,48.15,4.81,32.89,67.92,1
0,60.0,6.33,0,176.11,180.56,86.67,313.78,99.63,1
1,0.0,18.78,0,46.67,173.33,86.67,0.0,127.26,1
0,0.0,0.0,0,0.0,16.85,9.63,14.81,198.16,1
0,24.44,44.07,1,93.56,107.78,72.22,0.0,180.16,1
0,0.0,53.0,1,86.7,182.96,96.3,0.0,98.51,1
1,0.0,0.0,0,26.67,433.33,288.89,200.0,88.1,1
1,0.0,11.11,0,21.44,325.0,36.11,223.33,59.5,1
0,0.0,0.0,0,28.89,255.19,0.0,91.53,13.4,1
0,0.0,34.11,1,39.48,43.33,6.74,175.89,64.33,1
1,6.67,31.11,0,396.78,144.44,86.67,61.33,127.25,1
1,2.11,67.0,0,106.33,160.78,91.78,339.22,179.12,1
0,0.0,56.67,0,121.78,216.67,80.0,5.0,66.95,0
0,1.67,0.0,0,9.11,32.41,0.0,15.89,36.11,1
0,0.0,0.0,1,14.44,48.15,57.78,0.0,42.8,1
0,0.0,0.0,0,0.0,86.67,44.44,0.0,16.92,1
0,0.0,8.7,0,26.89,88.59,41.48,10.67,44.09,1
0,0.0,0.0,0,0.0,216.67,94.44,67.27,13.22,1
0,20.0,0.0,1,31.56,130.0,57.78,220.22,69.17,1
0,0.0,14.44,0,15.56,108.33,28.89,0.0,104.18,1
0,0.0,58.89,1,122.56,72.22,144.44,121.56,74.88,1
0,0.0,0.0,0,24.22,48.15,48.15,1.11,85.38,1
0,0.78,0.0,0,12.22,50.07,0.0,45.56,58.02,1
0,5.56,1.0,1,15.56,67.41,28.89,0.0,46.29,1
1,0.0,3.52,0,9.89,67.41,0.0,0.0,25.0,1
1,5.78,5.04,0,162.44,187.07,105.89,146.48,80.75,1
0,0.0,0.0,0,7.67,45.74,9.63,5.44,17.76,0
1,50.0,61.11,0,162.33,462.22,144.44,61.67,66.47,1
1,24.44,13.11,0,111.0,202.22,57.04,344.33,115.28,1
0,0.0,0.0,0,20.0,14.44,216.67,0.0,18.63,1
0,0.0,0.0,0,15.56,48.15,11.56,92.2,26.87,1
0,0.0,0.0,1,22.22,125.19,24.07,34.96,82.02,1
0,0.0,0.0,0,26.67,81.85,0.0,88.89,42.4,1
1,0.0,28.89,0,41.11,173.33,38.52,23.31,86.92,1
0,11.11,15.56,0,1.11,57.78,28.89,64.93,13.65,0
0,0.0,64.67,0,64.56,72.22,110.0,0.0,36.86,1
0,0.0,0.0,0,7.78,72.22,24.07,39.06,21.1,0
0,0.0,7.78,0,20.0,67.41,32.22,441.93,56.55,1
0,13.33,12.22,0,12.56,245.56,57.78,1.56,41.67,1
0,0.0,1.33,0,0.67,260.0,28.89,0.0,26.32,1
0,8.89,14.0,0,23.33,52.96,9.63,29.33,47.05,1
0,0.0,0.0,0,68.89,77.04,0.0,0.0,40.0,1
0,0.0,0.0,0,0.0,52.33,22.22,0.0,29.11,1
0,0.0,88.67,0,10.78,60.67,19.26,73.42,44.2,1
1,0.0,37.89,0,17.07,65.11,7.22,13.96,90.97,1
0,0.0,1.67,1,10.0,48.15,4.81,99.1,34.39,0
0,0.0,15.0,1,16.67,158.89,144.44,74.38,52.03,1
0,0.0,36.0,0,39.56,324.22,64.11,52.44,73.98,1
0,0.0,0.37,0,0.0,38.52,0.0,0.0,25.0,1
0,0.0,0.0,0,29.78,283.11,24.07,19.78,58.33,1
0,0.0,29.44,1,18.11,151.67,86.67,219.33,81.67,1
0,0.0,0.0,0,14.22,86.67,0.0,69.93,39.47,1
0,0.0,89.78,1,63.33,187.78,57.78,37.56,65.0,1
0,10.0,23.22,0,95.33,147.33,0.0,4.0,90.07,1
1,4.33,17.78,0,17.33,125.67,72.22,54.67,43.5,1
0,0.0,1.22,1,33.56,65.0,9.63,95.11,66.25,1
0,0.0,0.0,1,56.89,79.44,43.33,76.44,102.49,1
0,1.67,18.67,0,53.33,101.11,57.78,73.89,58.0,1
0,0.0,10.89,0,62.22,137.22,36.11,9.67,47.5,0
0,22.22,0.0,0,90.04,221.48,28.89,138.89,85.54,1
0,0.0,18.89,1,121.44,192.59,0.0,103.48,105.67,1
0,4.44,0.0,0,48.22,101.11,38.52,34.81,49.87,1
0,6.67,40.0,0,22.22,94.96,28.89,35.56,50.83,1
0,3.78,162.67,1,314.78,266.0,199.0,221.44,179.94,1
0,0.0,16.11,1,0.0,86.67,28.89,368.89,35.0,0
1,23.33,72.0,0,80.89,158.89,43.33,65.56,104.17,1
1,76.67,207.56,0,42.56,137.22,216.67,172.78,54.17,1
0,0.0,2.44,0,8.0,43.33,7.22,0.0,19.88,1
0,0.0,16.44,1,7.33,127.11,14.44,60.79,63.46,1
0,0.0,0.0,0,34.33,72.22,13.33,40.0,25.0,1
0,0.0,0.0,0,17.11,86.67,0.0,0.0,82.11,1
0,0.0,77.15,1,22.07,52.96,49.93,44.44,120.83,1
0,0.0,5.44,1,48.89,216.67,66.67,57.78,64.72,1
0,0.0,19.33,1,9.33,192.11,21.67,239.33,98.87,1
1,0.0,8.33,0,17.0,115.56,14.44,470.93,53.57,1
1,0.0,71.33,0,76.67,244.44,167.22,372.22,79.21,1
0,3.33,0.0,1,7.78,72.22,24.07,166.67,133.5,1
0,6.67,44.44,0,24.44,77.04,77.04,88.89,95.83,1
0,5.56,45.44,1,294.78,176.11,65.78,207.78,179.24,1
1,15.56,272.22,0,22.33,67.41,77.04,294.67,153.36,1
1,2.22,41.89,0,152.0,240.74,122.0,65.78,179.29,1
0,0.0,0.78,1,42.33,53.93,54.67,3.67,82.94,1
0,33.33,84.44,0,98.0,245.56,100.0,53.33,111.39,1
0,0.0,45.44,1,15.11,28.89,7.22,16.11,41.67,1
0,0.0,28.44,0,17.78,166.11,43.33,0.0,20.3,1
0,0.0,0.0,0,15.0,38.52,24.07,0.0,57.83,0
0,4.44,18.89,0,35.89,360.74,162.74,61.33,100.8,1
0,0.0,13.89,0,13.7,70.52,26.48,3.33,53.62,0
0,6.67,44.44,1,55.07,48.15,5.56,6.67,77.85,1
1,26.67,51.11,0,100.56,245.56,36.11,205.0,117.08,1
0,0.0,0.0,0,0.0,125.19,0.0,0.0,38.33,1
0,5.0,154.33,0,158.22,130.0,185.56,61.78,50.0,1
0,0.0,3.33,0,0.0,28.89,0.0,23.0,45.47,1
0,33.33,26.67,0,20.96,144.44,14.81,33.33,69.49,1
0,0.0,2.78,0,13.0,48.15,12.04,503.09,70.99,1
0,0.0,8.33,1,10.33,24.07,19.26,0.0,93.33,1
0,2.78,0.37,1,22.56,24.07,0.0,8.33,71.42,1
0,0.0,16.67,0,16.67,115.56,0.0,28.2,17.68,0
0,16.67,40.0,0,20.11,79.44,36.11,0.0,75.0,1
1,14.44,8.33,0,10.63,59.81,48.52,81.66,101.48,1
0,31.67,17.56,1,25.56,173.33,57.44,41.67,55.0,0
0,0.0,0.0,1,29.67,158.44,72.22,0.0,75.72,1
1,0.0,23.78,0,26.67,260.0,115.56,93.33,112.52,1
0,2.22,0.44,0,31.11,57.78,24.07,0.0,33.33,1
0,0.0,133.33,0,22.78,141.22,0.0,0.0,31.67,1
0,0.0,45.89,1,22.0,93.89,36.11,424.78,79.11,0
0,35.56,16.67,0,27.11,144.44,77.04,71.56,55.68,1
0,27.78,114.33,1,210.22,162.22,416.11,310.56,106.65,1
0,0.0,55.33,0,28.22,274.44,72.22,33.3,45.36,1
0,0.0,0.0,0,9.44,48.15,0.0,17.11,34.83,1
0,0.0,3.56,1,52.22,101.11,14.44,61.11,67.64,1
0,0.0,0.0,1,19.11,139.63,0.0,397.89,48.59,0
0,3.33,5.56,0,8.33,26.48,9.63,2.22,64.21,1
0,0.0,12.22,0,21.33,216.67,76.44,133.33,29.17,1
0,0.0,10.19,1,109.59,39.48,38.52,52.0,134.17,1
0,0.0,20.67,0,21.44,72.22,32.22,0.0,21.27,0
0,8.89,0.0,1,1.67,173.33,9.63,66.67,76.83,1
0,5.56,0.0,1,10.56,89.56,3.37,20.0,126.55,1
0,0.0,22.22,0,16.41,23.59,33.7,155.56,139.39,0
0,16.0,15.33,1,73.15,92.44,54.0,60.0,95.83,1
0,0.0,0.0,0,14.33,14.44,48.15,11.3,37.5,1
1,2.22,0.56,0,113.19,65.11,0.0,80.67,114.93,1
1,74.0,12.89,0,76.0,180.56,231.11,213.0,179.12,1
1,16.67,38.89,0,8.33,108.33,144.44,60.44,93.33,1
0,0.0,14.67,0,91.33,166.11,10.67,119.89,26.43,1
1,0.0,2.44,0,35.63,77.04,9.63,100.0,49.95,1
0,16.67,35.44,1,91.33,173.33,183.33,111.33,18.73,1
0,0.0,0.0,0,11.56,57.78,24.07,63.04,121.81,1
1,0.0,0.0,0,29.11,144.44,48.15,136.6,49.41,1
1,0.0,75.56,0,83.04,125.19,48.15,168.89,101.43,1
0,7.0,4.0,1,68.56,26.48,53.48,38.81,105.33,0
0,0.0,24.44,0,0.0,144.44,57.78,0.0,20.22,1
0,44.44,82.22,0,51.78,120.37,166.67,44.44,130.0,1
0,4.44,0.0,0,18.56,57.78,24.07,0.0,61.67,1
0,0.0,11.11,0,26.89,163.7,38.52,145.73,54.16,1
0,0.0,0.0,0,3.11,62.59,0.74,55.56,32.5,1
0,0.0,8.89,1,0.0,61.52,24.07,0.0,30.17,1
0,12.89,34.41,0,8.52,48.15,48.15,11.1,77.33,1
0,0.0,38.44,0,126.44,137.78,80.0,0.0,47.81,1
0,0.0,22.89,1,8.85,84.26,0.0,58.33,171.17,1
1,52.44,30.11,0,85.15,162.74,120.37,87.78,67.19,1
0,0.0,11.11,1,2.22,101.11,28.89,44.44,132.5,1
0,23.67,21.44,1,245.22,164.67,75.22,196.56,186.67,1
0,0.0,11.67,1,18.11,26.48,36.11,130.44,72.5,1
0,4.44,39.33,0,89.22,91.0,19.26,120.37,111.25,1
1,0.0,2.22,0,26.44,62.59,19.26,52.22,73.96,1
0,0.0,65.56,1,62.11,158.89,31.44,243.78,66.85,1
0,0.0,14.78,0,80.22,219.44,65.56,142.04,162.06,1
0,0.0,41.56,0,0.0,62.59,38.15,30.67,73.4,0
0,16.67,12.96,0,125.11,57.78,64.81,177.0,157.5,1
0,66.67,22.78,0,40.0,132.89,72.22,133.33,161.54,1
0,10.0,0.0,0,4.44,38.52,23.7,111.11,66.67,1
0,0.0,39.0,0,41.15,105.93,48.15,23.09,46.45,1
0,0.0,0.0,0,17.44,144.44,0.0,2.67,17.46,1
0,22.22,104.22,0,68.0,120.37,157.78,26.89,77.61,1
0,0.0,0.0,1,13.89,43.33,0.0,0.0,74.58,1
1,23.33,13.78,0,31.78,57.78,43.33,61.67,43.33,1
1,0.0,2.78,0,25.0,101.11,105.0,249.78,69.07,1
1,16.67,0.0,0,64.11,115.56,28.89,0.0,141.67,1
0,5.56,0.0,1,8.89,52.96,48.15,0.0,33.75,1
0,5.11,24.11,1,481.11,72.22,127.44,263.44,80.32,1
0,0.0,0.0,1,19.33,48.15,19.26,65.67,110.56,1
0,0.0,0.0,0,0.0,81.85,14.44,0.0,27.36,1
0,0.0,111.11,0,43.33,115.56,0.0,79.97,79.3,1
0,0.0,10.56,0,32.78,57.78,14.44,113.56,57.27,1
1,0.0,38.0,0,29.0,144.44,180.56,1144.78,117.23,1
0,0.0,72.78,1,61.78,125.19,38.52,14.44,100.0,1
0,0.0,11.11,1,73.44,86.67,14.44,58.0,83.54,1
0,0.0,11.56,0,0.0,50.56,0.0,8.89,11.5,1
1,0.0,0.0,0,0.0,105.11,0.0,66.62,14.08,1
1,0.0,11.11,0,38.33,195.0,72.22,45.56,182.55,1
0,0.0,15.56,0,21.67,187.78,0.0,290.0,21.68,0
1,0.0,6.67,0,26.33,79.44,0.0,161.33,41.67,1
0,0.0,16.67,0,18.0,120.37,114.07,55.56,54.37,1
0,0.0,0.0,0,20.0,96.3,48.15,66.67,46.12,1
0,0.0,21.44,0,38.33,187.78,43.33,3.33,27.08,1
0,0.0,6.67,0,0.56,115.56,12.22,20.0,64.0,1
0,0.0,33.56,1,203.67,162.78,344.44,286.38,90.41,1
0,0.0,75.0,1,50.0,180.56,57.78,0.0,166.67,1
0,0.0,11.11,1,68.89,110.37,56.67,61.29,51.6,1
1,0.0,33.33,0,132.78,202.22,28.89,87.78,114.64,1
0,1.0,24.22,1,7.67,166.11,38.89,206.0,73.33,1
0,0.0,0.0,0,11.67,144.44,0.0,85.0,37.5,1
1,0.0,10.22,0,33.78,105.0,90.0,118.33,68.93,1
0,0.0,0.0,0,14.67,67.41,24.07,0.0,40.63,1
0,0.0,76.56,1,11.04,42.85,31.0,59.27,50.25,1
0,0.0,41.89,1,142.11,296.11,57.78,13.33,101.71,1
0,0.0,0.0,0,5.56,52.96,9.63,0.0,83.33,1
0,0.0,0.0,0,7.0,110.74,24.07,0.0,53.53,1
1,2.22,1.11,0,65.22,67.41,21.67,28.32,110.92,0
0,0.0,51.67,1,108.89,67.41,38.52,12.59,99.17,1
0,0.0,35.67,1,61.67,144.44,97.67,116.67,43.54,0
0,0.0,24.56,0,6.67,43.33,43.33,0.0,17.33,1
0,0.0,0.0,0,0.0,144.44,50.81,0.0,40.1,1
0,0.0,48.44,1,36.44,110.74,229.63,13.22,130.66,1
1,4.44,40.89,0,67.07,57.78,28.52,11.11,182.5,1
0,0.0,35.56,0,23.33,48.15,0.0,22.2,27.05,1
0,0.0,11.89,0,11.11,105.11,0.0,24.44,52.19,0
1,15.19,35.56,0,45.07,115.56,45.04,97.04,65.05,1
1,0.0,15.93,0,25.78,84.07,99.63,74.22,53.47,1
1,0.0,0.0,0,28.33,192.59,72.22,103.33,137.58,1
0,5.56,73.15,1,53.48,120.93,74.44,193.15,149.31,1
0,0.0,0.0,0,0.0,26.48,0.0,52.22,20.32,1
0,28.89,59.81,0,71.56,192.59,96.3,437.78,27.79,1
1,8.33,35.67,0,234.44,130.0,72.22,248.78,75.0,1
0,12.22,0.0,1,70.07,94.96,4.81,171.11,41.17,1
0,0.0,26.89,0,10.78,144.44,36.11,198.97,31.77,1
0,133.33,71.89,1,105.0,134.81,96.3,106.67,175.0,1
1,0.0,13.89,0,20.0,166.11,0.0,59.97,52.9,1
0,0.0,30.44,0,0.0,120.37,31.3,100.31,94.14,1
0,0.0,8.67,0,0.0,34.44,18.33,26.67,57.18,1
1,0.0,47.11,0,28.89,60.67,21.67,26.67,25.15,1
0,0.0,0.0,0,5.67,55.37,4.81,8.89,43.6,0
1,0.0,0.0,0,40.0,144.44,0.0,96.16,56.62,1
1,0.0,55.33,0,76.33,108.33,144.44,8.33,99.02,1
0,6.67,17.78,0,98.37,127.41,52.96,15.56,57.02,1
1,16.67,116.67,0,253.22,144.44,141.67,119.11,67.5,1
0,0.0,0.0,1,0.0,209.44,97.22,154.44,55.85,0
1,13.33,28.67,0,92.0,253.33,316.67,99.78,70.33,1
0,0.0,19.22,0,2.78,9.63,19.26,75.77,180.22,1
0,6.89,36.07,1,9.74,55.37,28.89,87.15,100.0,1
0,66.67,0.0,1,20.56,101.11,57.78,88.89,53.33,1
0,0.0,24.11,0,160.67,105.93,38.37,33.33,40.83,1
0,0.0,2.22,0,63.33,109.41,50.81,78.98,20.17,1
0,0.0,18.33,0,49.78,325.0,57.78,158.11,95.53,1
0,25.0,83.48,1,153.89,99.93,80.15,131.22,90.83,1
0,7.44,12.56,0,33.0,231.11,76.44,85.22,36.66,1
0,4.44,32.22,1,59.11,115.56,19.26,25.22,96.67,1
0,0.0,0.0,0,8.11,225.0,40.0,126.67,40.83,1
0,0.0,11.0,0,1.0,33.7,26.48,0.0,15.83,1
0,16.67,0.0,1,10.22,216.67,36.11,378.11,90.0,1
1,0.0,6.67,0,16.67,62.59,35.19,6.67,41.73,1
0,39.56,1.56,0,40.19,120.37,96.3,0.0,116.93,1
0,0.0,11.11,1,7.11,77.04,0.0,13.33,58.92,1
1,3.33,0.0,0,29.44,105.93,40.74,0.0,125.0,1
0,17.78,0.0,0,20.15,134.81,67.41,0.0,36.88,1
0,0.0,0.0,1,101.22,31.3,12.04,28.66,50.88,1
0,7.78,0.0,0,19.44,62.59,25.56,57.78,69.22,1
0,40.0,9.0,0,26.67,275.0,11.11,13.89,47.79,1
0,0.0,0.0,1,17.78,144.44,28.89,77.78,57.53,1
0,4.44,33.04,0,36.22,96.3,48.15,0.0,54.87,1
0,0.0,0.0,0,0.0,101.11,9.63,0.0,23.83,1
0,0.0,0.0,0,16.67,86.67,38.52,96.3,48.33,1
0,0.0,0.0,0,33.33,252.78,68.89,0.0,132.7,0
0,0.0,60.11,1,152.22,173.33,57.78,23.11,79.17,1
0,0.0,6.33,1,37.44,122.78,28.89,5.0,98.2,1
0,0.89,0.0,0,24.74,57.78,13.85,46.63,38.17,0
1,0.0,1.85,0,17.22,24.07,4.81,10.96,50.0,0
0,8.89,0.0,1,67.67,130.0,9.63,108.89,105.83,1
0,0.0,4.44,0,61.11,115.56,43.33,14.67,25.0,1
0,0.0,22.22,0,26.67,105.93,67.41,67.41,67.67,1
0,0.0,40.0,0,47.41,86.67,19.26,2.67,10.66,1
0,0.0,0.0,0,11.11,43.33,38.52,0.0,35.56,1
0,31.11,35.63,0,75.78,110.37,198.52,286.74,99.36,1
1,0.0,30.11,0,96.78,361.11,0.0,106.67,70.49,1
0,0.0,10.0,0,0.0,67.41,4.81,0.0,10.43,1
0,0.0,0.0,0,10.67,81.85,22.78,0.0,53.9,1
0,0.67,13.0,0,64.22,180.56,57.78,114.89,37.08,1
0,0.0,0.0,0,12.22,94.22,45.7,17.93,38.33,1
0,0.0,0.0,0,0.0,130.0,0.0,0.0,36.44,1
1,38.89,0.0,0,39.85,146.67,86.3,90.89,21.68,1
0,88.44,54.78,1,68.0,267.22,36.11,47.11,133.41,1
0,53.33,0.0,0,23.48,202.22,96.3,55.56,47.5,0
0,6.67,317.78,1,87.56,144.44,87.04,38.52,74.95,1
0,0.0,35.0,1,94.33,115.56,144.44,0.0,94.42,1
0,0.0,93.33,0,2.78,144.44,80.0,0.0,30.0,1
0,0.0,0.0,0,26.22,96.3,0.0,8.0,45.94,1
0,0.0,21.89,1,52.56,115.56,28.89,67.56,40.97,1
0,44.44,67.22,1,51.67,52.96,36.11,53.74,190.17,1
0,0.0,0.37,0,3.22,60.19,0.0,0.0,32.48,1
1,31.11,46.67,0,173.56,115.56,245.56,58.78,158.33,1
1,0.0,6.67,0,2.11,137.22,0.0,764.67,45.97,1
0,0.0,9.89,1,0.0,114.15,49.41,0.0,77.5,1
0,0.0,26.67,0,0.0,96.3,8.67,512.59,74.82,0
0,8.89,58.7,0,23.7,115.56,96.3,35.44,97.92,1
0,1.11,0.0,0,10.33,79.93,9.63,68.3,70.13,1
0,0.0,4.44,0,0.0,28.89,9.63,11.1,19.84,1
0,0.0,33.33,0,24.67,122.78,101.11,0.0,10.0,1
0,0.0,0.0,0,0.0,55.37,16.85,402.19,121.6,0
0,4.0,46.44,0,72.67,130.0,57.78,78.89,44.25,1
0,0.0,13.33,0,36.26,52.96,28.89,0.0,39.65,1
1,55.33,273.41,0,25.33,209.93,216.67,114.33,120.99,1
1,0.0,0.0,0,6.67,36.11,0.0,0.0,94.64,1
0,8.89,0.0,0,0.0,47.93,46.67,0.89,29.93,1
0,0.0,48.33,1,10.33,48.15,19.26,47.78,90.83,1
1,0.0,190.44,0,136.67,144.44,51.93,0.0,61.52,1
0,0.0,0.0,0,17.33,96.3,7.11,52.96,73.35,1
0,2.78,39.0,1,10.44,36.11,0.0,42.0,88.32,1
1,0.0,14.44,0,61.56,93.89,144.44,136.67,134.4,1
0,0.0,0.0,0,28.89,40.93,19.26,107.78,77.11,1
0,0.0,0.0,0,9.78,107.85,0.0,23.31,21.49,1
0,0.0,0.0,0,0.0,96.3,0.0,26.48,27.72,1
0,6.67,6.67,1,9.22,45.74,0.0,0.0,98.33,0
0,0.0,41.33,0,32.89,130.0,72.22,88.33,50.11,1
0,2.22,31.11,0,51.59,57.78,9.63,94.96,108.32,1
0,18.89,81.11,1,154.67,139.63,48.15,143.78,104.95,1
0,0.0,15.56,0,23.0,108.33,36.11,211.22,67.66,1
0,0.0,44.44,1,26.44,45.74,0.0,13.7,19.64,1
0,1.67,36.33,1,196.67,288.89,93.11,25.67,155.35,1
0,0.0,1.67,1,4.44,24.07,9.63,0.0,23.63,1
1,44.44,76.37,0,90.44,198.15,75.93,128.89,134.57,1
0,0.0,31.11,0,11.11,43.33,9.63,0.0,93.33,1
0,7.11,21.11,1,3.48,24.07,23.33,33.33,59.17,1
0,26.78,55.0,0,178.22,245.56,148.56,72.22,121.27,1
0,23.33,56.0,0,40.0,144.44,43.33,166.11,73.0,1
0,0.0,0.0,0,2.22,26.48,2.41,1.11,10.83,0
1,13.33,42.78,0,67.33,158.89,28.89,130.89,72.63,1
0,0.0,8.0,0,46.67,86.67,42.67,181.67,50.73,0
0,6.56,22.67,1,49.11,226.78,74.44,1402.89,54.67,1
0,0.0,2.78,0,0.0,166.11,0.0,0.0,37.0,0
0,0.0,0.0,1,33.89,57.78,14.44,141.89,17.34,0
0,1.0,70.22,0,193.78,104.44,195.56,45.33,116.27,1
0,0.0,0.0,0,0.0,115.56,19.26,12.21,45.01,1
0,0.0,3.15,0,15.56,52.96,24.07,0.0,40.83,1
0,0.0,0.0,0,12.22,50.56,12.04,0.0,28.72,1
0,0.0,0.0,0,34.89,77.04,57.78,70.52,45.98,0
1,5.56,35.19,0,23.33,77.04,116.85,67.59,91.67,1
0,15.56,7.0,1,35.33,385.19,112.96,215.11,82.92,0
1,8.33,73.33,0,33.22,74.63,28.89,23.33,120.2,1
0,0.0,63.56,1,122.0,202.22,233.33,0.0,85.19,1
0,5.56,0.0,0,16.56,33.7,9.63,0.0,99.65,1
0,0.0,23.78,1,121.44,72.22,9.63,0.0,91.67,1
0,0.0,21.22,1,36.67,115.56,72.22,43.33,57.5,1
0,0.0,0.0,0,44.33,38.52,0.0,113.5,55.26,1
0,23.33,0.0,1,192.22,62.59,107.41,168.33,157.41,0
0,44.44,0.0,0,19.33,86.3,48.15,81.11,88.03,1
1,0.0,41.11,0,102.96,192.59,14.44,135.56,108.33,1
0,2.22,32.78,1,68.3,67.41,34.81,8.33,50.0,1
0,0.0,0.0,0,16.0,158.89,57.78,172.01,36.13,0
0,0.0,0.0,0,41.33,312.96,11.56,66.67,116.82,1
1,5.56,77.78,0,207.0,45.74,12.04,11.11,98.24,1
0,18.33,11.11,1,55.11,180.56,43.33,16.67,138.16,1
1,25.44,55.56,0,155.11,130.0,89.04,127.78,137.5,1
0,0.0,0.0,0,14.22,96.3,48.15,39.56,63.65,1
1,24.59,0.0,0,16.67,86.67,44.44,61.78,43.95,1
1,0.0,19.33,0,2.22,144.44,96.3,0.0,73.33,1
0,0.0,5.56,1,22.89,43.33,96.3,19.26,95.83,1
0,0.0,52.22,1,18.44,108.81,48.15,14.0,25.66,1
0,0.0,52.22,1,0.67,125.19,48.15,55.56,86.67,1
0,18.33,0.0,1,21.89,180.0,0.0,178.32,151.42,1
0,0.0,49.11,1,35.33,93.89,36.11,59.33,52.57,1
0,16.11,39.41,0,10.0,60.19,33.7,0.0,33.33,1
1,0.0,213.78,0,41.89,288.89,225.56,134.67,125.0,1
0,0.0,66.67,1,138.3,48.15,12.59,15.56,58.33,0
0,22.22,6.85,1,19.81,156.48,59.26,29.41,183.54,1
0,0.0,0.0,1,20.0,96.3,46.37,46.22,37.63,1
0,0.0,28.89,0,64.44,260.0,0.0,43.33,83.33,1
