conum,year,co_code,gdp,pop,gold,silver,bronze,medaltot,host,planned,soviet,missing
41,92,CHN,496.0,1160.0,16.0,22.0,16.0,54.0,0,1,0,0.0
42,60,COL,16.1,16.9,0.0,0.0,0.0,0.0,0,0,0,0.0
42,64,COL,19.6,19.0,0.0,0.0,0.0,0.0,0,0,0,0.0
42,68,COL,23.6,21.4,0.0,0.0,0.0,0.0,0,0,0,0.0
42,72,COL,30.7,23.7,0.0,1.0,2.0,3.0,0,0,0,0.0
42,76,COL,37.1,26.0,0.0,0.0,0.0,0.0,0,0,0,0.0
42,88,COL,59.6,33.6,0.0,0.0,1.0,1.0,0,0,0,0.0
42,92,COL,68.2,36.4,0.0,0.0,1.0,1.0,0,0,0,0.0
42,96,COL,82.2,39.3,0.0,0.0,0.0,0.0,0,0,0,0.0
43,96,COM,0.214,0.50468,0.0,0.0,0.0,0.0,0,0,0,0.0
44,72,ZAR,8.61,21.4,0.0,0.0,0.0,0.0,0,0,0,0.0
44,76,ZAR,8.64,23.9,0.0,0.0,0.0,0.0,0,0,0,0.0
44,88,ZAR,10.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0.0
44,92,ZAR,7.57,39.9,0.0,0.0,0.0,0.0,0,0,0,0.0
44,96,ZAR,6.28,45.3,0.0,0.0,0.0,0.0,0,0,0,0.0
45,64,COG,0.527,1.08421,0.0,0.0,0.0,0.0,0,0,0,0.0
45,68,COG,0.608,1.19848,0.0,0.0,0.0,0.0,0,0,0,0.0
45,72,COG,0.814,1.33236,0.0,0.0,0.0,0.0,0,0,0,0.0
45,76,COG,1.03,1.48889,0.0,0.0,0.0,0.0,0,0,0,0.0
45,88,COG,2.0,2.09517,0.0,0.0,0.0,0.0,0,0,0,0.0
45,92,COG,2.17,2.35144,0.0,0.0,0.0,0.0,0,0,0,0.0
45,96,COG,2.25,2.63372,0.0,0.0,0.0,0.0,0,0,0,0.0
46,88,CKI,0.0597,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
46,92,CKI,0.0656,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
46,96,CKI,0.0755,0.02,0.0,0.0,0.0,0.0,0,0,0,0.0
47,96,CRI,8.97,3.42,1.0,0.0,0.0,1.0,0,0,0,0.0
47,64,CRI,2.13,1.43172,0.0,0.0,0.0,0.0,0,0,0,0.0
47,68,CRI,2.89,1.63366,0.0,0.0,0.0,0.0,0,0,0,0.0
47,72,CRI,3.79,1.82265,0.0,0.0,0.0,0.0,0,0,0,0.0
47,76,CRI,4.64,2.0245,0.0,0.0,0.0,0.0,0,0,0,0.0
47,88,CRI,6.58,2.88561,0.0,1.0,0.0,1.0,0,0,0,0.0
47,92,CRI,7.94,3.16,0.0,0.0,0.0,0.0,0,0,0,0.0
48,64,CIV,3.3,4.35927,0.0,0.0,0.0,0.0,0,0,0,0.0
48,68,CIV,4.19,5.08938,0.0,0.0,0.0,0.0,0,0,0,0.0
48,72,CIV,5.79,5.98358,0.0,0.0,0.0,0.0,0,0,0,0.0
48,76,CIV,7.82,7.02227,0.0,0.0,0.0,0.0,0,0,0,0.0
48,88,CIV,8.94,10.9,0.0,0.0,0.0,0.0,0,0,0,0.0
48,92,CIV,9.09,12.4,0.0,0.0,0.0,0.0,0,0,0,0.0
48,96,CIV,10.6,13.9,0.0,0.0,0.0,0.0,0,0,0,0.0
49,96,HRV,18.9,4.7709,1.0,1.0,0.0,2.0,0,0,0,0.0
49,92,HRV,17.0,4.7823,0.0,1.0,2.0,3.0,0,0,0,0.0
50,72,CUB,12.9,8.862,3.0,1.0,4.0,8.0,0,0,1,0.0
50,76,CUB,15.4,9.423,6.0,4.0,3.0,13.0,0,0,1,0.0
50,96,CUB,17.7,11.0,9.0,8.0,8.0,25.0,0,0,1,0.0
50,92,CUB,19.7,10.8,14.0,6.0,11.0,31.0,0,0,1,0.0
50,60,CUB,10.5,6.985,0.0,0.0,0.0,0.0,0,0,1,0.0
50,64,CUB,13.2,7.612,0.0,1.0,0.0,1.0,0,0,1,0.0
50,68,CUB,13.5,8.284,0.0,4.0,0.0,4.0,0,0,1,0.0
51,88,CYP,5.73,0.665,0.0,0.0,0.0,0.0,0,0,0,0.0
51,92,CYP,7.39,0.707,0.0,0.0,0.0,0.0,0,0,0,0.0
51,96,CYP,8.76,0.74,0.0,0.0,0.0,0.0,0,0,0,0.0
52,96,CZE,52.8,10.3,4.0,3.0,4.0,11.0,0,0,0,0.0
53,92,DNK,167.0,5.17,1.0,1.0,4.0,6.0,0,0,0,0.0
53,76,DNK,126.0,5.073,1.0,0.0,2.0,3.0,0,0,0,0.0
53,72,DNK,116.0,4.992,1.0,0.0,0.0,1.0,0,0,0,0.0
53,68,DNK,99.0,4.867,1.0,4.0,3.0,8.0,0,0,0,0.0
53,88,DNK,160.0,5.13,2.0,1.0,1.0,4.0,0,0,0,0.0
53,64,DNK,85.7,4.72,2.0,1.0,3.0,6.0,0,0,0,0.0
53,60,DNK,69.3,4.581,2.0,3.0,1.0,6.0,0,0,0,0.0
53,96,DNK,187.0,5.262,4.0,1.0,1.0,6.0,0,0,0,0.0
54,88,DJI,0.527,0.4672,0.0,0.0,1.0,1.0,0,0,0,0.0
54,92,DJI,0.548,0.54909,0.0,0.0,0.0,0.0,0,0,0,0.0
54,96,DJI,0.466,0.61868,0.0,0.0,0.0,0.0,0,0,0,0.0
55,96,DMA,0.229,0.07364,0.0,0.0,0.0,0.0,0,0,0,0.0
56,64,DOM,2.86,3.68644,0.0,0.0,0.0,0.0,0,0,0,0.0
56,68,DOM,2.94,4.1741,0.0,0.0,0.0,0.0,0,0,0,0.0
56,72,DOM,4.73,4.67178,0.0,0.0,0.0,0.0,0,0,0,0.0
56,76,DOM,6.35,5.17559,0.0,0.0,0.0,0.0,0,0,0,0.0
56,88,DOM,9.84,6.8124,0.0,0.0,0.0,0.0,0,0,0,0.0
56,92,DOM,10.6,7.40233,0.0,0.0,0.0,0.0,0,0,0,0.0
56,96,DOM,12.8,7.96358,0.0,0.0,0.0,0.0,0,0,0,0.0
57,96,ECU,18.3,11.7,1.0,0.0,0.0,1.0,0,0,0,0.0
57,68,ECU,4.82,5.62608,0.0,0.0,0.0,0.0,0,0,0,0.0
57,72,ECU,6.45,6.33027,0.0,0.0,0.0,0.0,0,0,0,0.0
57,76,ECU,9.82,7.10896,0.0,0.0,0.0,0.0,0,0,0,0.0
57,88,ECU,14.7,9.79941,0.0,0.0,0.0,0.0,0,0,0,0.0
57,92,ECU,16.5,10.7,0.0,0.0,0.0,0.0,0,0,0,0.0
58,72,EGY,16.4,34.3,0.0,0.0,0.0,0.0,0,0,0,0.0
58,76,EGY,21.1,37.1,0.0,0.0,0.0,0.0,0,0,0,0.0
58,88,EGY,45.1,50.1,0.0,0.0,0.0,0.0,0,0,0,0.0
58,92,EGY,52.8,54.8,0.0,0.0,0.0,0.0,0,0,0,0.0
58,96,EGY,62.1,59.3,0.0,0.0,0.0,0.0,0,0,0,0.0
59,68,SLV,5.49,3.36011,0.0,0.0,0.0,0.0,0,0,0,0.0
59,72,SLV,6.45,3.81538,0.0,0.0,0.0,0.0,0,0,0,0.0
59,76,SLV,7.7,4.223,0.0,0.0,0.0,0.0,0,0,0,0.0
59,88,SLV,6.65,4.94227,0.0,0.0,0.0,0.0,0,0,0,0.0
59,92,SLV,7.84,5.3099,0.0,0.0,0.0,0.0,0,0,0,0.0
59,96,SLV,9.67,5.798,0.0,0.0,0.0,0.0,0,0,0,0.0
60,88,GNQ,0.115,0.34356,0.0,0.0,0.0,0.0,0,0,0,0.0
60,92,GNQ,0.128,0.36934,0.0,0.0,0.0,0.0,0,0,0,0.0
60,96,GNQ,0.212,0.40947,0.0,0.0,0.0,0.0,0,0,0,0.0
62,92,EST,5.11,1.544,1.0,0.0,1.0,2.0,0,0,0,0.0
62,96,EST,4.98,1.466,0.0,0.0,0.0,0.0,0,0,0,0.0
63,92,ETH,4.78,54.8,1.0,0.0,2.0,3.0,0,0,0,0.0
63,68,ETH,2.89,27.5,1.0,1.0,0.0,2.0,0,0,0,0.0
63,64,ETH,2.44,24.8,1.0,0.0,0.0,1.0,0,0,0,0.0
63,60,ETH,2.17,22.8,1.0,0.0,0.0,1.0,0,0,0,0.0
63,96,ETH,6.39,58.2,2.0,0.0,1.0,3.0,0,0,0,0.0
63,72,ETH,3.48,30.5,0.0,0.0,2.0,2.0,0,0,0,0.0
63,76,ETH,3.71,33.8,0.0,0.0,0.0,0.0,0,0,0,0.0
64,60,FJI,0.614,0.394,0.0,0.0,0.0,0.0,0,0,0,0.0
64,68,FJI,0.786,0.497,0.0,0.0,0.0,0.0,0,0,0,0.0
64,72,FJI,1.04,0.54238,0.0,0.0,0.0,0.0,0,0,0,0.0
64,76,FJI,1.23,0.587,0.0,0.0,0.0,0.0,0,0,0,0.0
64,88,FJI,1.49,0.719,0.0,0.0,0.0,0.0,0,0,0,0.0
64,92,FJI,1.81,0.758,0.0,0.0,0.0,0.0,0,0,0,0.0
64,96,FJI,2.02,0.803,0.0,0.0,0.0,0.0,0,0,0,0.0
65,96,FIN,130.0,5.125,1.0,2.0,1.0,4.0,0,0,0,0.0
65,92,FIN,116.0,5.042,1.0,2.0,2.0,5.0,0,0,0,0.0
65,88,FIN,122.0,4.951,1.0,1.0,2.0,4.0,0,0,0,0.0
65,68,FIN,57.6,4.627,1.0,2.0,1.0,4.0,0,0,0,0.0
65,60,FIN,42.5,4.43,1.0,1.0,3.0,5.0,0,0,0,0.0
65,72,FIN,74.6,4.64,3.0,1.0,4.0,8.0,0,0,0,0.0
65,64,FIN,51.2,4.549,3.0,0.0,2.0,5.0,0,0,0,0.0
65,76,FIN,82.6,4.726,4.0,2.0,0.0,6.0,0,0,0,0.0
66,88,AYE,1.08,2.341304,0.0,0.0,0.0,0.0,0,0,0,0.0
67,88,DYE,5.49,8.526398,0.0,0.0,0.0,0.0,0,0,0,0.0
68,64,FRA,611.0,48.3,1.0,8.0,6.0,15.0,0,0,0,0.0
68,76,FRA,1030.0,52.9,2.0,3.0,4.0,9.0,0,0,0,0.0
68,72,FRA,910.0,51.7,2.0,4.0,7.0,13.0,0,0,0,0.0
68,88,FRA,1360.0,55.9,6.0,4.0,6.0,16.0,0,0,0,0.0
68,92,FRA,1480.0,57.4,8.0,5.0,16.0,29.0,0,0,0,0.0
68,68,FRA,735.0,49.9,7.0,3.0,5.0,15.0,0,0,0,0.0
68,96,FRA,1560.0,58.4,15.0,7.0,15.0,37.0,0,0,0,0.0
68,60,FRA,484.0,45.7,0.0,2.0,3.0,5.0,0,0,0,0.0
69,72,GAB,2.1,0.53595,0.0,0.0,0.0,0.0,0,0,0,0.0
69,76,GAB,5.21,0.61243,0.0,0.0,0.0,0.0,0,0,0,0.0
69,88,GAB,3.73,0.9005,0.0,0.0,0.0,0.0,0,0,0,0.0
69,92,GAB,4.38,1.019,0.0,0.0,0.0,0.0,0,0,0,0.0
69,96,GAB,5.15,1.125,0.0,0.0,0.0,0.0,0,0,0,0.0
70,88,GMB,0.314,0.83985,0.0,0.0,0.0,0.0,0,0,0,0.0
70,96,GMB,0.39,1.14588,0.0,0.0,0.0,0.0,0,0,0,0.0
71,96,GEO,3.35,5.42,0.0,0.0,2.0,2.0,0,0,0,0.0
72,68,GDR,80.1,18.1,9.0,9.0,7.0,25.0,0,0,1,0.0
72,72,GDR,98.4,17.8,20.0,23.0,23.0,66.0,0,0,1,0.0
72,88,GDR,198.0,16.4,37.0,35.0,30.0,102.0,0,0,1,0.0
72,76,GDR,122.0,17.4,40.0,25.0,25.0,90.0,0,0,1,0.0
73,68,GFD,973.0,59.8,5.0,11.0,10.0,26.0,0,0,0,0.0
73,88,GFD,1640.0,61.2,11.0,14.0,15.0,40.0,0,0,0,0.0
73,76,GFD,1240.0,60.3,10.0,12.0,17.0,39.0,0,0,0,0.0
73,64,GFD,800.0,59.5,10.0,25.0,19.0,54.0,0,0,0,0.0
73,72,GFD,1170.0,60.0,13.0,11.0,16.0,40.0,1,0,0,0.0
74,96,DEU,2450.0,81.9,20.0,18.0,27.0,65.0,0,0,0,0.0
74,92,DEU,2340.0,80.6,33.0,21.0,28.0,82.0,0,0,0,0.0
75,60,GHA,3.05,6.774,0.0,1.0,0.0,1.0,0,0,0,0.0
75,64,GHA,3.5,7.6878,0.0,0.0,1.0,1.0,0,0,0,0.0
75,68,GHA,3.51,8.25387,0.0,0.0,0.0,0.0,0,0,0,0.0
75,72,GHA,4.19,9.1333,0.0,0.0,1.0,1.0,0,0,0,0.0
75,76,GHA,3.9,10.0,0.0,0.0,0.0,0.0,0,0,0,0.0
75,88,GHA,4.82,14.0,0.0,0.0,0.0,0.0,0,0,0,0.0
75,92,GHA,5.73,15.8,0.0,0.0,1.0,1.0,0,0,0,0.0
75,96,GHA,6.76,17.5,0.0,0.0,0.0,0.0,0,0,0,0.0
76,60,GRC,27.4,8.327,1.0,0.0,0.0,1.0,0,0,0,0.0
76,92,GRC,110.0,10.3,2.0,0.0,0.0,2.0,0,0,0,0.0
76,96,GRC,118.0,10.5,4.0,4.0,0.0,8.0,0,0,0,0.0
76,64,GRC,36.9,8.51,0.0,0.0,0.0,0.0,0,0,0,0.0
76,68,GRC,48.1,8.741,0.0,0.0,1.0,1.0,0,0,0,0.0
76,72,GRC,66.6,8.889,0.0,2.0,0.0,2.0,0,0,0,0.0
76,76,GRC,77.7,9.167,0.0,0.0,0.0,0.0,0,0,0,0.0
76,88,GRC,102.0,10.0,0.0,0.0,1.0,1.0,0,0,0,0.0
77,76,GRD,0.133,0.0916168,0.0,0.0,0.0,0.0,0,0,0,0.0
77,88,GRD,0.237,0.092143,0.0,0.0,0.0,0.0,0,0,0,0.0
77,92,GRD,0.269,0.0937,0.0,0.0,0.0,0.0,0,0,0,0.0
77,96,GRD,0.288,0.095,0.0,0.0,0.0,0.0,0,0,0,0.0
78,92,GUA,2.17,0.1422,0.0,0.0,0.0,0.0,0,0,0,0.0
78,96,GUA,3.0,0.1449,0.0,0.0,0.0,0.0,0,0,0,0.0
79,68,GTM,5.68,4.95966,0.0,0.0,0.0,0.0,0,0,0,0.0
79,72,GTM,7.12,5.5488,0.0,0.0,0.0,0.0,0,0,0,0.0
79,76,GTM,8.86,6.17526,0.0,0.0,0.0,0.0,0,0,0,0.0
79,88,GTM,11.1,8.33957,0.0,0.0,0.0,0.0,0,0,0,0.0
79,92,GTM,12.9,9.2123,0.0,0.0,0.0,0.0,0,0,0,0.0
79,96,GTM,15.1,10.2,0.0,0.0,0.0,0.0,0,0,0,0.0
80,88,GIN,2.73,5.42537,0.0,0.0,0.0,0.0,0,0,0,0.0
80,92,GIN,3.11,6.09451,0.0,0.0,0.0,0.0,0,0,0,0.0
80,96,GIN,3.84,6.75594,0.0,0.0,0.0,0.0,0,0,0,0.0
81,96,GNB,0.266,1.11192,0.0,0.0,0.0,0.0,0,0,0,0.0
82,60,GUY,0.38,0.569,0.0,0.0,0.0,0.0,0,0,0,0.0
82,64,GUY,0.393,0.63035,0.0,0.0,0.0,0.0,0,0,0,0.0
82,68,GUY,0.482,0.68734,0.0,0.0,0.0,0.0,0,0,0,0.0
82,72,GUY,0.535,0.72221,0.0,0.0,0.0,0.0,0,0,0,0.0
82,76,GUY,0.643,0.73825,0.0,0.0,0.0,0.0,0,0,0,0.0
82,92,GUY,0.497,0.80674,0.0,0.0,0.0,0.0,0,0,0,0.0
82,96,GUY,0.652,0.83853,0.0,0.0,0.0,0.0,0,0,0,0.0
83,60,HTI,2.03,3.804,0.0,0.0,0.0,0.0,0,0,0,0.0
83,72,HTI,2.34,4.6773,0.0,0.0,0.0,0.0,0,0,0,0.0
83,76,HTI,2.67,5.003,0.0,0.0,0.0,0.0,0,0,0,0.0
83,88,HTI,3.09,6.21594,0.0,0.0,0.0,0.0,0,0,0,0.0
83,92,HTI,2.82,6.72204,0.0,0.0,0.0,0.0,0,0,0,0.0
83,96,HTI,2.71,7.336,0.0,0.0,0.0,0.0,0,0,0,0.0
84,68,HND,1.5,2.44918,0.0,0.0,0.0,0.0,0,0,0,0.0
84,76,HND,2.06,3.11792,0.0,0.0,0.0,0.0,0,0,0,0.0
84,88,HND,3.21,4.59218,0.0,0.0,0.0,0.0,0,0,0,0.0
84,92,HND,3.66,5.17539,0.0,0.0,0.0,0.0,0,0,0,0.0
84,96,HND,4.09,5.8179,0.0,0.0,0.0,0.0,0,0,0,0.0
85,96,HKG,146.0,6.311,1.0,0.0,0.0,1.0,0,0,0,0.0
85,60,HKG,9.22,3.064,0.0,0.0,0.0,0.0,0,0,0,0.0
85,64,HKG,15.1,3.59664,0.0,0.0,0.0,0.0,0,0,0,0.0
85,68,HKG,19.1,3.88736,0.0,0.0,0.0,0.0,0,0,0,0.0
85,72,HKG,27.9,4.08904,0.0,0.0,0.0,0.0,0,0,0,0.0
85,76,HKG,37.8,4.443,0.0,0.0,0.0,0.0,0,0,0,0.0
85,88,HKG,101.0,5.6266,0.0,0.0,0.0,0.0,0,0,0,0.0
85,92,HKG,120.0,5.8015,0.0,0.0,0.0,0.0,0,0,0,0.0
86,76,HUN,39.1,10.6,4.0,5.0,13.0,22.0,0,0,1,0.0
86,96,HUN,45.3,10.2,7.0,4.0,10.0,21.0,0,0,0,0.0
86,72,HUN,32.4,10.4,6.0,13.0,16.0,35.0,0,0,1,0.0
86,60,HUN,15.1,9.984,6.0,8.0,7.0,21.0,0,0,1,0.0
86,92,HUN,43.0,10.3,11.0,12.0,7.0,30.0,0,0,0,0.0
86,88,HUN,51.8,10.4,11.0,6.0,6.0,23.0,0,0,1,0.0
86,68,HUN,26.4,10.3,10.0,10.0,12.0,32.0,0,0,1,0.0
86,64,HUN,21.1,10.1,10.0,7.0,5.0,22.0,0,0,1,0.0
87,60,ISL,1.78,0.176,0.0,0.0,0.0,0.0,0,0,0,0.0
87,64,ISL,2.33,0.19,0.0,0.0,0.0,0.0,0,0,0,0.0
87,68,ISL,2.53,0.201,0.0,0.0,0.0,0.0,0,0,0,0.0
87,72,ISL,3.35,0.209,0.0,0.0,0.0,0.0,0,0,0,0.0
87,76,ISL,4.03,0.22,0.0,0.0,0.0,0.0,0,0,0,0.0
87,88,ISL,6.66,0.2499,0.0,0.0,0.0,0.0,0,0,0,0.0
87,92,ISL,6.6,0.2611,0.0,0.0,0.0,0.0,0,0,0,0.0
87,96,ISL,7.35,0.27,0.0,0.0,0.0,0.0,0,0,0,0.0
88,64,IND,83.8,476.0,1.0,0.0,0.0,1.0,0,0,0,0.0
88,60,IND,69.8,435.0,0.0,1.0,0.0,1.0,0,0,0,0.0
88,68,IND,97.6,523.0,0.0,0.0,1.0,1.0,0,0,0,0.0
88,72,IND,111.0,573.0,0.0,0.0,1.0,1.0,0,0,0,0.0
88,76,IND,128.0,628.0,0.0,0.0,0.0,0.0,0,0,0,0.0
88,88,IND,230.0,816.0,0.0,0.0,0.0,0.0,0,0,0,0.0
88,92,IND,274.0,882.0,0.0,0.0,0.0,0.0,0,0,0,0.0
88,96,IND,359.0,946.0,0.0,0.0,1.0,1.0,0,0,0,0.0
89,96,IDN,218.0,197.0,1.0,1.0,2.0,4.0,0,0,0,0.0
89,92,IDN,162.0,185.0,2.0,2.0,1.0,5.0,0,0,0,0.0
89,60,IDN,23.4,94.0,0.0,0.0,0.0,0.0,0,0,0,0.0
89,68,IDN,30.1,112.0,0.0,0.0,0.0,0.0,0,0,0,0.0
89,72,IDN,40.4,123.0,0.0,0.0,0.0,0.0,0,0,0,0.0
89,76,IDN,54.1,136.0,0.0,0.0,0.0,0.0,0,0,0,0.0
89,88,IDN,117.0,172.0,0.0,1.0,0.0,1.0,0,0,0,0.0
90,96,IRN,92.5,59.9,1.0,1.0,1.0,3.0,0,0,0,0.0
90,68,IRN,38.9,26.8,2.0,1.0,2.0,5.0,0,0,0,0.0
90,60,IRN,21.6,21.6,0.0,1.0,3.0,4.0,0,0,0,0.0
90,64,IRN,26.0,24.0,0.0,0.0,2.0,2.0,0,0,0,0.0
90,72,IRN,56.4,30.3,0.0,2.0,1.0,3.0,0,0,0,0.0
90,76,IRN,78.8,34.3,0.0,1.0,1.0,2.0,0,0,0,0.0
90,88,IRN,62.3,51.9,0.0,1.0,0.0,1.0,0,0,0,0.0
90,92,IRN,84.9,56.2,0.0,1.0,2.0,3.0,0,0,0,0.0
91,60,IRQ,17.2,6.847,0.0,0.0,1.0,1.0,0,0,0,0.0
91,64,IRQ,23.3,7.73173,0.0,0.0,0.0,0.0,0,0,0,0.0
91,68,IRQ,31.2,8.77165,0.0,0.0,0.0,0.0,0,0,0,0.0
91,76,IRQ,61.3,11.4,0.0,0.0,0.0,0.0,0,0,0,0.0
91,88,IRQ,98.1,16.9,0.0,0.0,0.0,0.0,0,0,0,0.0
91,92,IRQ,31.2,19.2,0.0,0.0,0.0,0.0,0,0,0,0.0
91,96,IRQ,27.2,21.3,0.0,0.0,0.0,0.0,0,0,0,0.0
92,92,IRL,52.0,3.5491,1.0,1.0,0.0,2.0,0,0,0,0.0
92,96,IRL,70.1,3.632,3.0,0.0,1.0,4.0,0,0,0,0.0
92,60,IRL,14.2,2.832,0.0,0.0,0.0,0.0,0,0,0,0.0
92,64,IRL,16.7,2.864,0.0,0.0,1.0,1.0,0,0,0,0.0
92,68,IRL,19.7,2.913,0.0,0.0,0.0,0.0,0,0,0,0.0
92,72,IRL,23.6,3.024,0.0,0.0,0.0,0.0,0,0,0,0.0
92,76,IRL,27.6,3.228,0.0,0.0,0.0,0.0,0,0,0,0.0
92,88,IRL,42.3,3.5307,0.0,0.0,0.0,0.0,0,0,0,0.0
93,60,ISR,10.9,2.114,0.0,0.0,0.0,0.0,0,0,0,0.0
93,64,ISR,16.0,2.475,0.0,0.0,0.0,0.0,0,0,0,0.0
93,68,ISR,20.8,2.803,0.0,0.0,0.0,0.0,0,0,0,0.0
93,72,ISR,32.1,3.148,0.0,0.0,0.0,0.0,0,0,0,0.0
93,76,ISR,37.1,3.533,0.0,0.0,0.0,0.0,0,0,0,0.0
93,88,ISR,58.5,4.442,0.0,0.0,0.0,0.0,0,0,0,0.0
93,92,ISR,71.7,5.123,0.0,1.0,1.0,2.0,0,0,0,0.0
93,96,ISR,90.6,5.692,0.0,0.0,1.0,1.0,0,0,0,0.0
94,76,ITA,707.0,55.7,2.0,7.0,4.0,13.0,0,0,0,0.0
94,68,ITA,519.0,53.2,3.0,4.0,9.0,16.0,0,0,0,0.0
94,92,ITA,1050.0,56.9,6.0,5.0,8.0,19.0,0,0,0,0.0
94,88,ITA,979.0,56.6,6.0,4.0,4.0,14.0,0,0,0,0.0
94,72,ITA,608.0,54.4,5.0,3.0,10.0,18.0,0,0,0,0.0
94,96,ITA,1100.0,57.4,13.0,10.0,12.0,35.0,0,0,0,0.0
94,64,ITA,415.0,51.7,10.0,10.0,7.0,27.0,0,0,0,0.0
94,60,ITA,333.0,50.2,13.0,10.0,13.0,36.0,1,0,0,0.0
95,96,JAM,4.11,2.538,1.0,3.0,2.0,6.0,0,0,0,0.0
95,76,JAM,3.42,2.03774,1.0,1.0,0.0,2.0,0,0,0,0.0
95,64,JAM,2.43,1.73476,0.0,0.0,0.0,0.0,0,0,0,0.0
95,68,JAM,2.89,1.82371,0.0,1.0,0.0,1.0,0,0,0,0.0
95,72,JAM,4.04,1.92516,0.0,0.0,1.0,1.0,0,0,0,0.0
95,88,JAM,3.52,2.3564,0.0,2.0,0.0,2.0,0,0,0,0.0
95,92,JAM,4.06,2.448,0.0,3.0,1.0,4.0,0,0,0,0.0
96,96,JPN,5340.0,126.0,3.0,6.0,5.0,14.0,0,0,0,0.0
96,92,JPN,5010.0,124.0,3.0,8.0,11.0,22.0,0,0,0,0.0
96,88,JPN,4340.0,123.0,4.0,3.0,7.0,14.0,0,0,0,0.0
96,60,JPN,773.0,94.1,4.0,7.0,7.0,18.0,0,0,0,0.0
96,76,JPN,2710.0,113.0,9.0,6.0,10.0,25.0,0,0,0,0.0
96,68,JPN,1680.0,101.0,11.0,7.0,7.0,25.0,0,0,0,0.0
96,72,JPN,2370.0,107.0,13.0,8.0,8.0,29.0,0,0,0,0.0
96,64,JPN,1140.0,97.8,16.0,5.0,8.0,29.0,1,0,0,0.0
97,76,JOR,2.26,1.87627,0.0,0.0,0.0,0.0,0,0,0,0.0
97,88,JOR,5.26,2.948,0.0,0.0,0.0,0.0,0,0,0,0.0
97,92,JOR,5.43,3.733,0.0,0.0,0.0,0.0,0,0,0,0.0
97,96,JOR,6.64,4.31423,0.0,0.0,0.0,0.0,0,0,0,0.0
98,96,KAZ,20.0,15.9,3.0,4.0,4.0,11.0,0,0,0,0.0
99,96,KEN,9.43,27.9,1.0,4.0,3.0,8.0,0,0,0,0.0
99,92,KEN,8.42,25.0,2.0,4.0,2.0,8.0,0,0,0,0.0
99,72,KEN,3.72,12.3,2.0,3.0,4.0,9.0,0,0,0,0.0
99,68,KEN,2.53,10.7,3.0,4.0,2.0,9.0,0,0,0,0.0
99,88,KEN,7.67,22.0,5.0,2.0,2.0,9.0,0,0,0,0.0
99,60,KEN,1.68,8.332,0.0,0.0,0.0,0.0,0,0,0,0.0
99,64,KEN,1.93,9.44221,0.0,0.0,1.0,1.0,0,0,0,0.0
99,76,KEN,4.22,14.3,0.0,0.0,0.0,0.0,0,0,0,0.0
101,76,KOR,106.0,35.8,1.0,1.0,4.0,6.0,0,0,0,0.0
101,96,KOR,489.0,45.5,7.0,15.0,5.0,27.0,0,0,0,0.0
101,92,KOR,365.0,43.7,12.0,5.0,12.0,29.0,0,0,0,0.0
101,88,KOR,273.0,42.0,12.0,10.0,11.0,33.0,1,0,0,0.0
101,60,KOR,29.4,25.0,0.0,0.0,0.0,0.0,0,0,0,0.0
101,64,KOR,37.3,27.8,0.0,2.0,1.0,3.0,0,0,0,0.0
101,68,KOR,52.4,30.6,0.0,1.0,1.0,2.0,0,0,0,0.0
101,72,KOR,73.2,33.3,0.0,1.0,0.0,1.0,0,0,0,0.0
102,72,KWT,27.8,0.8449,0.0,0.0,0.0,0.0,0,0,0,0.0
102,76,KWT,24.0,1.07294,0.0,0.0,0.0,0.0,0,0,0,0.0
102,92,KWT,18.1,1.422,0.0,0.0,0.0,0.0,0,0,0,0.0
102,96,KWT,26.8,1.697,0.0,0.0,0.0,0.0,0,0,0,0.0
102,88,KWT,19.4,1.958,0.0,0.0,0.0,0.0,0,0,0,0.0
103,96,KGZ,3.56,4.576,0.0,0.0,0.0,0.0,0,0,0,0.0
104,88,LAO,1.06,3.85131,0.0,0.0,0.0,0.0,0,0,0,0.0
104,92,LAO,1.44,4.25035,0.0,0.0,0.0,0.0,0,0,0,0.0
104,96,LAO,1.88,4.72558,0.0,0.0,0.0,0.0,0,0,0,0.0
105,96,LVA,6.46,2.491,0.0,1.0,0.0,1.0,0,0,0,0.0
105,92,LVA,7.35,2.6316,0.0,2.0,1.0,3.0,0,0,0,0.0
106,60,LBN,0.706,1.96842,0.0,0.0,0.0,0.0,0,0,0,0.0
106,64,LBN,0.908,2.21517,0.0,0.0,0.0,0.0,0,0,0,0.0
106,68,LBN,1.17,2.48162,0.0,0.0,0.0,0.0,0,0,0,0.0
106,72,LBN,1.5,2.75148,0.0,1.0,0.0,1.0,0,0,0,0.0
106,76,LBN,1.92,2.93231,0.0,0.0,0.0,0.0,0,0,0,0.0
106,88,LBN,3.43,3.48976,0.0,0.0,0.0,0.0,0,0,0,0.0
106,92,LBN,5.11,3.78105,0.0,0.0,0.0,0.0,0,0,0,0.0
106,96,LBN,6.73,4.07701,0.0,0.0,0.0,0.0,0,0,0,0.0
107,72,LSO,0.216,1.10913,0.0,0.0,0.0,0.0,0,0,0,0.0
107,76,LSO,0.29,1.21604,0.0,0.0,0.0,0.0,0,0,0,0.0
