absent,aide,black,boy,freelunch,id,mathscore,readscore,regular,schid,schrural,schurban,small,tchexper,tchid,tchmasters,tchwhite,totalscore,white_asian
5.0,0,1.0,0.0,0.0,15208,439,433,1,166203,0.0,1.0,0,13.0,16620302,1.0,1.0,872.0,0.0
5.0,0,0.0,1.0,0.0,15212,412,410,0,221571,1.0,0.0,1,3.0,22157102,0.0,1.0,822.0,1.0
23.0,0,0.0,1.0,1.0,15213,399,391,1,221571,1.0,0.0,0,3.0,22157101,0.0,0.0,790.0,1.0
5.0,0,0.0,1.0,0.0,15214,434,414,0,221574,1.0,0.0,1,1.0,22157401,0.0,1.0,848.0,1.0
17.0,0,0.0,1.0,1.0,15215,494,450,0,212522,0.0,1.0,1,21.0,21252203,0.0,1.0,944.0,1.0
8.0,0,0.0,0.0,0.0,15216,547,442,1,225585,1.0,0.0,0,13.0,22558503,0.0,0.0,989.0,1.0
23.0,1,0.0,0.0,1.0,15217,484,436,0,164198,1.0,0.0,0,13.0,16419801,1.0,1.0,920.0,1.0
21.0,1,0.0,0.0,1.0,15218,489,418,0,225585,1.0,0.0,0,13.0,22558504,1.0,1.0,907.0,1.0
9.0,0,0.0,1.0,0.0,15221,459,405,1,225585,1.0,0.0,0,13.0,22558501,1.0,1.0,864.0,1.0
13.0,0,0.0,1.0,0.0,15223,468,450,1,228606,1.0,0.0,0,13.0,22860602,0.0,1.0,918.0,1.0
6.0,1,0.0,1.0,0.0,15224,434,421,0,228606,1.0,0.0,0,8.0,22860601,1.0,1.0,855.0,1.0
1.0,0,0.0,0.0,0.0,15225,547,456,0,228606,1.0,0.0,1,14.0,22860604,0.0,1.0,1003.0,1.0
9.0,1,0.0,1.0,1.0,15226,423,408,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,831.0,1.0
0.0,1,0.0,0.0,1.0,15227,494,443,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,937.0,1.0
4.0,0,0.0,1.0,1.0,15228,439,419,1,231616,1.0,0.0,0,20.0,23161603,0.0,1.0,858.0,1.0
12.0,0,0.0,0.0,1.0,15229,559,447,0,231616,1.0,0.0,1,9.0,23161602,1.0,1.0,1006.0,1.0
4.0,0,0.0,0.0,0.0,15230,459,416,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,875.0,1.0
7.0,0,0.0,1.0,1.0,15231,478,431,0,231616,1.0,0.0,1,9.0,23161602,1.0,1.0,909.0,1.0
2.0,0,0.0,0.0,1.0,15232,473,436,1,231616,1.0,0.0,0,20.0,23161603,0.0,1.0,909.0,1.0
5.0,1,0.0,1.0,0.0,15233,506,443,0,231616,1.0,0.0,0,12.0,23161601,0.0,1.0,949.0,1.0
30.0,1,0.0,1.0,1.0,15234,500,425,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,925.0,1.0
14.0,0,0.0,1.0,1.0,15235,429,403,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,832.0,1.0
0.0,1,0.0,1.0,0.0,15236,626,510,0,261927,1.0,0.0,0,11.0,26192701,1.0,1.0,1136.0,1.0
3.0,0,0.0,0.0,1.0,15237,528,433,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,961.0,1.0
14.0,0,0.0,0.0,0.0,15238,506,431,0,261927,1.0,0.0,1,3.0,26192703,0.0,1.0,937.0,1.0
16.0,0,0.0,0.0,0.0,15239,559,532,1,261927,1.0,0.0,0,11.0,26192704,1.0,1.0,1091.0,1.0
6.0,0,0.0,1.0,1.0,15242,484,443,0,162184,1.0,0.0,1,2.0,16218404,0.0,1.0,927.0,1.0
10.0,0,0.0,0.0,0.0,15243,520,427,0,261927,1.0,0.0,1,3.0,26192703,0.0,1.0,947.0,1.0
7.0,0,0.0,1.0,0.0,15244,489,413,1,261927,1.0,0.0,0,11.0,26192704,1.0,1.0,902.0,1.0
6.0,1,0.0,0.0,1.0,15246,500,445,0,234628,1.0,0.0,0,9.0,23462803,1.0,1.0,945.0,1.0
2.0,1,0.0,1.0,1.0,15247,528,428,0,234628,1.0,0.0,0,20.0,23462802,1.0,1.0,956.0,1.0
7.0,1,0.0,0.0,1.0,15248,454,413,0,234628,1.0,0.0,0,9.0,23462803,1.0,1.0,867.0,1.0
15.0,0,0.0,0.0,1.0,15249,500,416,1,234628,1.0,0.0,0,8.0,23462805,0.0,1.0,916.0,1.0
14.0,0,0.0,1.0,0.0,15250,602,470,0,234628,1.0,0.0,1,10.0,23462804,1.0,1.0,1072.0,1.0
5.0,1,0.0,0.0,1.0,15251,459,413,0,234628,1.0,0.0,0,9.0,23462803,1.0,1.0,872.0,1.0
2.0,0,0.0,0.0,0.0,15252,513,448,1,165199,0.0,1.0,0,3.0,16519902,0.0,1.0,961.0,1.0
15.0,0,1.0,0.0,0.0,15254,459,407,1,218562,0.0,1.0,0,0.0,21856204,0.0,1.0,866.0,0.0
7.0,0,0.0,1.0,0.0,15255,484,433,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,917.0,1.0
8.0,0,0.0,1.0,0.0,15256,536,439,1,205488,0.0,0.0,0,12.0,20548802,0.0,1.0,975.0,1.0
0.0,1,1.0,1.0,0.0,15258,576,439,0,244839,0.0,0.0,0,21.0,24483902,0.0,0.0,1015.0,0.0
2.0,1,1.0,0.0,0.0,15259,528,463,0,244727,0.0,0.0,0,1.0,24472704,0.0,0.0,991.0,0.0
7.0,0,0.0,1.0,0.0,15264,513,427,1,244745,0.0,0.0,0,1.0,24474503,0.0,0.0,940.0,1.0
15.0,0,1.0,0.0,1.0,15265,506,413,0,244764,0.0,1.0,1,13.0,24476402,1.0,0.0,919.0,0.0
7.0,1,0.0,1.0,0.0,15266,528,448,0,244818,0.0,1.0,0,11.0,24481803,1.0,1.0,976.0,1.0
23.0,0,1.0,0.0,1.0,15267,468,421,1,244776,0.0,1.0,0,7.0,24477607,1.0,1.0,889.0,0.0
4.0,1,0.0,1.0,0.0,15268,506,453,0,244831,0.0,0.0,0,2.0,24483103,0.0,1.0,959.0,1.0
0.0,1,1.0,0.0,1.0,15271,484,439,0,244697,0.0,1.0,0,5.0,24469703,1.0,1.0,923.0,0.0
0.0,0,1.0,0.0,1.0,15274,478,436,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,914.0,0.0
7.0,1,1.0,0.0,1.0,15275,528,425,0,244774,0.0,1.0,0,1.0,24477403,0.0,1.0,953.0,0.0
8.0,1,1.0,1.0,1.0,15276,449,418,0,244697,0.0,1.0,0,22.0,24469704,1.0,1.0,867.0,0.0
26.0,0,1.0,1.0,1.0,15277,423,402,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,825.0,0.0
5.0,0,1.0,1.0,0.0,15278,489,421,0,244776,0.0,1.0,1,8.0,24477602,1.0,1.0,910.0,0.0
2.0,0,1.0,0.0,1.0,15279,454,411,0,244839,0.0,0.0,1,11.0,24483905,0.0,0.0,865.0,0.0
7.0,0,1.0,0.0,1.0,15280,439,448,1,244776,0.0,1.0,0,7.0,24477607,1.0,1.0,887.0,0.0
9.0,0,1.0,1.0,1.0,15281,444,416,1,244818,0.0,1.0,0,10.0,24481801,0.0,0.0,860.0,0.0
10.0,1,0.0,0.0,0.0,15282,559,447,0,244831,0.0,0.0,0,2.0,24483103,0.0,1.0,1006.0,1.0
3.0,0,1.0,0.0,1.0,15283,463,470,1,244806,0.0,1.0,0,0.0,24480603,0.0,0.0,933.0,0.0
11.0,1,1.0,0.0,0.0,15284,478,445,0,244755,0.0,1.0,0,16.0,24475506,0.0,0.0,923.0,0.0
4.0,0,1.0,0.0,0.0,15286,444,421,0,244799,0.0,0.0,1,5.0,24479903,0.0,0.0,865.0,0.0
3.0,1,1.0,1.0,1.0,15288,484,443,0,244745,0.0,0.0,0,15.0,24474504,1.0,0.0,927.0,0.0
5.0,1,1.0,0.0,0.0,15289,468,424,0,244818,0.0,1.0,0,11.0,24481803,1.0,1.0,892.0,0.0
8.0,1,1.0,0.0,1.0,15291,489,430,0,244728,0.0,1.0,0,6.0,24472802,0.0,0.0,919.0,0.0
12.0,1,0.0,1.0,0.0,15292,459,522,0,203452,1.0,0.0,0,5.0,20345204,0.0,1.0,981.0,1.0
3.0,0,1.0,0.0,1.0,15293,576,456,1,244755,0.0,1.0,0,11.0,24475501,0.0,1.0,1032.0,0.0
1.0,1,1.0,1.0,0.0,15294,536,461,0,244806,0.0,1.0,0,20.0,24480602,0.0,0.0,997.0,0.0
4.0,1,1.0,1.0,1.0,15295,489,436,0,244774,0.0,1.0,0,1.0,24477403,0.0,1.0,925.0,0.0
8.0,0,1.0,0.0,1.0,15298,449,408,0,244796,0.0,1.0,1,21.0,24479603,0.0,0.0,857.0,0.0
1.0,1,1.0,1.0,1.0,15299,444,428,0,244776,0.0,1.0,0,10.0,24477606,1.0,0.0,872.0,0.0
5.0,0,0.0,1.0,0.0,15301,489,451,0,180344,0.0,1.0,1,13.0,18034404,1.0,1.0,940.0,1.0
13.0,0,1.0,0.0,1.0,15302,418,400,1,252885,1.0,0.0,0,5.0,25288503,0.0,1.0,818.0,0.0
10.0,0,0.0,0.0,1.0,15303,520,434,0,216536,1.0,0.0,1,8.0,21653603,1.0,1.0,954.0,1.0
14.0,0,1.0,0.0,1.0,15304,454,414,1,252885,1.0,0.0,0,5.0,25288503,0.0,1.0,868.0,0.0
13.0,0,0.0,0.0,1.0,15305,494,436,1,257899,1.0,0.0,0,12.0,25789904,1.0,1.0,930.0,1.0
6.0,1,0.0,1.0,1.0,15306,468,456,0,257905,0.0,1.0,0,11.0,25790507,0.0,1.0,924.0,1.0
10.0,0,0.0,1.0,0.0,15307,463,424,0,259915,1.0,0.0,1,11.0,25991501,1.0,1.0,887.0,1.0
6.0,0,0.0,1.0,0.0,15308,468,428,1,257899,1.0,0.0,0,12.0,25789904,1.0,1.0,896.0,1.0
21.0,1,0.0,0.0,0.0,15310,478,431,0,228606,1.0,0.0,0,8.0,22860601,1.0,1.0,909.0,1.0
4.0,1,0.0,0.0,0.0,15311,449,436,0,123056,1.0,0.0,0,4.0,12305601,0.0,1.0,885.0,1.0
5.0,1,0.0,1.0,0.0,15312,449,456,0,257905,0.0,1.0,0,11.0,25790507,0.0,1.0,905.0,1.0
4.0,1,0.0,1.0,0.0,15313,520,436,0,257899,1.0,0.0,0,12.0,25789905,1.0,1.0,956.0,1.0
2.0,0,0.0,1.0,0.0,15314,500,430,0,257899,1.0,0.0,1,13.0,25789902,1.0,1.0,930.0,1.0
5.0,1,0.0,1.0,0.0,15315,506,425,0,253888,1.0,0.0,0,13.0,25388801,0.0,1.0,931.0,1.0
8.0,0,0.0,0.0,0.0,15316,536,439,1,257899,1.0,0.0,0,12.0,25789904,1.0,1.0,975.0,1.0
5.0,0,0.0,0.0,1.0,15317,459,439,0,203452,1.0,0.0,1,19.0,20345201,0.0,1.0,898.0,1.0
9.0,0,0.0,0.0,1.0,15318,439,418,1,257899,1.0,0.0,0,12.0,25789904,1.0,1.0,857.0,1.0
10.0,0,0.0,0.0,0.0,15319,459,445,0,257905,0.0,1.0,1,7.0,25790501,1.0,1.0,904.0,1.0
19.0,1,0.0,0.0,1.0,15321,494,418,0,228606,1.0,0.0,0,8.0,22860601,1.0,1.0,912.0,1.0
6.0,0,0.0,1.0,0.0,15322,484,445,1,221574,1.0,0.0,0,2.0,22157404,0.0,1.0,929.0,1.0
29.0,0,0.0,0.0,1.0,15323,547,439,0,252885,1.0,0.0,1,14.0,25288501,1.0,1.0,986.0,1.0
8.0,0,0.0,1.0,1.0,15325,484,458,1,252885,1.0,0.0,0,5.0,25288503,0.0,1.0,942.0,1.0
3.0,1,0.0,0.0,1.0,15326,547,425,0,212522,0.0,1.0,0,13.0,21252202,0.0,1.0,972.0,1.0
17.0,1,0.0,0.0,1.0,15328,444,419,0,112038,0.0,1.0,0,17.0,11203803,0.0,1.0,863.0,1.0
0.0,1,1.0,0.0,1.0,15329,429,398,0,112038,0.0,1.0,0,17.0,11203803,0.0,1.0,827.0,0.0
24.0,1,0.0,1.0,1.0,15330,468,405,0,112038,0.0,1.0,0,17.0,11203803,0.0,1.0,873.0,1.0
10.0,0,0.0,0.0,1.0,15331,463,402,0,112038,0.0,1.0,1,12.0,11203801,1.0,1.0,865.0,1.0
6.0,1,0.0,1.0,0.0,15332,513,436,0,128076,0.0,0.0,0,7.0,12807603,0.0,1.0,949.0,1.0
10.0,0,0.0,1.0,0.0,15334,468,424,1,128076,0.0,0.0,0,8.0,12807602,0.0,1.0,892.0,1.0
1.0,0,0.0,1.0,1.0,15335,463,427,1,128068,1.0,0.0,0,1.0,12806802,0.0,1.0,890.0,1.0
9.0,1,0.0,1.0,0.0,15337,528,437,0,130085,0.0,0.0,0,8.0,13008503,1.0,1.0,965.0,1.0
8.0,0,0.0,0.0,0.0,15338,473,450,1,128076,0.0,0.0,0,8.0,12807602,0.0,1.0,923.0,1.0
2.0,0,0.0,1.0,0.0,15339,473,410,0,130085,0.0,0.0,1,11.0,13008504,0.0,1.0,883.0,1.0
15.0,0,0.0,0.0,0.0,15340,468,445,1,128076,0.0,0.0,0,8.0,12807602,0.0,1.0,913.0,1.0
6.0,0,0.0,0.0,1.0,15343,602,518,1,159171,1.0,0.0,0,16.0,15917105,1.0,1.0,1120.0,1.0
22.0,0,0.0,0.0,0.0,15345,520,434,1,161183,1.0,0.0,0,12.0,16118301,1.0,1.0,954.0,1.0
6.0,0,0.0,1.0,0.0,15346,484,433,0,161176,1.0,0.0,1,6.0,16117604,0.0,1.0,917.0,1.0
2.0,1,0.0,1.0,1.0,15347,449,411,0,161183,1.0,0.0,0,10.0,16118304,1.0,1.0,860.0,1.0
8.0,1,0.0,0.0,1.0,15348,494,451,0,161183,1.0,0.0,0,10.0,16118302,1.0,1.0,945.0,1.0
9.0,0,0.0,0.0,1.0,15349,473,448,0,161183,1.0,0.0,1,6.0,16118303,1.0,1.0,921.0,1.0
7.0,0,0.0,0.0,0.0,15351,576,465,1,161183,1.0,0.0,0,12.0,16118301,1.0,1.0,1041.0,1.0
5.0,0,0.0,1.0,1.0,15352,602,474,0,161183,1.0,0.0,1,6.0,16118303,1.0,1.0,1076.0,1.0
8.0,0,0.0,1.0,1.0,15355,449,410,0,166203,0.0,1.0,1,1.0,16620304,0.0,1.0,859.0,1.0
0.0,1,0.0,1.0,0.0,15356,439,414,0,164198,1.0,0.0,0,13.0,16419801,1.0,1.0,853.0,1.0
10.0,0,0.0,0.0,0.0,15357,536,440,1,165199,0.0,1.0,0,3.0,16519902,0.0,1.0,976.0,1.0
1.0,0,0.0,1.0,0.0,15358,449,425,1,164198,1.0,0.0,0,4.0,16419803,1.0,1.0,874.0,1.0
67.0,0,0.0,1.0,1.0,15359,392,400,1,112038,0.0,1.0,0,6.0,11203802,1.0,1.0,792.0,1.0
11.0,0,0.0,1.0,1.0,15360,506,463,0,164198,1.0,0.0,1,12.0,16419802,1.0,1.0,969.0,1.0
5.0,1,0.0,0.0,0.0,15361,513,434,0,164198,1.0,0.0,0,13.0,16419801,1.0,1.0,947.0,1.0
7.0,0,0.0,1.0,0.0,15362,423,397,0,166203,0.0,1.0,1,11.0,16620301,0.0,1.0,820.0,1.0
8.0,0,1.0,1.0,1.0,15363,547,436,1,205492,0.0,0.0,0,24.0,20549203,1.0,1.0,983.0,0.0
2.0,1,0.0,0.0,0.0,15364,536,440,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,976.0,1.0
21.0,0,0.0,1.0,0.0,15365,444,436,1,164198,1.0,0.0,0,4.0,16419803,1.0,1.0,880.0,1.0
10.0,0,0.0,1.0,0.0,15366,463,422,1,168211,1.0,0.0,0,10.0,16821101,0.0,1.0,885.0,1.0
0.0,1,0.0,0.0,0.0,15367,484,433,0,168214,1.0,0.0,0,6.0,16821402,1.0,1.0,917.0,1.0
21.0,0,0.0,1.0,0.0,15368,536,443,1,168214,1.0,0.0,0,16.0,16821403,0.0,1.0,979.0,1.0
10.0,1,0.0,0.0,1.0,15369,520,442,0,168211,1.0,0.0,0,14.0,16821105,0.0,1.0,962.0,1.0
2.0,1,0.0,0.0,0.0,15370,576,463,0,168214,1.0,0.0,0,6.0,16821402,1.0,1.0,1039.0,1.0
22.0,1,0.0,0.0,1.0,15371,513,418,0,168211,1.0,0.0,0,27.0,16821102,0.0,1.0,931.0,1.0
5.0,1,0.0,0.0,1.0,15372,459,422,0,168211,1.0,0.0,0,27.0,16821102,0.0,1.0,881.0,1.0
5.0,1,0.0,0.0,0.0,15374,478,436,0,168214,1.0,0.0,0,6.0,16821402,1.0,1.0,914.0,1.0
11.0,0,0.0,1.0,0.0,15375,489,419,1,234628,1.0,0.0,0,8.0,23462805,0.0,1.0,908.0,1.0
11.0,0,0.0,1.0,0.0,15376,423,376,1,261927,1.0,0.0,0,13.0,26192702,1.0,1.0,799.0,1.0
20.0,1,0.0,1.0,1.0,15377,434,408,0,168211,1.0,0.0,0,27.0,16821102,0.0,1.0,842.0,1.0
13.0,1,0.0,1.0,1.0,15378,559,472,0,168211,1.0,0.0,0,14.0,16821105,0.0,1.0,1031.0,1.0
14.0,1,0.0,0.0,0.0,15379,500,437,0,168211,1.0,0.0,0,27.0,16821102,0.0,1.0,937.0,1.0
14.0,0,0.0,0.0,0.0,15380,602,474,1,168214,1.0,0.0,0,16.0,16821403,0.0,1.0,1076.0,1.0
4.0,0,0.0,1.0,0.0,15381,559,448,1,168214,1.0,0.0,0,16.0,16821403,0.0,1.0,1007.0,1.0
3.0,1,0.0,1.0,0.0,15382,478,431,0,168214,1.0,0.0,0,6.0,16821402,1.0,1.0,909.0,1.0
7.0,0,0.0,1.0,1.0,15383,468,430,1,168211,1.0,0.0,0,10.0,16821101,0.0,1.0,898.0,1.0
3.0,0,0.0,1.0,0.0,15384,626,483,0,168214,1.0,0.0,1,6.0,16821401,0.0,1.0,1109.0,1.0
7.0,0,0.0,0.0,0.0,15385,513,478,0,168211,1.0,0.0,1,8.0,16821104,0.0,1.0,991.0,1.0
22.0,0,0.0,1.0,0.0,15387,473,431,1,264945,0.0,0.0,0,3.0,26494503,0.0,1.0,904.0,1.0
7.0,1,1.0,1.0,1.0,15388,444,390,0,169231,0.0,1.0,0,9.0,16923101,0.0,1.0,834.0,0.0
1.0,0,1.0,0.0,0.0,15389,444,424,0,169280,0.0,0.0,1,12.0,16928001,1.0,1.0,868.0,0.0
4.0,0,0.0,0.0,0.0,15390,500,445,0,169229,0.0,0.0,1,16.0,16922906,0.0,0.0,945.0,1.0
13.0,0,0.0,1.0,0.0,15392,463,439,1,169229,0.0,0.0,0,11.0,16922902,0.0,1.0,902.0,1.0
11.0,0,0.0,1.0,0.0,15393,489,437,0,169229,0.0,0.0,1,10.0,16922905,0.0,0.0,926.0,1.0
4.0,0,0.0,0.0,0.0,15395,506,470,1,230612,1.0,0.0,0,6.0,23061203,1.0,1.0,976.0,1.0
5.0,0,0.0,1.0,0.0,15396,528,463,0,262937,0.0,0.0,1,18.0,26293703,1.0,1.0,991.0,1.0
8.0,0,0.0,1.0,0.0,15397,484,431,0,264945,0.0,0.0,1,8.0,26494505,1.0,1.0,915.0,1.0
33.0,1,0.0,0.0,0.0,15399,520,460,0,230612,1.0,0.0,0,6.0,23061201,0.0,1.0,980.0,1.0
12.0,0,0.0,0.0,0.0,15402,506,461,0,169280,0.0,0.0,1,12.0,16928001,1.0,1.0,967.0,1.0
0.0,0,1.0,1.0,1.0,15403,463,425,1,244728,0.0,1.0,0,15.0,24472803,1.0,0.0,888.0,0.0
17.0,1,0.0,0.0,1.0,15405,576,460,0,216536,1.0,0.0,0,13.0,21653602,1.0,1.0,1036.0,1.0
8.0,0,0.0,1.0,0.0,15406,520,460,0,169229,0.0,0.0,1,15.0,16922901,1.0,1.0,980.0,1.0
8.0,0,0.0,1.0,0.0,15407,520,437,0,262937,0.0,0.0,1,8.0,26293704,1.0,1.0,957.0,1.0
2.0,0,0.0,1.0,0.0,15410,500,461,1,169280,0.0,0.0,0,13.0,16928002,1.0,1.0,961.0,1.0
3.0,1,0.0,0.0,0.0,15411,489,411,0,169229,0.0,0.0,0,12.0,16922907,1.0,1.0,900.0,1.0
13.0,0,0.0,0.0,0.0,15412,478,445,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,923.0,1.0
25.0,0,0.0,0.0,1.0,15413,506,470,0,169229,0.0,0.0,1,15.0,16922901,1.0,1.0,976.0,1.0
4.0,0,0.0,0.0,0.0,15414,513,445,1,216536,1.0,0.0,0,1.0,21653605,0.0,1.0,958.0,1.0
1.0,1,0.0,1.0,0.0,15416,489,455,0,169229,0.0,0.0,0,12.0,16922907,1.0,1.0,944.0,1.0
3.0,0,0.0,0.0,0.0,15421,626,461,1,169219,0.0,0.0,0,12.0,16921902,1.0,1.0,1087.0,1.0
0.0,1,0.0,0.0,0.0,15422,506,428,0,264945,0.0,0.0,0,3.0,26494502,0.0,1.0,934.0,1.0
6.0,1,0.0,1.0,0.0,15423,500,427,0,169219,0.0,0.0,0,18.0,16921903,0.0,1.0,927.0,1.0
17.0,0,0.0,0.0,0.0,15424,399,407,1,169231,0.0,1.0,0,3.0,16923103,1.0,0.0,806.0,1.0
4.0,1,0.0,0.0,0.0,15425,520,437,0,169219,0.0,0.0,0,18.0,16921903,0.0,1.0,957.0,1.0
7.0,0,0.0,1.0,0.0,15427,506,460,0,169219,0.0,0.0,1,14.0,16921901,0.0,1.0,966.0,1.0
4.0,1,0.0,0.0,0.0,15432,547,492,0,173312,1.0,0.0,0,13.0,17331203,0.0,1.0,1039.0,1.0
3.0,0,0.0,0.0,0.0,15433,528,487,0,173312,1.0,0.0,1,11.0,17331201,0.0,1.0,1015.0,1.0
12.0,1,0.0,0.0,1.0,15434,494,476,0,173312,1.0,0.0,0,13.0,17331203,0.0,1.0,970.0,1.0
8.0,0,0.0,0.0,1.0,15435,484,485,0,173312,1.0,0.0,1,11.0,17331201,0.0,1.0,969.0,1.0
6.0,0,0.0,0.0,0.0,15436,473,419,1,208503,1.0,0.0,0,8.0,20850301,1.0,1.0,892.0,1.0
21.0,0,0.0,0.0,1.0,15437,405,388,0,231616,1.0,0.0,1,9.0,23161602,1.0,1.0,793.0,1.0
4.0,0,0.0,0.0,0.0,15438,449,408,0,166203,0.0,1.0,1,11.0,16620301,0.0,1.0,857.0,1.0
0.0,1,0.0,1.0,1.0,15439,494,424,0,166203,0.0,1.0,0,5.0,16620303,0.0,1.0,918.0,1.0
7.0,1,0.0,1.0,0.0,15441,489,427,0,180344,0.0,1.0,0,11.0,18034403,0.0,1.0,916.0,1.0
5.0,1,0.0,1.0,1.0,15442,520,434,0,180344,0.0,1.0,0,11.0,18034403,0.0,1.0,954.0,1.0
6.0,0,0.0,0.0,0.0,15444,494,434,1,180344,0.0,1.0,0,5.0,18034401,0.0,1.0,928.0,1.0
42.0,0,1.0,0.0,1.0,15445,602,490,1,244839,0.0,0.0,0,20.0,24483903,0.0,0.0,1092.0,0.0
5.0,0,0.0,1.0,0.0,15446,484,422,1,208503,1.0,0.0,0,8.0,20850301,1.0,1.0,906.0,1.0
1.0,0,0.0,1.0,0.0,15447,459,439,0,191411,1.0,0.0,1,8.0,19141101,1.0,1.0,898.0,1.0
13.0,1,0.0,1.0,0.0,15448,454,448,0,203457,1.0,0.0,0,9.0,20345702,1.0,1.0,902.0,1.0
18.0,1,0.0,0.0,0.0,15449,489,448,0,161183,1.0,0.0,0,10.0,16118304,1.0,1.0,937.0,1.0
20.0,0,0.0,1.0,0.0,15450,459,434,1,203457,1.0,0.0,0,12.0,20345701,1.0,1.0,893.0,1.0
24.0,1,0.0,0.0,1.0,15451,449,428,0,203452,1.0,0.0,0,5.0,20345204,0.0,1.0,877.0,1.0
9.0,1,0.0,0.0,1.0,15453,423,414,0,203452,1.0,0.0,0,5.0,20345204,0.0,1.0,837.0,1.0
12.0,0,0.0,1.0,0.0,15456,484,450,1,203452,1.0,0.0,0,11.0,20345202,0.0,1.0,934.0,1.0
0.0,0,0.0,1.0,0.0,15457,520,478,0,189382,0.0,0.0,1,17.0,18938201,1.0,1.0,998.0,1.0
15.0,0,0.0,1.0,0.0,15458,500,447,0,189382,0.0,0.0,1,17.0,18938201,1.0,1.0,947.0,1.0
16.0,0,0.0,0.0,0.0,15459,454,413,0,189396,1.0,0.0,1,5.0,18939601,1.0,1.0,867.0,1.0
13.0,0,0.0,0.0,0.0,15462,473,447,0,189396,1.0,0.0,1,5.0,18939601,1.0,1.0,920.0,1.0
12.0,0,1.0,1.0,0.0,15463,434,430,1,189396,1.0,0.0,0,4.0,18939602,0.0,1.0,864.0,0.0
9.0,0,0.0,0.0,0.0,15464,459,447,0,189382,0.0,0.0,1,7.0,18938204,1.0,1.0,906.0,1.0
20.0,0,0.0,0.0,0.0,15465,489,442,1,189378,1.0,0.0,0,17.0,18937801,1.0,1.0,931.0,1.0
15.0,1,0.0,1.0,0.0,15469,484,463,0,189382,0.0,0.0,0,14.0,18938203,1.0,1.0,947.0,1.0
13.0,0,0.0,0.0,0.0,15470,506,445,1,218562,0.0,1.0,0,0.0,21856204,0.0,1.0,951.0,1.0
10.0,1,0.0,1.0,0.0,15471,439,434,0,218562,0.0,1.0,0,8.0,21856202,1.0,1.0,873.0,1.0
6.0,0,0.0,1.0,0.0,15472,468,443,1,123056,1.0,0.0,0,16.0,12305603,0.0,1.0,911.0,1.0
8.0,0,0.0,0.0,0.0,15473,489,450,1,123056,1.0,0.0,0,16.0,12305603,0.0,1.0,939.0,1.0
5.0,0,0.0,1.0,1.0,15474,399,403,1,191411,1.0,0.0,0,13.0,19141103,1.0,1.0,802.0,1.0
10.0,0,0.0,1.0,0.0,15475,423,425,0,170295,1.0,0.0,1,2.0,17029503,0.0,1.0,848.0,1.0
7.0,0,0.0,0.0,0.0,15476,500,436,0,201449,1.0,0.0,1,7.0,20144906,0.0,1.0,936.0,1.0
11.0,0,0.0,1.0,0.0,15477,459,416,1,201449,1.0,0.0,0,6.0,20144903,1.0,1.0,875.0,1.0
25.0,0,0.0,0.0,0.0,15478,506,465,1,201449,1.0,0.0,0,6.0,20144903,1.0,1.0,971.0,1.0
2.0,0,0.0,0.0,1.0,15479,494,445,1,162184,1.0,0.0,0,4.0,16218401,0.0,1.0,939.0,1.0
3.0,0,0.0,1.0,1.0,15480,489,422,0,162184,1.0,0.0,1,6.0,16218403,1.0,1.0,911.0,1.0
3.0,0,0.0,1.0,0.0,15481,536,470,0,203452,1.0,0.0,1,19.0,20345203,0.0,1.0,1006.0,1.0
16.0,0,0.0,0.0,0.0,15482,576,497,1,203452,1.0,0.0,0,11.0,20345202,0.0,1.0,1073.0,1.0
42.0,0,1.0,0.0,1.0,15483,473,455,1,203457,1.0,0.0,0,12.0,20345701,1.0,1.0,928.0,0.0
7.0,0,0.0,0.0,0.0,15484,494,443,1,203452,1.0,0.0,0,11.0,20345202,0.0,1.0,937.0,1.0
2.0,0,0.0,0.0,0.0,15485,513,463,0,203452,1.0,0.0,1,19.0,20345203,0.0,1.0,976.0,1.0
8.0,0,0.0,0.0,0.0,15486,484,440,1,212522,0.0,1.0,0,4.0,21252205,1.0,1.0,924.0,1.0
5.0,0,0.0,1.0,0.0,15487,444,439,1,205489,0.0,0.0,0,14.0,20548902,0.0,1.0,883.0,1.0
3.0,1,0.0,0.0,0.0,15489,489,447,0,161183,1.0,0.0,0,10.0,16118302,1.0,1.0,936.0,1.0
15.0,0,0.0,0.0,1.0,15490,473,430,0,203452,1.0,0.0,1,19.0,20345201,0.0,1.0,903.0,1.0
3.0,0,0.0,1.0,0.0,15492,494,497,1,205491,0.0,0.0,0,3.0,20549103,0.0,1.0,991.0,1.0
10.0,0,0.0,1.0,1.0,15494,439,382,0,128079,1.0,0.0,1,8.0,12807903,0.0,1.0,821.0,1.0
