state,state_nm,year,vote,margin,d,bin,margin2,margin3,margin4
37,South Dakota,1978,25.5095596313,-33.6718826294,0,-32.5,1133.7956542969,-38177.03515625,1285492.625
37,South Dakota,1980,51.6029472351,-18.8030967712,0,-17.5,353.5564575195,-6647.9560546875,125002.1640625
37,South Dakota,1984,45.072517395,-48.9808807373,0,-47.5,2399.1267089844,-117511.3359375,5755809.0
37,South Dakota,1986,64.9023208618,3.2058954239,1,2.5,10.277765274,32.9494400024,105.6324615479
37,South Dakota,1990,51.321937561,-7.3192090988,0,-7.5,53.5708236694,-392.0960388184,2869.8330078125
37,South Dakota,1992,62.1431350708,32.3957023621,1,32.5,1049.4815673828,33998.69140625,1101411.5
37,South Dakota,1996,49.6228256226,2.6438684464,1,2.5,6.9900403023,18.4807472229,48.8606643677
37,South Dakota,1998,49.4238090515,25.7345142365,1,27.5,662.2651977539,17043.07421875,438595.21875
37,South Dakota,2002,62.4916915894,0.1552551985,1,2.5,0.0241041761,0.0037422988,0.0005810114
37,South Dakota,2004,0.0,-1.1523842812,0,-2.5,1.3279895782,-1.5303542614,1.763556242
40,Virginia,1922,99.7743148804,45.3857727051,1,47.5,2059.8684082031,93488.71875,4243057.5
40,Virginia,1924,76.6632919312,48.9441795349,1,47.5,2395.5327148438,117247.3828125,5738577.0
40,Virginia,1930,91.694480896,53.3265838623,1,52.5,2843.724609375,151646.109375,8086769.5
40,Virginia,1934,93.3234863281,55.0424880981,1,57.5,3029.6755371094,166760.875,9178934.0
40,Virginia,1936,91.1292877197,87.0170974731,1,87.5,7571.9750976563,658891.3125,57334808.0
40,Virginia,1940,64.8468170166,86.6469726563,1,87.5,7507.6977539063,650519.3125,56365528.0
40,Virginia,1946,73.3514709473,34.391040802,1,32.5,1182.7436523438,40675.78515625,1398882.625
40,Virginia,1948,79.8812484741,34.7527389526,1,32.5,1207.7528076172,41972.71875,1458667.0
40,Virginia,1952,69.3167114258,46.7029495239,1,47.5,2181.1655273438,101866.859375,4757483.0
40,Virginia,1954,81.2705078125,59.7624893188,1,57.5,3571.5551757813,213445.03125,12756006.0
40,Virginia,1958,63.7962341309,38.6334228516,1,37.5,1492.5413818359,57661.98046875,2227679.75
40,Virginia,1966,46.120300293,25.0959625244,1,27.5,629.8073120117,15805.62109375,396657.28125
40,Virginia,1970,38.2670326233,-22.3499355316,0,-22.5,499.5196228027,-11164.2314453125,249519.84375
40,Virginia,1972,49.7858886719,-5.326625824,0,-7.5,28.3729419708,-151.1320495605,805.0238647461
40,Virginia,1976,48.8010902405,-23.4659404755,0,-22.5,550.650390625,-12921.5283203125,303215.8125
40,Virginia,1978,29.9450016022,-0.3862500191,0,-2.5,0.1491890699,-0.0576242842,0.0222573802
40,Virginia,1982,71.2498474121,-2.3828415871,0,-2.5,5.6779341698,-13.5296173096,32.2389335632
40,Virginia,1984,0.0,-40.1024780273,0,-42.5,1608.2087402344,-64493.15625,2586335.25
40,Virginia,1988,45.6084022522,42.555721283,1,42.5,1810.9893798828,77067.9609375,3279682.75
40,Virginia,1990,47.3935050964,-80.9070892334,0,-82.5,6545.95703125,-529614.3125,42849556.0
40,Virginia,1994,47.6802635193,2.7297198772,1,2.5,7.4513707161,20.3401546478,55.5229225159
40,Virginia,1996,0.0,-5.0860524178,0,-7.5,25.8679294586,-131.5656433105,669.1497802734
40,Virginia,2000,49.5943145752,-4.5751719475,0,-2.5,20.9321975708,-95.768409729,438.1569213867
40,Virginia,2002,65.0325469971,-82.5752563477,0,-82.5,6818.6728515625,-563053.6875,46494300.0
41,Alabama,1924,59.7139778137,50.3595581055,1,52.5,2536.0852050781,127716.125,6431727.5
41,Alabama,1926,86.246711731,61.7452507019,1,62.5,3812.4760742188,235402.28125,14534973.0
41,Alabama,1930,87.0271987915,19.4279556274,1,17.5,377.4454650879,7332.9936523438,142465.078125
41,Alabama,1936,99.9942169189,74.7890853882,1,72.5,5593.4072265625,418325.8125,31286206.0
41,Alabama,1938,81.7779312134,72.7566223145,1,72.5,5293.5258789063,385139.09375,28021418.0
41,Alabama,1944,76.5399856567,64.8321533203,1,62.5,4203.2080078125,272503.03125,17666958.0
41,Alabama,1948,82.4743423462,67.9990921021,1,67.5,4623.8764648438,314419.40625,21380234.0
41,Alabama,1950,100.0,53.0799751282,1,52.5,2817.4836425781,149551.96875,7938214.5
41,Alabama,1954,70.2417144775,64.949005127,1,62.5,4218.373046875,273979.15625,17794674.0
41,Alabama,1956,50.8556251526,100.0,1,102.5,10000.0,1000000.0,100000000.0
41,Alabama,1960,60.0714149475,40.4864959717,1,42.5,1639.1563720703,66363.6953125,2686833.5
41,Alabama,1962,69.9872894287,1.7132639885,1,2.5,2.9352734089,5.0288982391,8.6158304214
41,Alabama,1966,62.2673034668,21.0713062286,1,22.5,443.9999389648,9355.6591796875,197135.953125
41,Alabama,1968,95.8437957764,47.9398498535,1,47.5,2298.2292480469,110176.765625,5281857.5
41,Alabama,1972,93.9947280884,29.2044811249,1,27.5,852.9017333984,24908.552734375,727441.3125
41,Alabama,1974,47.0539207458,91.6875991821,1,92.5,8406.6162109375,770782.4375,70671192.0
41,Alabama,1978,62.7562446594,87.9894485474,1,87.5,7742.1430664063,681226.875,59940780.0
41,Alabama,1980,50.28150177,-3.0990362167,0,-2.5,9.6040258408,-29.7632236481,92.2373046875
41,Alabama,1984,60.5671539307,26.4015464783,1,27.5,697.0416259766,18402.978515625,485867.0625
41,Alabama,1986,64.8704376221,0.5630016327,1,2.5,0.3169708252,0.1784550995,0.1004705131
41,Alabama,1990,45.4617996216,21.1469593048,1,22.5,447.1938781738,9456.791015625,199982.375
41,Alabama,1996,39.8277053833,-6.9884958267,0,-7.5,48.8390731812,-341.3116760254,2385.2551269531
41,Alabama,1998,32.3543586731,-26.5504665375,0,-27.5,704.9272460938,-18716.1484375,496922.46875
41,Alabama,2002,36.5204467773,-18.7493495941,0,-17.5,351.5381164551,-6591.1108398438,123579.0390625
41,Alabama,2004,34.7101554871,-35.1907997131,0,-37.5,1238.3923339844,-43580.01953125,1533615.75
42,Arkansas,1924,100.0,47.0705375671,1,47.5,2215.6354980469,104291.15625,4909040.5
42,Arkansas,1930,81.835067749,100.0,1,102.5,10000.0,1000000.0,100000000.0
42,Arkansas,1932,89.6142578125,78.9699707031,1,77.5,6236.2563476563,492476.96875,38890892.0
42,Arkansas,1938,85.1066131592,79.2285079956,1,77.5,6277.15625,497329.75,39402692.0
42,Arkansas,1942,93.3076629639,100.0,1,102.5,10000.0,1000000.0,100000000.0
42,Arkansas,1944,100.0,70.2132263184,1,72.5,4929.8969726563,346143.96875,24303886.0
42,Arkansas,1948,100.0,86.6153259277,1,87.5,7502.21484375,649806.75,56283224.0
42,Arkansas,1950,82.9830245972,100.0,1,102.5,10000.0,1000000.0,100000000.0
42,Arkansas,1954,99.8810501099,100.0,1,102.5,10000.0,1000000.0,100000000.0
42,Arkansas,1956,68.6739349365,65.9660491943,1,67.5,4351.51953125,287052.5625,18935724.0
42,Arkansas,1960,100.0,99.7621078491,1,97.5,9952.478515625,992880.1875,99051824.0
42,Arkansas,1962,59.1452827454,37.3478660583,1,37.5,1394.8631591797,52095.16015625,1945643.125
42,Arkansas,1966,60.8849830627,100.0,1,102.5,10000.0,1000000.0,100000000.0
42,Arkansas,1968,84.8962020874,18.2905635834,1,17.5,334.544708252,6119.0112304688,111920.1640625
42,Arkansas,1974,59.0872764587,69.7924041748,1,67.5,4870.9794921875,339957.375,23726444.0
42,Arkansas,1978,57.347743988,60.3543586731,1,62.5,3642.6486816406,219849.71875,13268889.0
42,Arkansas,1980,62.2760696411,18.2154808044,1,17.5,331.8037414551,6043.96484375,110093.71875
42,Arkansas,1984,99.8332138062,14.6954898834,1,12.5,215.9574279785,3173.6000976563,46637.609375
42,Arkansas,1986,60.1771965027,24.5596237183,1,22.5,603.1751098633,14813.75390625,363820.21875
42,Arkansas,1990,47.2995796204,99.6664276123,1,97.5,9933.396484375,990026.1875,98672368.0
42,Arkansas,1992,55.0747566223,20.3543891907,1,22.5,414.3011474609,8432.8466796875,171645.453125
42,Arkansas,1996,53.8965301514,-5.4008393288,0,-7.5,29.1690654755,-157.5374298096,850.8343505859
42,Arkansas,1998,55.8977775574,12.8464641571,1,12.5,165.0316467285,2120.0729980469,27235.443359375
42,Arkansas,2002,79.5329666138,7.7930569649,1,7.5,60.7317352295,473.2858886719,3688.34375
42,Arkansas,2004,36.9451141357,11.8282709122,1,12.5,139.907989502,1654.8696289063,19574.24609375
43,Florida,1922,68.529876709,75.9653549194,1,77.5,5770.7353515625,438375.9375,33301384.0
43,Florida,1926,99.776222229,65.0820465088,1,67.5,4235.6728515625,275666.25,17940924.0
43,Florida,1928,100.0,37.0606498718,1,37.5,1373.4918212891,50902.49609375,1886479.625
43,Florida,1938,71.2793273926,64.8909454346,1,62.5,4210.8349609375,273245.0625,17731130.0
43,Florida,1944,76.2350616455,42.5586547852,1,42.5,1811.2391357422,77083.8984375,3280587.0
43,Florida,1950,100.0,52.5568847656,1,52.5,2762.2260742188,145174.0,7629893.0
43,Florida,1952,71.2294921875,99.6325759888,1,97.5,9926.650390625,989017.75,98538384.0
43,Florida,1956,70.0200271606,100.0,1,102.5,10000.0,1000000.0,100000000.0
43,Florida,1958,63.9339447021,42.4589881897,1,42.5,1802.765625,76543.609375,3249964.0
43,Florida,1962,44.0996551514,40.0606040955,1,42.5,1604.8520507813,64291.33984375,2575550.0
43,Florida,1964,53.8647422791,27.9024982452,1,27.5,778.5494384766,21723.47265625,606139.1875
43,Florida,1968,43.3776245117,-11.8006916046,0,-12.5,139.2563171387,-1643.3209228516,19392.32421875
43,Florida,1970,62.9745063782,7.736823082,1,7.5,59.8584327698,463.1141052246,3583.0317382813
43,Florida,1974,48.3388748169,2.463540554,1,2.5,6.0690321922,14.9513063431,36.8331489563
43,Florida,1976,61.7289428711,25.9535636902,1,27.5,673.5874633789,17481.99609375,453720.0625
43,Florida,1980,54.7389259338,-3.3177466393,0,-2.5,11.0074424744,-36.5199050903,121.1637954712
43,Florida,1982,49.5685691833,23.4578857422,1,22.5,550.2723999023,12908.2275390625,302799.71875
43,Florida,1986,65.4045791626,9.4800977707,1,7.5,89.872253418,851.9977416992,8077.0219726563
43,Florida,1988,29.4778404236,-0.8484840393,0,-2.5,0.7199251652,-0.6108450294,0.5182922482
43,Florida,1992,62.469379425,30.8135948181,1,32.5,949.4776000977,29256.818359375,901507.75
43,Florida,1994,51.0436134338,-41.0190391541,0,-42.5,1682.5615234375,-69017.0625,2831013.5
43,Florida,1998,48.3210258484,24.9387588501,1,22.5,621.9417114258,15510.4541015625,386811.46875
43,Florida,2000,60.300983429,4.8514962196,1,2.5,23.5370159149,114.189743042,553.9910888672
44,Georgia,1924,99.9981994629,100.0,1,102.5,10000.0,1000000.0,100000000.0
44,Georgia,1926,92.8183364868,100.0,1,102.5,10000.0,1000000.0,100000000.0
44,Georgia,1932,95.106552124,85.6366729736,1,87.5,7333.6396484375,628028.5,53782272.0
44,Georgia,1936,96.9366226196,100.0,1,102.5,10000.0,1000000.0,100000000.0
44,Georgia,1938,99.9985351563,90.213104248,1,92.5,8138.404296875,734190.6875,66233624.0
44,Georgia,1942,99.8896560669,93.8732528687,1,92.5,8812.1875,827228.6875,77654648.0
44,Georgia,1944,99.9988479614,99.9970703125,1,97.5,9999.4140625,999912.125,99988280.0
44,Georgia,1948,99.9943084717,99.7793045044,1,97.5,9955.9091796875,993393.75,99120136.0
44,Georgia,1950,99.9680404663,99.9976959229,1,97.5,9999.5390625,999930.875,99990784.0
44,Georgia,1954,99.9384231567,99.9886169434,1,97.5,9997.7236328125,999658.5625,99954472.0
44,Georgia,1956,100.0,99.9360809326,1,97.5,9987.220703125,998083.625,99744568.0
44,Georgia,1960,99.9532699585,99.8768463135,1,97.5,9975.384765625,996309.9375,99508296.0
44,Georgia,1962,77.5114974976,100.0,1,102.5,10000.0,1000000.0,100000000.0
44,Georgia,1968,71.7365951538,55.0229911804,1,57.5,3027.5295410156,166583.734375,9165935.0
44,Georgia,1972,83.1338882446,7.9469532967,1,7.5,63.1540679932,501.8824157715,3988.4360351563
44,Georgia,1974,49.1282920837,43.5089874268,1,42.5,1893.0319824219,82363.90625,3583570.0
44,Georgia,1978,79.9443283081,66.2677764893,1,67.5,4391.41796875,291009.53125,19284554.0
44,Georgia,1980,50.9170188904,-1.7434149981,0,-2.5,3.039495945,-5.2991027832,9.2385349274
44,Georgia,1984,100.0,59.8886604309,1,57.5,3586.6516113281,214799.765625,12864070.0
44,Georgia,1986,49.3525848389,1.8340349197,1,2.5,3.3636841774,6.1691141129,11.314371109
44,Georgia,1990,48.8658561707,100.0,1,102.5,10000.0,1000000.0,100000000.0
44,Georgia,1992,45.1507492065,-1.2948274612,0,-2.5,1.6765781641,-2.170879364,2.810914278
44,Georgia,1996,45.9044914246,1.3289481401,1,2.5,1.7661031485,2.3470594883,3.1191203594
44,Georgia,2002,42.5604171753,-6.8618984222,0,-7.5,47.0856513977,-323.0969543457,2217.0583496094
44,Georgia,2004,38.9986457825,-17.8986434937,0,-17.5,320.3614501953,-5734.03515625,102631.453125
45,Louisiana,1924,99.9816207886,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1926,99.9987945557,99.9520187378,1,97.5,9990.40625,998561.25,99808216.0
45,Louisiana,1932,99.8353500366,99.9975891113,1,97.5,9999.517578125,999927.6875,99990360.0
45,Louisiana,1936,100.0,99.9952316284,1,97.5,9999.0458984375,999856.9375,99980928.0
45,Louisiana,1938,99.9909210205,99.6707000732,1,97.5,9934.248046875,990153.5,98689296.0
45,Louisiana,1942,99.9972763062,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1948,100.0,99.9945526123,1,97.5,9998.91015625,999836.5625,99978216.0
45,Louisiana,1950,100.0,75.4357910156,1,77.5,5690.55859375,429271.78125,32382456.0
45,Louisiana,1954,79.7577514648,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1956,75.5712203979,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1960,100.0,59.515499115,1,57.5,3542.0947265625,210809.53125,12546434.0
45,Louisiana,1962,100.0,51.1424407959,1,52.5,2615.5493164063,133765.578125,6841098.0
45,Louisiana,1968,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1972,100.0,29.4879550934,1,27.5,869.5394897461,25640.94140625,756098.9375
45,Louisiana,1974,57.6412010193,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1978,85.7589645386,100.0,1,102.5,10000.0,1000000.0,100000000.0
45,Louisiana,1980,52.8204689026,16.9160270691,1,17.5,286.1519775391,4840.5546875,81882.953125
45,Louisiana,1984,53.928440094,76.9106140137,1,77.5,5915.2426757813,454944.9375,34990096.0
45,Louisiana,1986,73.071647644,5.6409358978,1,7.5,31.8201580048,179.4954681396,1012.5224609375
45,Louisiana,1990,50.1702232361,10.4225788116,1,12.5,108.6301498413,1132.2062988281,11800.509765625
45,Louisiana,1992,64.0243911743,54.4449462891,1,52.5,2964.2521972656,161388.546875,8786791.0
45,Louisiana,1996,51.7004852295,0.34044981,1,2.5,0.1159060746,0.0394602008,0.0134342182
45,Louisiana,1998,29.3362312317,32.3872642517,1,32.5,1048.9349365234,33972.1328125,1100264.375
45,Louisiana,2002,52.1096458435,3.4009666443,1,2.5,11.5665740967,39.3375320435,133.7856292725
45,Louisiana,2004,37.6738548279,-21.6911201477,0,-22.5,470.504699707,-10205.7734375,221374.671875
46,Mississippi,1922,100.0,88.2863845825,1,87.5,7794.4858398438,688146.9375,60754008.0
46,Mississippi,1924,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1928,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1930,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1934,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1940,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1942,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1948,95.5669708252,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1952,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1954,91.8064346313,91.1339416504,1,92.5,8305.3955078125,756903.4375,68979592.0
46,Mississippi,1958,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1960,65.4552993774,83.6128692627,1,82.5,6991.1118164063,584546.9375,48875644.0
46,Mississippi,1964,88.404914856,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1966,58.0881652832,38.6768417358,1,37.5,1495.8980712891,57856.61328125,2237711.0
46,Mississippi,1970,100.0,76.8098373413,1,77.5,5899.7509765625,453158.9375,34807064.0
46,Mississippi,1972,31.7593040466,19.4074783325,1,17.5,376.6502075195,7309.8310546875,141865.390625
46,Mississippi,1976,64.1988067627,100.0,1,102.5,10000.0,1000000.0,100000000.0
46,Mississippi,1978,39.0580101013,-13.2951202393,0,-12.5,176.7602233887,-2350.0483398438,31244.17578125
46,Mississippi,1982,46.0895996094,28.3976173401,1,27.5,806.4246826172,22900.5390625,650320.75
46,Mississippi,1984,0.0,-21.8839759827,0,-22.5,478.908416748,-10480.419921875,229353.265625
46,Mississippi,1988,31.2048492432,-7.8207998276,0,-7.5,61.1649093628,-478.3585205078,3741.1462402344
46,Mississippi,1990,27.3878936768,-100.0,0,-97.5,10000.0,-1000000.0,100000000.0
46,Mississippi,1994,31.5940132141,-37.5903015137,0,-37.5,1413.0307617188,-53116.25390625,1996656.0
46,Mississippi,1996,0.0,-43.6467056274,0,-42.5,1905.0349121094,-83148.5,3629158.0
46,Mississippi,2000,34.8653907776,-34.2858810425,0,-32.5,1175.5216064453,-40303.796875,1381851.125
46,Mississippi,2002,38.5649528503,-84.5794219971,0,-82.5,7153.6787109375,-605054.0,51175116.0
47,North Carolina,1924,60.6093940735,23.1018028259,1,22.5,533.6932983398,12329.27734375,284828.53125
47,North Carolina,1930,70.7685928345,21.2187919617,1,22.5,450.237121582,9553.48828125,202713.46875
47,North Carolina,1932,63.828994751,36.5129585266,1,37.5,1333.1961669922,48678.93359375,1777412.0
47,North Carolina,1936,65.9131240845,41.5371932983,1,42.5,1725.3383789063,71665.71875,2976792.75
47,North Carolina,1938,70.2524185181,27.6579856873,1,27.5,764.9641723633,21157.3671875,585170.1875
47,North Carolina,1944,68.6647415161,40.5048370361,1,42.5,1640.6418457031,66453.9296875,2691705.5
47,North Carolina,1956,60.4460411072,33.1151008606,1,32.5,1096.6098632813,36314.34765625,1202553.25
47,North Carolina,1960,55.593372345,22.8850479126,1,22.5,523.725402832,11985.4814453125,274288.3125
47,North Carolina,1962,60.5567207336,20.8920841217,1,22.5,436.4791870117,9118.9599609375,190514.078125
47,North Carolina,1966,45.994846344,11.1907367706,1,12.5,125.2325897217,1401.4449462891,15683.201171875
47,North Carolina,1968,62.1124572754,21.1134433746,1,22.5,445.7774963379,9411.8974609375,198717.578125
47,North Carolina,1972,45.4883460999,-8.0103034973,0,-7.5,64.1649627686,-513.9808349609,4117.142578125
47,North Carolina,1974,49.3781089783,25.1044006348,1,27.5,630.2309570313,15821.5693359375,397191.03125
47,North Carolina,1978,47.8098983765,-9.023308754,0,-7.5,81.4200973511,-734.6787109375,6629.2329101563
47,North Carolina,1984,47.4284934998,-3.8534164429,0,-2.5,14.8488178253,-57.2186813354,220.487411499
47,North Carolina,1986,46.3175125122,3.5186915398,1,2.5,12.3811903,43.5655899048,153.2938690186
47,North Carolina,1990,45.9180603027,-5.1101088524,0,-7.5,26.1132125854,-133.4413604736,681.8998413086
47,North Carolina,1992,51.1512870789,-4.0295362473,0,-2.5,16.2371616364,-65.428237915,263.6454467773
47,North Carolina,1996,44.9550247192,-6.7264199257,0,-7.5,45.2447242737,-304.3350219727,2047.0850830078
47,North Carolina,1998,47.0186767578,4.1395692825,1,2.5,17.1360340118,70.935798645,293.6436462402
47,North Carolina,2002,52.6527824402,-8.6085586548,0,-7.5,74.1072845459,-637.9569091797,5491.8891601563
47,North Carolina,2004,43.0466156006,-4.5771656036,0,-2.5,20.9504451752,-95.8936538696,438.9211425781
48,South Carolina,1924,100.0,100.0,1,102.5,10000.0,1000000.0,100000000.0
48,South Carolina,1926,98.143699646,100.0,1,102.5,10000.0,1000000.0,100000000.0
48,South Carolina,1930,98.5575637817,100.0,1,102.5,10000.0,1000000.0,100000000.0
48,South Carolina,1932,98.8975601196,96.2873916626,1,97.5,9271.26171875,892705.625,85956296.0
48,South Carolina,1942,96.4483795166,99.9828720093,1,97.5,9996.57421875,999486.25,99931504.0
48,South Carolina,1944,99.9264068604,89.0441970825,1,87.5,7928.869140625,706019.75,62866964.0
48,South Carolina,1950,82.2055282593,99.8528137207,1,97.5,9970.583984375,995590.9375,99412552.0
48,South Carolina,1956,57.160949707,64.4553451538,1,62.5,4154.4916992188,267779.1875,17259800.0
48,South Carolina,1966,36.6885108948,-24.3762760162,0,-22.5,594.2028198242,-14484.4521484375,353077.0
48,South Carolina,1968,69.5019683838,23.7847633362,1,22.5,565.7149658203,13455.396484375,320033.4375
48,South Carolina,1972,44.4209709167,-26.5967960358,0,-27.5,707.3895874023,-18814.294921875,500400.0
48,South Carolina,1974,70.3680648804,40.8825531006,1,42.5,1671.3831787109,68330.4140625,2793521.75
48,South Carolina,1978,31.8073215485,-11.1580610275,0,-12.5,124.5023269653,-1389.2045898438,15500.8291015625
48,South Carolina,1980,63.0720748901,40.736125946,1,42.5,1659.4320068359,67598.828125,2753714.5
48,South Carolina,1984,32.5172233582,-35.0038833618,0,-37.5,1225.2718505859,-42889.2734375,1501291.125
48,South Carolina,1986,50.0687065125,27.4414634705,1,27.5,753.0339355469,20664.353515625,567060.0625
48,South Carolina,1990,43.995464325,-31.6924095154,0,-32.5,1004.4088134766,-31832.134765625,1008837.0625
48,South Carolina,1992,52.6776847839,3.122148037,1,2.5,9.7478084564,30.4341011047,95.0197677612
48,South Carolina,1996,44.1869430542,-9.3775272369,0,-7.5,87.9380187988,-824.6411743164,7733.0947265625
48,South Carolina,1998,44.1005973816,6.9881410599,1,7.5,48.8341140747,341.2596740723,2384.7707519531
48,South Carolina,2002,42.2468681335,-10.2136249542,0,-12.5,104.3181381226,-1065.4663085938,10882.2734375
48,South Carolina,2004,27.6463184357,-9.5655527115,0,-7.5,91.4998016357,-875.2461547852,8372.212890625
49,Texas,1922,81.2117080688,33.2654380798,1,32.5,1106.5893554688,36811.1796875,1224540.0
49,Texas,1924,86.9086914063,70.7916641235,1,72.5,5011.4594726563,354769.5625,25114728.0
49,Texas,1928,96.6822052002,62.5387496948,1,62.5,3911.0952148438,244595.0,15296666.0
49,Texas,1930,92.5553588867,74.1760253906,1,72.5,5502.0825195313,408122.625,30272914.0
49,Texas,1934,94.2663879395,93.8389205933,1,92.5,8805.7431640625,826321.4375,77541112.0
49,Texas,1940,88.5379104614,88.5712738037,1,87.5,7844.8706054688,694830.1875,61541992.0
49,Texas,1942,66.2153320313,90.5034637451,1,92.5,8190.876953125,741302.75,67090464.0
49,Texas,1946,99.9689254761,77.0758132935,1,77.5,5940.6811523438,457882.8125,35291692.0
49,Texas,1948,84.7352981567,33.2704277039,1,32.5,1106.9213867188,36827.74609375,1225274.875
49,Texas,1954,57.9742202759,69.9458694458,1,67.5,4892.4248046875,342204.90625,23935818.0
49,Texas,1958,56.222694397,50.9579124451,1,52.5,2596.7087402344,132322.859375,6742897.0
49,Texas,1964,53.4942703247,12.6589565277,1,12.5,160.2491760254,2028.5874023438,25679.80078125
49,Texas,1966,44.2890434265,-13.303560257000001,0,-12.5,176.9847106934,-2354.5268554688,31323.58984375
49,Texas,1970,56.7801475525,7.0695548058,1,7.5,49.978603363,353.3264770508,2497.8610839844
49,Texas,1972,49.2596435547,-9.1066446304,0,-7.5,82.9309768677,-755.2229614258,6877.546875
49,Texas,1976,58.5941543579,14.5459680557,1,12.5,211.5851898193,3077.7114257813,44768.29296875
49,Texas,1978,41.4468040466,-0.5287259817,0,-2.5,0.2795511782,-0.147805959,0.0781488568
49,Texas,1982,59.1667785645,18.0937671661,1,17.5,327.3843994141,5923.6171875,107180.5546875
49,Texas,1984,37.4130630493,-17.1012516022,0,-17.5,292.4528198242,-5001.3090820313,85528.640625
49,Texas,1990,43.9403343201,-22.8240451813,0,-22.5,520.9370117188,-11889.890625,271375.40625
49,Texas,1994,32.3470993042,-22.5377674103,0,-22.5,507.950958252,-11448.0810546875,258014.171875
49,Texas,1996,43.3263816833,-10.8351020813,0,-12.5,117.3994369507,-1272.0349121094,13782.6279296875
49,Texas,2000,36.0445785522,-32.6890220642,0,-32.5,1068.5721435547,-34930.578125,1141846.5
49,Texas,2002,42.8378753662,-11.9734973907,0,-12.5,143.3646392822,-1716.576171875,20553.419921875
51,Kentucky,1926,59.1459197998,3.6737771034,1,2.5,13.496638298,49.5836410522,182.1592407227
51,Kentucky,1930,58.7990989685,4.2679667473,1,2.5,18.2155399323,77.7433166504,331.8059082031
51,Kentucky,1932,62.0276145935,18.6303730011,1,17.5,347.0907897949,6466.4311523438,120472.0234375
51,Kentucky,1938,54.8120422363,24.0552330017,1,22.5,578.6542358398,13919.662109375,334840.71875
51,Kentucky,1950,49.6533164978,9.0552272797,1,7.5,81.9971389771,742.502746582,6723.53125
51,Kentucky,1956,47.2437095642,-0.6933689117,0,-2.5,0.4807604551,-0.3333443403,0.2311306149
51,Kentucky,1960,35.4826850891,-18.3573360443,0,-17.5,336.9917907715,-6186.271484375,113563.4609375
51,Kentucky,1966,50.9268569946,-29.0346260071,0,-27.5,843.0095214844,-24476.46484375,710665.0
51,Kentucky,1968,53.5401115417,-3.7439079285,0,-2.5,14.0168466568,-52.4777832031,196.4719848633
51,Kentucky,1972,60.9774246216,3.2964916229,1,2.5,10.866856575,35.8225021362,118.0885848999
51,Kentucky,1974,65.1249008179,9.440290451,1,7.5,89.1190872192,841.3100585938,7942.2109375
51,Kentucky,1978,49.4913825989,24.1124324799,1,22.5,581.4094238281,14019.1953125,338036.875
51,Kentucky,1980,74.3820877075,30.249797821,1,32.5,915.0502929688,27680.0859375,837317.0
51,Kentucky,1984,47.8134498596,-0.4216760397,0,-2.5,0.1778106838,-0.0749785081,0.0316166393
51,Kentucky,1986,62.8833427429,48.7900123596,1,47.5,2380.4653320313,116142.9296875,5666615.0
51,Kentucky,1990,42.8456230164,-4.3730974197,0,-2.5,19.1239814758,-83.6310348511,365.7266540527
51,Kentucky,1992,49.1569862366,27.0715560913,1,27.5,732.869140625,19839.908203125,537097.1875
51,Kentucky,1996,35.3197364807,-12.607208252,0,-12.5,158.941696167,-2003.8111572266,25262.46484375
51,Kentucky,1998,49.3431777954,-0.5907058716,0,-2.5,0.3489334285,-0.2061170191,0.1217545345
51,Kentucky,2002,47.0343780518,-29.346206665,0,-27.5,861.1998291016,-25272.94921875,741665.1875
51,Kentucky,2004,44.2209472656,-1.3136476278,0,-2.5,1.7256700993,-2.2669224739,2.9779372215
52,Maryland,1922,45.2355880737,6.9842934608,1,7.5,48.7803535461,340.6963195801,2379.5229492188
52,Maryland,1926,66.2175979614,16.3435249329,1,17.5,267.1108093262,4365.5322265625,71348.1796875
52,Maryland,1928,56.0968513489,-8.8124666214,0,-7.5,77.6595687866,-684.3723754883,6031.0083007813
52,Maryland,1932,68.2758178711,35.0111045837,1,37.5,1225.7774658203,42915.82421875,1502530.375
52,Maryland,1934,65.909614563,14.1444091797,1,12.5,200.0643157959,2829.7915039063,40025.73046875
52,Maryland,1938,61.7311058044,38.9864692688,1,37.5,1519.9448242188,59257.28125,2310232.25
